Wahlkreis-Nr.;Wahlkreisname;Land;Wahlbezirksart;Wahlberechtigte;Wähler;Ungültige;Gültige;CDU;SPD;FDP;DIE LINKE;GRÜNE;CSU;PIRATEN;NPD;Tierschutzpartei;REP;ÖDP;FAMILIE;Bündnis 21/RRP;RENTNER;BP;PBC;BüSo;DIE VIOLETTEN;MLPD;Volksabstimmung;AfD;BIG;pro Deutschland;FREIE WÄHLER;PARTEI DER VERNUNFT;Die PARTEI;Bergpartei;BGD;DKP;NEIN;WGr/EB;Ungültige;Gültige;CDU;SPD;FDP;DIE LINKE;GRÜNE;CSU;Sonstige;PIRATEN;NPD;Tierschutzpartei;REP;ÖDP;FAMILIE;Bündnis 21/RRP;RENTNER;BP;PBC;BüSo;DIE VIOLETTEN;MLPD;Volksabstimmung;PSG;AfD;BIG;pro Deutschland;DIE RECHTE;DIE FRAUEN;FREIE WÄHLER;Partei der Nichtwähler;PARTEI DER VERNUNFT;Die PARTEI
;;;;;;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen
188;Bergstraße;HE;Urne;199685;113466;2659;110807;52452;35839;1977;4803;6141;0;2299;1373;0;0;0;0;0;0;0;0;0;0;0;0;4763;0;0;1160;0;0;0;0;0;0;0;3218;110248;45756;30793;5718;5845;9467;0;12669;2452;1348;0;506;0;0;0;0;0;0;50;0;28;0;44;6411;0;137;0;0;1178;0;0;515
189;Eichsfeld - Nordhausen - Unstrut-Hainich-Kreis I;TH;Urne;196621;112201;1794;110407;55255;17817;1491;22101;3189;0;2333;3950;0;0;2153;0;0;0;0;0;0;0;0;0;0;0;0;2118;0;0;0;0;0;0;0;1666;110535;49577;16411;3030;22378;4064;0;15075;2030;3386;0;180;1285;0;0;0;0;0;0;0;77;0;0;6094;0;0;0;0;2023;0;0;0
190;Eisenach - Wartburgkreis - Unstrut-Hainich-Kreis II;TH;Urne;192663;110570;2034;108536;46850;19932;1597;25989;3219;0;3030;5511;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2408;0;0;0;0;0;0;0;1770;108800;43555;18314;2562;24823;3995;0;15551;2341;4742;0;220;495;0;0;0;0;0;0;0;161;0;0;5554;0;0;0;0;2038;0;0;0
191;Kyffhäuserkreis - Sömmerda - Weimarer Land I;TH;Urne;191261;110025;2201;107824;46713;18214;1865;28634;3201;0;4008;5189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2069;107956;42078;16361;3120;26654;3796;0;15947;2682;4293;0;278;546;0;0;0;0;0;0;0;117;0;0;6393;0;0;0;0;1638;0;0;0
192;Gotha - Ilm-Kreis;TH;Urne;205859;119339;2159;117180;44034;28502;1518;24039;3210;0;3090;4301;0;0;0;0;0;0;0;0;0;0;0;0;6842;0;0;1644;0;0;0;0;0;0;0;2152;117187;44664;19568;2701;26428;4952;0;18874;3027;4060;0;315;635;0;0;0;0;0;0;0;150;0;0;8964;0;0;0;0;1723;0;0;0
193;Erfurt - Weimar - Weimarer Land II;TH;Urne;224121;125012;2313;122699;45747;28767;1363;29480;6383;0;4609;4309;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2041;0;0;0;0;0;0;0;1995;123017;42452;21295;3063;29129;9387;0;17691;3897;3263;0;224;736;0;0;0;0;0;0;0;197;0;0;7810;0;0;0;0;1564;0;0;0
194;Gera - Jena - Saale-Holzland-Kreis;TH;Urne;238320;137191;2258;134933;49456;24164;2054;36506;5768;0;3186;3871;0;0;884;0;0;0;0;0;0;0;0;0;7659;0;0;1114;271;0;0;0;0;0;0;2236;134955;47278;20920;3609;34904;8517;0;19727;3768;4005;0;270;836;0;0;0;0;0;0;0;135;0;0;9466;0;0;0;0;1247;0;0;0
195;Greiz - Altenburger Land;TH;Urne;170746;99505;2065;97440;43424;13421;1497;23908;2628;0;2823;3873;0;0;0;0;0;0;0;0;0;0;0;0;5866;0;0;0;0;0;0;0;0;0;0;1923;97582;40457;13674;2498;22753;3092;0;15108;2160;3566;0;259;452;0;0;0;0;0;0;0;96;0;0;7553;0;0;0;0;1022;0;0;0
196;Sonneberg - Saalfeld-Rudolstadt - Saale-Orla-Kreis;TH;Urne;218597;124346;2789;121557;49745;23888;2585;32615;4422;0;0;6738;0;0;0;0;0;0;0;0;0;0;708;0;0;0;0;0;0;0;0;0;0;0;856;2149;122197;45861;19125;2843;30902;4228;0;19238;2763;4818;0;304;720;0;0;0;0;0;0;0;296;0;0;8597;0;0;0;0;1740;0;0;0
197;Suhl - Schmalkalden-Meiningen - Hildburghausen;TH;Urne;196071;109950;1870;108080;45594;19462;1434;29670;2871;0;3126;4381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1542;0;0;0;0;0;0;0;1755;108195;43018;17369;2486;27193;3882;0;14247;2231;3738;0;272;537;0;0;0;0;0;0;0;132;0;0;5721;0;0;0;0;1616;0;0;0
198;Neuwied;RP;Urne;240333;124271;2385;121886;56401;46330;2373;6056;4589;0;2589;1674;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1874;0;0;0;0;0;0;0;1866;122405;54901;35699;5050;7129;7368;0;12258;2491;1257;0;187;207;0;0;0;0;0;0;0;51;0;0;6557;0;249;0;0;1021;0;238;0
199;Ahrweiler;RP;Urne;195077;102121;2268;99853;54756;28836;2177;4847;5252;0;3078;0;0;0;907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1538;100583;48540;25309;5160;5129;6356;0;10089;2154;855;0;152;324;0;0;0;0;0;0;0;24;0;0;5561;0;186;0;0;645;0;188;0
200;Koblenz;RP;Urne;198113;96198;2230;93968;44076;30509;2129;5133;7075;0;2852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2194;0;0;0;0;0;0;0;1524;94674;41344;26471;4596;5573;7247;0;9443;2231;711;0;114;226;0;0;0;0;0;0;0;18;0;0;4804;0;189;0;0;980;0;170;0
201;Mosel/Rhein-Hunsrück;RP;Urne;175441;100342;2510;97832;52477;27683;2846;4574;3651;0;2065;1076;0;0;581;0;0;0;0;0;0;0;0;0;0;0;0;2879;0;0;0;0;0;0;0;1968;98374;48482;24549;5733;5010;5337;0;9263;1875;916;0;133;335;0;0;0;0;0;0;0;29;0;0;4248;0;209;0;0;1256;0;262;0
202;Kreuznach;RP;Urne;187473;100823;2747;98076;40244;37700;2519;5346;4026;0;2351;1443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3808;0;0;0;0;0;0;639;2105;98718;40204;31539;5011;6037;5930;0;9997;1875;1168;0;165;190;0;0;0;0;0;0;0;21;0;0;4911;0;215;0;0;1240;0;212;0
203;Bitburg;RP;Urne;166313;91902;2171;89731;50782;23727;2634;3133;4128;0;1607;846;0;0;304;0;0;0;0;0;0;0;0;0;0;0;0;2006;564;0;0;0;0;0;0;1700;90202;47653;20279;4989;4146;5163;0;7972;1673;721;0;99;218;0;0;0;0;0;0;0;26;0;0;3359;0;130;0;0;1385;0;361;0
204;Trier;RP;Urne;193803;103779;2752;101027;49017;32253;1647;5960;6533;0;2815;1049;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1123;0;630;0;0;0;0;0;2257;101522;44221;27510;4432;6764;9176;0;9419;2520;872;0;93;198;0;0;0;0;0;0;0;60;0;0;4442;0;126;0;0;909;0;199;0
205;Montabaur;RP;Urne;211010;113474;2508;110966;54194;35530;2306;5681;6129;0;2847;1822;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2457;0;0;0;0;0;0;0;1831;111643;49688;31768;5311;6132;6719;0;12025;2345;1356;0;212;206;0;0;0;0;0;0;0;67;0;0;6118;0;200;0;0;1289;0;232;0
206;Mainz;RP;Urne;256317;133062;2463;130599;51726;48187;5258;6255;11847;0;3761;0;0;0;1151;0;0;0;0;0;176;0;0;0;0;0;0;1652;586;0;0;0;0;0;0;1851;131211;48926;36315;7763;8078;16734;0;13395;3422;798;0;365;821;0;0;0;0;0;0;0;45;0;0;6454;0;225;0;0;934;0;331;0
207;Worms;RP;Urne;201931;106775;2220;104555;43429;39398;2300;4110;5571;0;2004;1567;0;0;413;0;0;0;0;0;0;0;0;0;4599;0;0;1164;0;0;0;0;0;0;0;2014;104761;40672;31516;5737;5765;8616;0;12455;2334;1637;0;389;345;0;0;0;0;0;0;0;30;0;0;6231;0;184;0;0;1074;0;231;0
208;Ludwigshafen/Frankenthal;RP;Urne;217129;109156;2354;106802;45398;38580;2248;5710;5022;0;3113;2121;0;1811;0;0;0;0;0;0;0;0;210;0;0;0;0;2589;0;0;0;0;0;0;0;1950;107206;40789;31825;5027;6557;7660;0;15348;2887;1721;0;1316;190;0;0;0;0;0;0;0;117;0;0;7193;0;241;0;0;1399;0;284;0
209;Neustadt - Speyer;RP;Urne;220643;110663;2661;108002;50825;32013;2543;5299;8334;0;2971;1974;0;0;0;760;0;0;0;0;0;0;0;0;0;0;0;2822;461;0;0;0;0;0;0;1870;108793;46558;28814;5643;5804;9061;0;12913;2615;1325;0;638;279;0;0;0;0;0;0;0;35;0;0;5749;0;209;0;0;1701;0;362;0
210;Kaiserslautern;RP;Urne;232164;122820;3195;119625;44226;46891;2379;9405;5740;0;3621;3201;0;0;0;1334;0;0;0;0;0;0;0;0;0;0;0;2828;0;0;0;0;0;0;0;2551;120269;42817;39792;4997;9684;8127;0;14852;3202;2519;0;458;210;0;0;0;0;0;0;0;39;0;0;5661;0;311;0;0;2068;0;384;0
211;Pirmasens;RP;Urne;180540;94701;2955;91746;41354;30228;2322;5946;3617;0;2533;1976;0;1402;0;0;0;0;0;0;0;0;0;0;0;0;0;2368;0;0;0;0;0;0;0;2424;92277;39479;26339;4302;6486;4259;0;11412;2341;1770;0;961;167;0;0;0;0;0;0;0;33;0;0;4242;0;190;0;0;1373;0;335;0
212;Südpfalz;RP;Urne;216137;112299;2668;109631;53176;31812;3889;4777;7341;0;3323;1576;0;1138;595;0;0;0;0;0;0;0;0;0;0;0;0;2004;0;0;0;0;0;0;0;2187;110112;46377;29347;6256;5739;9061;0;13332;2947;1396;0;872;409;0;0;0;0;0;0;0;55;0;0;5724;0;226;0;0;1418;0;285;0
213;Altötting;BY;Urne;167160;72826;656;72170;0;10569;1243;2042;3526;48113;1498;0;0;0;0;0;0;0;0;0;233;406;0;0;2507;0;0;2033;0;0;0;0;0;0;0;642;72184;0;10984;2708;2369;3730;43247;9146;1272;469;380;337;724;0;21;0;731;0;60;223;12;0;0;3188;0;50;0;112;1470;0;97;0
214;Erding - Ebersberg;BY;Urne;192385;94677;748;93929;0;18032;1794;2630;7067;53659;0;0;0;0;1660;0;104;0;1493;0;0;0;0;0;4251;0;0;3098;0;0;0;0;0;141;0;652;94025;0;16050;4631;3012;7707;49105;13520;1727;419;528;604;1076;0;71;0;1093;0;16;93;11;0;0;5072;0;60;0;143;2535;0;72;0
215;Freising;BY;Urne;216717;96435;846;95589;0;17719;2014;3102;10488;51604;2260;0;0;0;1359;0;0;0;0;0;0;0;0;0;3706;0;0;3337;0;0;0;0;0;0;0;690;95745;0;16552;4396;3544;8441;49071;13741;2008;779;591;273;994;0;20;0;900;0;15;95;14;0;0;4990;0;74;0;150;2742;0;96;0
216;Fürstenfeldbruck;BY;Urne;251146;123325;909;122416;0;25492;2346;3733;8835;68692;2837;0;0;0;1610;0;0;0;0;0;0;0;0;0;5676;0;0;3195;0;0;0;0;0;0;0;798;122527;0;23500;5817;4242;10166;62424;16378;2424;663;750;330;1138;0;33;0;1055;0;12;148;31;0;0;6760;0;109;0;173;2662;0;90;0
217;Ingolstadt;BY;Urne;254661;112112;901;111211;0;18795;1894;4527;6732;69504;2230;0;0;0;1292;0;0;0;0;0;0;0;0;0;3299;0;0;2550;0;388;0;0;0;0;0;978;111134;0;19614;4488;4347;6329;63194;13162;1961;1004;573;425;1096;0;41;0;818;0;15;101;18;0;0;4284;0;61;0;137;2509;0;119;0
218;München-Nord;BY;Urne;225557;92774;736;92038;0;30878;2819;3991;8471;39168;2910;750;0;0;1240;0;0;0;0;0;141;0;102;0;0;0;0;1568;0;0;0;0;0;0;0;442;92332;0;24388;6655;4979;11682;33370;11258;2535;440;589;154;807;0;19;0;402;0;31;121;41;0;0;4809;0;63;0;103;1061;0;83;0
219;München-Ost;BY;Urne;236523;102340;827;101513;0;30837;3349;4023;9802;44934;2333;728;0;0;1482;0;0;0;1133;0;152;0;0;0;0;0;0;2740;0;0;0;0;0;0;0;492;101848;0;25306;7417;4945;12643;39458;12079;2359;383;608;161;886;0;18;0;606;0;29;120;28;0;0;5289;0;62;0;119;1334;0;77;0
220;München-Süd;BY;Urne;215368;92031;564;91467;0;27900;2377;4045;9524;38940;2352;467;0;0;1358;0;0;0;0;0;76;0;0;0;2990;0;0;1438;0;0;0;0;0;0;0;461;91570;0;23612;5874;5011;12000;34002;11071;2381;407;591;155;734;0;28;0;440;0;20;130;26;0;0;4670;0;45;0;154;1213;0;77;0
221;München-West/Mitte;BY;Urne;239700;103968;770;103198;0;31377;3336;4859;12626;43498;2719;639;0;0;1547;0;0;0;0;0;108;0;0;0;0;0;429;1944;0;0;0;0;0;0;116;466;103502;0;26040;6919;5734;15441;37561;11807;2648;426;628;133;941;0;28;0;438;0;35;140;112;0;0;4723;0;112;0;184;1170;0;89;0
222;München-Land;BY;Urne;247787;117183;693;116490;0;25776;3634;2700;11507;61872;2058;0;0;0;1156;0;101;0;0;0;0;0;0;0;4789;0;0;2702;195;0;0;0;0;0;0;732;116451;0;24222;9164;3692;10865;54663;13845;2247;407;709;320;839;0;60;0;598;0;13;105;22;0;0;6184;0;66;0;132;2024;0;119;0
223;Rosenheim;BY;Urne;231069;105902;892;105010;0;13748;2187;2809;8842;62461;2361;0;0;1264;1946;0;0;0;2171;0;125;0;0;0;4453;0;0;2528;0;0;0;0;0;0;115;725;105177;0;15959;4802;3388;8062;58078;14888;1850;545;584;831;1387;0;20;0;1696;0;49;137;18;0;0;5391;0;61;0;147;2061;0;111;0
224;Starnberg;BY;Urne;245379;107198;1237;105961;0;19728;6049;3456;9073;59410;2428;0;0;0;1862;0;0;0;0;0;0;0;0;0;0;0;0;3955;0;0;0;0;0;0;0;711;106487;0;17015;6944;3305;9285;55741;14197;1659;469;666;211;958;0;23;0;1200;0;22;227;12;0;0;6269;0;66;0;137;2172;0;106;0
225;Traunstein;BY;Urne;206868;88389;948;87441;0;15216;1705;2831;6657;56010;1949;0;0;1193;1880;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;711;87678;0;13319;3618;2917;6942;51249;9633;1369;537;445;470;972;0;19;0;876;0;23;112;14;0;0;3170;0;54;0;113;1355;0;104;0
226;Weilheim;BY;Urne;252724;115045;1162;113883;0;19633;2529;3729;9125;66835;2084;1066;0;0;2937;0;0;0;2869;0;0;0;0;0;0;0;0;3076;0;0;0;0;0;0;0;862;114183;0;18451;5271;3989;9497;61010;15965;1879;717;644;251;1657;0;47;0;1727;0;15;153;34;0;0;6230;0;91;0;165;2239;0;116;0
227;Deggendorf;BY;Urne;155082;56390;506;55884;0;9149;943;1774;2249;35244;766;947;0;0;0;0;0;0;786;0;0;0;0;0;1873;0;0;2153;0;0;0;0;0;0;0;435;55955;0;9445;2032;2013;2210;32465;7790;748;835;286;230;472;0;16;0;667;0;5;46;6;0;0;2476;0;33;0;79;1855;0;36;0
228;Landshut;BY;Urne;251273;108947;1017;107930;0;18708;2669;3595;8340;64196;2209;1432;0;0;2351;0;0;0;0;0;0;0;0;0;0;0;0;4430;0;0;0;0;0;0;0;798;108149;0;18139;5010;3771;6952;58885;15392;1735;886;730;293;1179;0;19;0;1164;0;17;166;17;0;0;4422;0;84;0;178;4386;0;116;0
229;Passau;BY;Urne;186392;66693;669;66024;0;13316;0;2373;3047;40021;1140;735;0;0;1480;0;0;0;0;0;0;0;0;0;2152;0;0;1760;0;0;0;0;0;0;0;534;66159;0;12698;2761;2846;3556;36248;8050;965;624;378;188;896;0;14;0;473;0;9;59;6;0;0;2836;0;39;0;90;1420;0;53;0
230;Rottal-Inn;BY;Urne;163308;65597;759;64838;0;10401;1141;1833;2754;41015;0;916;0;0;1514;0;0;0;0;0;0;0;0;0;2149;0;0;2652;0;463;0;0;0;0;0;585;65012;0;9942;2589;1909;2852;39187;8533;888;773;350;247;878;0;31;0;608;0;16;53;14;0;0;2646;0;62;0;98;1788;0;81;0
231;Straubing;BY;Urne;173773;70063;689;69374;0;12333;1328;1945;1978;43715;1191;1185;0;0;1691;0;0;0;0;0;0;0;0;0;2282;0;0;1726;0;0;0;0;0;0;0;606;69457;0;11364;2759;2334;2380;41015;9605;1024;959;303;221;1041;0;8;0;648;0;9;51;5;0;0;3115;0;45;0;98;1996;0;82;0
232;Amberg;BY;Urne;215146;103757;1036;102721;0;22401;1908;3692;4612;60663;2577;1602;0;0;2417;0;0;0;0;0;0;0;0;0;0;0;0;2849;0;0;0;0;0;0;0;838;102919;0;20812;3692;3784;5529;55705;13397;1967;1115;604;253;1165;0;30;0;790;0;17;90;23;0;0;3880;0;77;0;177;3100;0;109;0
233;Regensburg;BY;Urne;248820;112573;924;111649;0;25166;3572;4252;8581;55898;2270;992;0;0;2418;0;0;0;0;0;0;0;0;0;4229;0;0;4032;0;0;0;0;0;0;239;895;111678;0;22246;4827;4850;9592;54731;15432;2176;892;689;306;1467;0;16;0;678;0;17;124;21;0;0;5016;0;76;0;159;3711;0;84;0
234;Schwandorf;BY;Urne;216389;86338;771;85567;0;21510;1143;2651;2608;50311;0;1344;0;0;1149;0;0;0;1550;0;0;0;0;0;0;0;0;3301;0;0;0;0;0;0;0;943;85395;0;17014;2798;3053;3374;47582;11574;1259;1062;433;234;821;0;18;0;1018;0;6;45;33;0;0;3110;0;77;0;122;3251;0;85;0
235;Weiden;BY;Urne;170403;75511;733;74778;0;16515;970;2142;2629;42612;1107;1188;0;0;819;0;0;0;0;0;0;0;0;0;1858;0;0;2028;0;0;0;0;0;0;2910;749;74762;0;16987;2474;2740;2885;40308;9368;1092;1184;352;152;593;0;15;0;545;0;15;58;6;0;0;2940;0;67;0;127;2133;0;89;0
236;Bamberg;BY;Urne;179923;81087;662;80425;0;19045;2199;3091;6386;41936;2004;1180;0;0;0;0;0;0;0;0;0;0;0;0;2698;0;0;1886;0;0;0;0;0;0;0;558;80529;0;16582;3621;3711;6924;39115;10576;1890;1115;541;361;442;0;18;0;256;0;10;83;48;0;0;3598;0;59;0;176;1902;0;77;0
237;Bayreuth;BY;Urne;164828;78214;749;77465;0;20009;1682;2387;4413;43930;1811;965;0;0;0;0;0;0;0;0;0;0;0;0;2268;0;0;0;0;0;0;0;0;0;0;549;77665;0;18371;3358;2801;4825;39323;8987;1470;776;432;322;308;0;29;0;222;0;9;65;10;0;0;3120;0;51;0;132;1978;0;63;0
238;Coburg;BY;Urne;160103;82824;753;82071;0;26829;1129;3017;2878;41207;1294;1459;0;0;0;0;0;0;0;0;0;0;0;0;2352;0;0;1906;0;0;0;0;0;0;0;751;82073;0;23264;3056;3566;4285;38347;9555;1358;1352;432;161;353;0;17;0;212;0;9;75;29;0;0;3685;0;50;0;167;1591;0;64;0
239;Hof;BY;Urne;174569;83641;779;82862;0;24522;944;4083;4074;45046;0;1272;0;0;0;0;0;0;0;0;0;0;0;0;2921;0;0;0;0;0;0;0;0;0;0;859;82782;0;22851;2954;4423;3990;38375;10189;1651;1071;621;320;288;0;27;0;403;0;11;55;14;0;0;3791;0;79;0;150;1597;0;111;0
240;Kulmbach;BY;Urne;172449;79928;789;79139;0;18405;1042;2625;2974;45442;1473;1327;0;0;814;0;0;0;516;0;0;0;0;0;2608;0;0;1913;0;0;0;0;0;0;0;765;79163;0;17463;2803;3240;3931;41422;10304;1521;1360;477;311;528;0;20;0;373;0;5;66;18;0;0;3451;0;66;0;162;1878;0;68;0
241;Ansbach;BY;Urne;243643;112484;1184;111300;0;26369;4253;4422;6359;60307;2711;1766;0;0;0;0;119;0;864;0;0;269;0;0;0;0;0;3861;0;0;0;0;0;0;0;998;111486;0;25013;4750;4632;8829;54068;14194;2245;1425;583;364;1140;0;74;0;428;0;26;135;16;0;0;4367;0;118;0;217;2951;0;105;0
242;Erlangen;BY;Urne;179506;86731;546;86185;0;23623;1628;3900;7017;41890;2048;663;0;0;0;0;0;0;306;0;0;0;0;0;2913;0;0;2197;0;0;0;0;0;0;0;602;86129;0;21657;4380;4161;9178;36178;10575;2154;632;518;190;666;0;23;0;265;0;14;74;34;0;0;3828;0;50;0;111;1959;0;57;0
243;Fürth;BY;Urne;253603;123554;953;122601;0;34051;1941;5701;9334;60345;3389;1613;0;0;0;0;0;0;0;0;0;0;0;0;3990;0;0;2237;0;0;0;0;0;0;0;1008;122546;0;31370;5321;6678;10509;52741;15927;2983;1267;804;562;854;0;38;0;458;0;19;115;29;0;0;5851;0;91;0;179;2540;0;137;0
244;Nürnberg-Nord;BY;Urne;193031;87273;696;86577;0;28683;1861;5788;8130;33752;2643;918;0;0;0;0;0;0;0;0;0;0;89;0;2954;0;0;1126;0;544;0;0;0;0;89;741;86532;0;24397;4162;6749;10745;29698;10781;2795;719;588;268;512;0;23;0;152;0;16;90;91;0;0;4146;0;53;0;144;1077;0;107;0
245;Nürnberg-Süd;BY;Urne;185799;85304;847;84457;0;27782;1320;4579;4992;37826;2147;1218;0;0;0;0;98;0;0;0;0;0;0;0;3164;0;0;1331;0;0;0;0;0;0;0;970;84334;0;24488;3323;5266;6197;34296;10764;2131;1131;550;317;476;0;57;0;181;0;6;73;41;0;0;4241;0;49;0;139;1284;0;88;0
246;Roth;BY;Urne;226102;109851;1013;108838;0;31011;2776;4324;6687;55862;2817;1817;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3544;0;0;0;0;0;0;0;842;109009;0;27379;4526;4578;8650;49981;13895;2160;1011;680;469;635;0;39;0;284;0;7;97;20;0;0;4804;0;94;0;174;3301;0;120;0
247;Aschaffenburg;BY;Urne;184171;87940;1586;86354;0;22531;2348;2815;6735;45021;2324;1616;0;0;964;0;0;0;0;0;0;0;0;0;0;0;0;1712;0;0;0;0;0;0;288;1273;86667;0;19775;4424;3572;7292;40845;10759;1777;1145;648;472;457;0;30;0;321;0;7;116;59;0;0;3834;0;98;0;157;1531;0;107;0
248;Bad Kissingen;BY;Urne;217994;98371;1139;97232;0;19527;2352;4825;6973;57227;2307;1931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2090;0;0;0;0;0;0;0;1067;97304;0;18212;4508;4905;5849;52321;11509;1920;1381;474;552;609;0;29;0;388;0;15;87;32;0;0;3515;0;78;0;168;2139;0;122;0
249;Main-Spessart;BY;Urne;197762;87751;1240;86511;0;20584;1782;3119;5296;45168;1791;923;0;697;0;0;182;0;0;0;0;0;0;0;2992;0;0;3977;0;0;0;0;0;0;0;1031;86720;0;19401;3776;3454;5924;42659;11506;1698;937;611;545;473;0;78;0;225;0;14;81;20;0;0;3804;0;61;0;153;2709;0;97;0
250;Schweinfurt;BY;Urne;200150;96126;1175;94951;0;22447;1653;5414;5061;52802;2100;1531;0;0;741;0;0;0;895;0;0;0;0;0;0;0;0;2307;0;0;0;0;0;0;0;950;95176;0;19876;3782;5122;6451;48845;11100;1774;1010;490;759;519;0;26;0;434;0;11;70;38;0;0;3489;0;81;0;134;2169;0;96;0
251;Würzburg;BY;Urne;226597;98969;782;98187;0;25963;2519;3623;9708;47629;2543;830;0;0;1020;0;0;0;0;0;0;0;0;0;3092;0;0;1260;0;0;0;0;0;0;0;722;98247;0;22907;4736;4497;11286;43437;11384;2518;562;598;694;727;0;32;0;202;0;11;83;23;0;0;4348;0;53;0;158;1283;0;92;0
252;Augsburg-Stadt;BY;Urne;208231;99020;1018;98002;0;25212;2706;5091;9757;44551;2564;708;0;620;0;0;98;0;0;0;81;0;130;0;4761;0;0;1723;0;0;0;0;0;0;0;932;98088;0;22345;4172;5898;9557;43136;12980;2552;649;690;495;675;0;75;0;428;0;21;147;71;0;0;5560;0;88;0;170;1258;0;101;0
253;Augsburg-Land;BY;Urne;244203;125599;1051;124548;0;22192;2378;3863;7915;76476;2582;1321;0;0;1687;0;436;0;0;0;0;0;0;0;5698;0;0;0;0;0;0;0;0;0;0;838;124761;0;21841;5388;4276;8368;68215;16673;2255;929;856;679;1119;0;203;0;885;0;20;141;39;0;0;6811;0;97;0;253;2291;0;95;0
254;Donau-Ries;BY;Urne;189974;86193;965;85228;0;14979;1800;3978;4930;53236;0;1587;0;0;1635;0;255;0;0;0;0;0;0;0;0;0;0;2828;0;0;0;0;0;0;0;857;85336;0;14019;3531;3045;4777;48780;11184;1237;1014;458;578;763;0;67;0;586;0;7;113;15;0;0;3856;0;49;0;263;2103;0;75;0
255;Neu-Ulm;BY;Urne;237651;112774;1148;111626;0;20861;2435;4179;7830;65083;2192;2247;0;0;1582;0;0;0;0;0;0;0;0;0;5217;0;0;0;0;0;0;0;0;0;0;914;111860;0;20588;4770;4554;6634;59727;15587;2128;1870;716;367;1040;0;34;0;554;0;22;103;37;0;0;6640;0;102;0;211;1664;0;99;0
256;Oberallgäu;BY;Urne;224278;101839;985;100854;0;18202;2717;4160;8057;61561;2118;0;0;1492;2316;0;231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;735;101104;0;16994;5028;4210;8627;53547;12698;1673;634;696;682;1166;0;101;0;491;0;18;140;25;0;0;4657;0;65;0;168;2077;0;105;0
257;Ostallgäu;BY;Urne;244541;113435;1017;112418;0;17365;1667;3432;6091;68661;2283;0;0;0;2003;0;0;0;2841;0;0;0;0;0;4738;0;0;3017;0;0;0;0;0;0;320;936;112499;0;17242;4581;3894;7152;63623;16007;2031;1027;609;375;1525;0;32;0;1637;0;18;109;19;0;0;5704;0;72;0;226;2509;0;114;0
258;Stuttgart I;BW;Urne;191191;101797;878;100919;41346;17398;2130;4412;27790;0;2308;507;0;0;399;0;0;0;0;0;110;0;0;0;2871;0;0;546;0;0;0;0;0;0;1102;814;100983;37062;22478;7436;7059;16897;0;10051;3040;382;570;143;334;0;0;127;0;117;48;0;76;76;0;4499;121;44;0;0;417;0;57;0
259;Stuttgart II;BW;Urne;183064;97225;1133;96092;41619;26731;2149;5277;12096;0;2290;807;0;0;0;0;0;0;0;0;72;0;232;0;3375;0;0;825;0;0;0;0;0;0;619;1083;96142;37292;23108;5778;7050;12365;0;10549;2566;586;595;362;280;0;0;189;0;102;27;0;185;86;0;4692;239;71;0;0;502;0;67;0
260;Böblingen;BW;Urne;247128;147988;1967;146021;79364;35472;4473;6200;12878;0;3635;2173;0;0;0;0;0;0;0;0;0;0;242;0;0;0;0;1584;0;0;0;0;0;0;0;1619;146369;68880;29890;9687;6834;14293;0;16785;3372;1475;1015;472;403;0;0;185;0;462;40;0;143;339;0;7645;172;114;0;0;856;0;92;0
