Wahlkreis-Nr.;Wahlkreisname;Land;Wahlbezirksart;Wahlberechtigte;Wählende;Ungültige;Gültige;CDU;SPD;AfD;FDP;DIE LINKE;GRÜNE;CSU;FREIE WÄHLER;Die PARTEI;Tierschutzpartei;NPD;PIRATEN;ÖDP;V-Partei³;DiB;BP;Tierschutzallianz;MLPD;Gesundheitsforschung;MENSCHLICHE WELT;DKP;Die Grauen;BüSo;Die Humanisten;Gartenpartei;du.;dieBasis;Bündnis C;BÜRGERBEWEGUNG;III. Weg;Bündnis21;LIEBE;LKR;SSW;Team Todenhöfer;UNABHÄNGIGE;Volt;Volksabstimmung;B*;sonstige;FAMILIE;Graue Panther;KlimalisteBW;THP;Übrige;Ungültige;Gültige;CDU;SPD;AfD;FDP;DIE LINKE;GRÜNE;CSU;FREIE WÄHLER;Die PARTEI;Tierschutzpartei;NPD;PIRATEN;ÖDP;V-Partei³;DiB;BP;Tierschutzallianz;MLPD;Gesundheitsforschung;MENSCHLICHE WELT;DKP;Die Grauen;BüSo;Die Humanisten;Gartenpartei;du.;SGP;dieBasis;Bündnis C;BÜRGERBEWEGUNG;III. Weg;Bündnis21;LIEBE;LKR;PdF;LfK;SSW;Team Todenhöfer;UNABHÄNGIGE;Volt
;;;;;;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen
199;Koblenz;RP;Urne;193035;53037;807;52230;14077;15549;5541;4320;1816;6099;0;2393;960;0;0;0;190;0;0;0;0;0;0;0;0;0;0;0;0;0;937;0;0;0;0;0;0;0;0;0;247;0;0;0;0;0;0;0;101;625;52412;11653;14801;5879;6021;2161;7068;0;1608;610;630;48;307;91;40;46;0;0;9;0;0;0;0;0;46;0;0;0;788;0;0;0;0;0;23;0;0;0;341;0;242
200;Mosel/Rhein-Hunsrück;RP;Urne;171102;57030;1192;55838;17869;14529;6604;6815;0;4869;0;3014;0;0;0;0;355;0;0;0;0;0;0;0;0;0;0;0;0;0;1228;0;0;0;0;0;0;0;0;0;473;0;0;0;0;0;0;0;82;855;56175;15157;15243;6831;7229;1721;4645;0;2129;529;697;67;236;134;37;31;0;0;10;0;0;0;0;0;52;0;0;0;972;0;0;0;0;0;25;0;0;0;109;0;321
201;Kreuznach;RP;Urne;182380;59316;1097;58219;15639;18423;7968;4526;2044;3744;0;2886;894;0;0;0;504;0;0;0;0;0;0;0;0;0;0;0;0;0;1061;0;0;0;0;0;85;0;0;0;313;0;0;0;0;0;0;0;132;855;58461;13083;17879;8315;6851;2175;4857;0;1746;571;842;99;235;171;33;44;0;0;14;0;0;0;0;0;53;0;0;0;1015;0;0;0;0;0;31;0;0;0;189;0;258
202;Bitburg;RP;Urne;163493;53141;1018;52123;18541;14151;4797;4177;1344;3230;0;4183;731;0;0;0;236;0;0;0;0;0;0;0;0;0;0;0;0;0;733;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;793;52348;14994;14126;5241;6306;1525;4374;0;3209;480;591;51;152;149;33;25;0;0;9;0;0;0;0;0;32;0;0;0;757;0;0;0;0;0;21;0;0;0;108;0;165
203;Trier;RP;Urne;190530;58944;864;58080;14651;19337;4810;4346;2295;6964;0;2590;948;0;0;0;226;0;0;0;0;0;0;0;124;0;0;0;0;0;958;0;0;0;0;0;0;0;0;190;376;0;0;0;0;0;0;0;265;888;58056;12697;17203;5242;6497;2646;8446;0;1887;646;766;62;228;145;39;43;0;0;9;0;0;0;0;0;86;0;0;0;895;0;0;0;0;0;17;0;0;0;177;0;325
204;Montabaur;RP;Urne;210816;64385;1040;63345;16790;18941;8131;6569;2007;5053;0;3389;1225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89;795;63590;14883;17980;8382;7944;2177;6031;0;2301;776;934;111;261;82;36;21;0;0;11;0;0;0;0;0;61;0;0;0;1087;0;0;0;0;0;23;0;0;0;293;0;196
205;Mainz;RP;Urne;249630;71331;1304;70027;14627;18143;5522;5570;8946;11590;0;1501;662;0;0;433;516;0;0;0;0;0;0;0;0;0;0;187;0;0;1060;0;0;0;0;0;0;0;0;0;670;0;0;0;0;0;0;0;600;717;70614;13379;18589;5831;8394;3785;14762;0;1131;629;668;56;395;372;53;49;0;0;18;0;0;0;0;0;132;0;0;0;989;0;0;0;0;0;19;0;0;0;806;0;557
206;Worms;RP;Urne;212943;66327;1177;65150;18694;19160;9136;5484;2268;5850;0;2044;0;0;0;0;259;0;0;0;0;0;0;0;0;0;0;0;0;0;1589;0;0;0;0;0;0;0;0;0;530;0;0;0;0;0;0;0;136;935;65392;13489;18438;9640;8197;2295;7456;0;1512;513;950;136;424;166;56;43;0;0;17;0;0;0;0;0;64;0;0;0;1203;0;0;0;0;0;36;0;0;0;372;0;385
207;Ludwigshafen/Frankenthal;RP;Urne;210969;63780;1046;62734;13978;19634;10494;5873;2265;6093;0;2677;0;0;0;0;0;0;0;0;0;82;0;0;0;0;0;0;0;0;1015;0;0;0;0;0;66;0;0;0;0;0;0;0;0;0;0;0;557;912;62868;12189;17486;10661;7773;2244;6453;0;1605;586;1077;134;273;77;64;56;0;0;30;0;0;0;0;0;68;0;0;0;908;0;0;0;0;0;35;0;0;0;830;0;319
208;Neustadt – Speyer;RP;Urne;219416;60616;982;59634;15337;15688;9418;5512;1871;6884;0;2984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1315;0;0;0;0;0;0;0;0;0;431;0;0;0;0;0;0;0;194;753;59863;12389;14878;9549;7805;2000;7666;0;1805;511;846;69;231;113;59;54;0;0;12;0;0;0;0;0;63;0;0;0;1206;0;0;0;0;0;20;0;0;0;255;0;332
209;Kaiserslautern;RP;Urne;224701;72463;1312;71151;14486;22495;11981;5315;3044;5479;0;4452;1036;1131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1172;0;0;0;0;0;58;0;0;0;306;0;0;0;0;0;0;0;196;1018;71445;13341;21230;12437;7492;2940;6641;0;2920;786;1251;154;322;100;53;44;0;0;22;0;0;0;0;0;61;0;0;0;1129;0;0;0;0;0;31;0;0;0;196;0;295
210;Pirmasens;RP;Urne;174093;55395;961;54434;14517;15641;10000;4312;1740;2920;0;2180;944;1082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;858;0;0;0;0;0;0;0;0;0;195;0;0;0;0;0;0;0;45;934;54461;12350;14806;10285;5899;1986;3658;0;1752;700;1271;151;230;63;40;50;0;0;19;0;0;0;0;0;56;0;0;0;851;0;0;0;0;0;13;0;0;0;104;0;177
211;Südpfalz;RP;Urne;217000;60696;770;59926;14786;16298;8933;6216;2026;6072;0;1925;792;960;0;0;169;0;0;0;0;0;0;0;0;0;0;0;0;0;1167;0;0;0;0;0;0;0;0;0;292;0;0;0;0;0;0;0;290;778;59918;12370;15281;9368;7647;2281;7169;0;1586;632;1062;92;241;144;46;63;0;0;11;0;0;0;0;0;65;0;0;0;1170;0;0;0;0;0;23;0;0;0;378;0;289
212;Altötting;BY;Urne;168656;50239;461;49778;0;5644;7526;3669;1368;4209;20193;4339;0;0;0;0;867;0;0;462;0;0;0;0;0;0;0;0;0;0;1501;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;407;49832;0;6812;7518;5200;1245;4405;16541;4366;399;504;56;161;436;31;0;281;0;9;49;0;6;0;0;47;0;17;0;1371;18;0;21;0;0;9;0;0;0;166;87;77
213;Erding – Ebersberg;BY;Urne;200569;57974;398;57576;0;8587;5206;4874;1391;8621;22774;3546;0;0;0;0;758;0;0;617;0;0;0;0;0;0;0;0;0;0;1202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;308;57666;0;8886;5521;7221;1502;8653;18339;3453;509;620;37;233;379;47;0;364;0;10;60;0;10;0;0;63;0;25;0;1218;26;0;27;0;0;9;0;0;0;235;69;150
214;Freising;BY;Urne;237250;68882;549;68333;0;9521;8345;5495;1655;8685;23194;6791;884;0;0;0;1001;254;0;456;0;0;0;0;0;0;0;0;0;0;1864;0;0;0;0;0;0;0;0;0;188;0;0;0;0;0;0;0;0;441;68441;0;10383;8354;7915;1888;9128;21043;4916;595;642;48;201;483;93;0;293;0;7;71;0;8;0;0;93;0;26;0;1456;32;0;49;0;0;20;0;0;0;415;107;175
215;Fürstenfeldbruck;BY;Urne;231905;73894;584;73310;0;14534;6397;6392;1423;9625;26380;4269;944;0;0;0;724;0;0;0;0;0;0;0;0;0;0;0;0;0;2195;0;0;0;0;0;0;0;0;0;427;0;0;0;0;0;0;0;0;453;73441;0;12001;6634;9155;1872;11495;23382;3593;508;828;35;302;459;56;0;239;0;11;55;0;5;0;0;80;0;38;0;1858;32;0;34;0;0;20;0;0;0;334;104;311
216;Ingolstadt;BY;Urne;238384;68932;580;68352;0;9606;9048;4255;1942;6198;28972;4847;892;0;0;0;819;0;0;459;0;0;0;0;0;0;0;0;0;0;1314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;476;68456;0;11119;9569;7178;1874;6989;23121;4383;526;521;51;218;411;42;0;289;0;9;65;0;16;0;0;45;0;23;0;1345;37;0;38;0;0;11;0;0;0;346;96;134
217;München-Nord;BY;Urne;223683;62642;407;62235;0;15003;3934;6482;2512;13868;14726;1338;581;776;0;0;602;103;0;154;0;30;0;0;0;0;24;0;0;124;1244;0;0;0;0;0;0;0;0;0;634;0;0;0;0;0;0;0;100;345;62297;0;12545;4252;8531;3021;14524;13353;1418;453;590;17;199;375;52;0;121;0;20;49;0;18;0;0;87;0;51;0;1109;31;0;13;0;0;13;0;0;0;937;59;459
218;München-Ost;BY;Urne;242591;71264;433;70831;0;14406;4255;6277;2210;15227;20663;1759;670;869;0;0;676;0;0;186;0;0;0;0;0;0;15;0;0;0;1202;67;0;0;0;0;0;0;1208;0;525;0;0;0;0;0;0;0;616;372;70892;0;14060;4709;9351;3112;16307;16724;1604;480;620;23;270;461;42;0;148;0;23;52;0;14;0;0;84;0;40;0;1219;40;0;13;0;0;14;0;0;0;975;69;438
219;München-Süd;BY;Urne;214606;61463;396;61067;0;12576;3800;5511;2601;15688;15543;1582;743;868;0;0;830;0;0;0;0;52;0;0;0;0;40;0;0;0;1233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;326;61137;0;12376;3965;7333;3212;14576;13663;1552;503;599;21;242;457;60;0;98;0;22;54;0;17;0;0;60;0;70;0;1126;36;0;17;0;0;17;0;0;0;543;52;466
220;München-West/Mitte;BY;Urne;242252;68710;398;68312;0;14167;3768;6294;2816;17734;17168;1733;646;994;0;0;537;114;0;0;0;0;0;0;0;0;27;0;0;118;1456;0;0;0;0;0;0;0;0;0;596;0;0;0;0;0;0;0;144;314;68396;0;13371;4158;8818;3459;17635;14626;1558;523;614;16;225;460;76;0;121;0;21;61;0;28;0;0;72;0;60;0;1269;35;0;21;0;0;16;0;0;0;607;53;493
221;München-Land;BY;Urne;234912;73300;482;72818;0;11581;4782;6937;1539;14584;26852;2592;783;908;0;0;711;0;0;317;0;0;0;0;0;0;0;0;0;0;1232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;365;72935;0;12814;5182;10680;1843;13206;22386;2220;543;721;26;267;445;41;0;185;0;12;57;0;13;0;0;77;0;25;0;1272;30;0;23;0;0;21;0;0;0;432;82;332
222;Rosenheim;BY;Urne;237390;70827;633;70194;0;8602;7903;6463;1740;9185;24207;5517;989;0;0;0;1267;0;0;749;0;0;0;0;0;0;39;0;0;0;3533;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;459;70368;0;10116;8356;8427;2017;8936;21319;5228;619;633;45;227;518;70;0;483;0;8;72;0;9;0;0;69;0;32;0;2591;49;0;37;0;0;3;0;0;0;221;106;177
223;Bad Tölz-Wolfratshausen – Miesbach;BY;Urne;166662;45816;691;45125;0;5542;0;4042;1132;6973;17901;4483;813;0;0;0;693;0;0;1408;0;0;0;0;0;0;0;0;0;0;2138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;345;45471;0;6349;4981;5596;1126;6071;14939;3116;382;423;28;193;338;39;0;318;0;2;36;0;5;0;0;45;0;22;0;1139;20;0;13;0;0;9;0;0;0;116;54;111
224;Starnberg – Landsberg am Lech;BY;Urne;214828;66939;462;66477;0;8747;5204;6035;1557;13086;24222;3022;976;0;0;0;728;228;0;0;0;0;0;0;0;0;0;0;0;0;2382;0;0;0;0;0;0;0;0;0;290;0;0;0;0;0;0;0;0;338;66601;0;10380;5493;8647;1927;11829;20530;2752;540;647;40;253;458;93;0;259;0;7;68;0;8;0;0;51;0;24;0;2029;45;0;14;0;0;19;0;0;0;184;74;230
225;Traunstein;BY;Urne;208815;56820;614;56206;0;9251;6360;4144;1401;5676;19755;5754;778;0;0;0;717;0;0;579;0;0;0;0;0;0;0;0;0;0;1623;0;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;93;448;56372;0;8740;6986;5617;1549;6489;17304;5566;470;528;35;174;438;45;0;401;0;9;44;0;11;0;0;44;0;20;0;1558;43;0;24;0;0;10;0;0;0;86;85;96
226;Weilheim;BY;Urne;168473;46084;501;45583;0;6468;4362;3009;1160;5574;17840;3073;0;0;0;0;1338;0;0;709;0;0;0;0;0;0;0;0;0;0;1599;0;0;0;0;0;0;0;0;0;139;0;0;0;0;0;0;0;312;329;45755;0;6674;4857;4790;1239;6177;15207;3013;402;407;34;153;516;27;0;316;0;4;40;0;3;0;0;27;0;21;0;1472;30;0;28;0;0;12;0;0;0;132;64;110
227;Deggendorf;BY;Urne;166186;38605;290;38315;0;5750;6521;1964;730;2306;14325;4632;308;0;0;135;355;92;0;534;0;0;0;0;0;0;0;0;0;0;663;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;269;38336;0;5851;6774;3467;867;2785;12742;3887;235;264;28;99;219;27;0;299;0;6;16;0;2;0;0;17;0;9;0;573;15;0;26;0;0;4;0;0;0;58;34;32
228;Landshut;BY;Urne;246854;70713;759;69954;0;8465;9027;7919;1692;7685;24897;5957;0;1217;0;0;961;0;0;647;0;0;0;0;0;0;0;0;0;0;1091;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;396;492;70221;0;10993;9505;7504;1777;7161;23128;6010;457;728;53;210;483;47;0;366;0;5;56;0;15;0;0;49;0;26;0;1190;30;0;31;0;0;2;0;0;0;226;75;94
229;Passau;BY;Urne;177563;43461;436;43025;0;8508;6557;3225;1015;3857;13236;4398;399;0;0;0;1154;0;0;0;0;0;0;0;0;0;0;83;0;0;593;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;352;43109;0;7267;6593;4128;1202;4092;13730;3874;257;339;50;137;363;17;0;171;0;6;37;0;10;0;0;55;0;18;0;599;32;0;16;0;0;6;0;0;0;43;29;38
230;Rottal-Inn;BY;Urne;173632;48231;618;47613;0;5755;7753;3645;827;3512;16925;6461;429;0;0;0;793;0;0;631;0;0;0;0;0;0;0;0;0;0;882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;370;47861;0;6720;7705;4758;997;3286;16591;5291;281;360;43;135;356;20;0;249;0;7;33;0;9;0;0;23;0;10;0;717;11;0;30;0;0;4;0;0;0;90;74;61
231;Straubing;BY;Urne;173772;47310;386;46924;0;5632;7427;2608;782;3097;20120;4516;578;0;0;0;838;0;0;368;0;0;0;0;0;0;0;0;0;0;625;0;0;0;0;0;0;0;126;0;0;0;0;0;0;0;0;0;207;392;46918;0;6775;7789;4348;971;3276;16623;4696;378;297;65;90;431;21;0;237;0;0;33;0;8;0;0;22;0;9;0;606;15;0;37;0;0;11;0;0;0;78;55;47
232;Amberg;BY;Urne;216071;67394;624;66770;0;10888;9061;4261;1762;5179;25547;7188;0;0;0;0;1129;0;0;0;0;0;0;0;0;0;0;0;0;0;1080;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;675;563;66831;0;12185;9211;5991;1792;6022;22839;4736;419;664;53;331;450;41;0;269;0;9;64;0;17;0;0;51;0;26;0;1220;37;0;50;0;0;14;0;0;0;96;133;111
233;Regensburg;BY;Urne;248192;73810;612;73198;0;12129;8475;5165;2497;10750;24685;5571;1122;0;0;0;1077;0;0;452;0;0;0;0;0;0;0;0;0;0;1136;0;0;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;103;497;73313;0;12410;8888;7094;2923;11321;21840;4652;647;629;46;224;478;45;0;267;0;7;48;0;15;0;0;76;0;19;0;1162;40;0;25;0;0;22;0;0;0;184;88;163
234;Schwandorf;BY;Urne;222424;59660;551;59109;0;13060;9456;2587;1239;2817;20839;7644;0;0;0;0;551;132;0;0;0;0;0;0;0;0;0;0;0;0;697;0;0;0;0;0;87;0;0;0;0;0;0;0;0;0;0;0;0;418;59242;0;10264;9828;4445;1354;3990;20423;6443;297;423;67;145;350;36;0;210;0;4;38;0;6;0;0;41;0;19;0;572;31;0;49;0;0;23;0;0;0;58;73;53
235;Weiden;BY;Urne;165807;43625;343;43282;0;9359;5926;2083;907;2100;16300;2650;0;0;0;0;265;0;0;235;0;0;0;0;0;0;0;0;0;0;530;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2927;384;43241;0;9315;6507;3229;1047;2997;14931;3092;237;342;46;117;197;26;0;171;0;1;31;0;6;0;0;28;0;16;0;607;20;0;23;0;0;3;0;0;0;78;127;47
236;Bamberg;BY;Urne;182586;53525;399;53126;0;9818;6326;3667;1555;8027;18437;2809;620;0;0;0;456;0;0;145;0;70;0;0;0;0;0;0;0;0;940;0;0;0;0;0;0;0;0;0;233;0;0;0;0;0;0;0;23;301;53224;0;8963;6779;5246;1950;7889;16665;2606;415;495;52;192;267;47;0;94;0;26;51;0;6;0;0;79;0;19;0;848;36;0;57;0;0;11;0;0;0;128;66;237
237;Bayreuth;BY;Urne;162430;46737;357;46380;0;8822;5198;3420;1140;5128;18452;2492;652;0;0;0;311;0;0;0;0;0;0;0;0;0;0;0;0;0;765;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;323;46414;0;9285;5603;4445;1431;5682;15063;2472;400;385;41;149;165;35;0;75;0;8;58;0;4;0;0;64;0;20;0;646;39;0;48;0;0;3;0;0;0;103;61;129
238;Coburg;BY;Urne;156571;54977;512;54465;0;13903;6992;2861;1112;4227;19342;3490;856;0;0;0;550;0;0;79;0;42;0;0;0;0;0;0;0;0;1011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;447;54530;0;13179;7502;4636;1472;4797;16964;2736;567;647;75;154;260;26;0;60;0;21;57;0;2;0;0;66;0;15;0;936;40;0;47;0;0;10;0;0;0;144;48;69
239;Hof;BY;Urne;162872;52734;442;52292;0;12327;8034;3055;1260;3076;19888;2711;862;0;0;0;211;0;0;0;0;0;0;0;0;0;0;0;0;0;717;116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;436;52298;0;12252;8146;4668;1459;3803;16142;2729;569;727;82;188;114;33;0;75;0;6;58;0;9;0;0;49;0;17;0;657;97;0;57;0;0;13;0;0;0;227;78;43
240;Kulmbach;BY;Urne;168923;49733;353;49380;0;8070;6806;2543;1059;3771;21883;3304;726;0;0;0;308;0;0;154;0;0;0;0;0;0;0;0;0;0;756;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;356;49377;0;9460;7359;4221;1270;4340;16920;3017;487;498;71;149;224;32;0;107;0;13;59;0;8;0;0;41;0;15;0;764;50;0;62;0;0;7;0;0;0;74;51;78
241;Ansbach;BY;Urne;243174;78036;763;77273;0;13535;9748;5342;1862;8396;28270;5721;0;0;206;890;1138;0;0;0;0;0;0;0;0;0;0;0;0;0;2165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;614;77422;0;14740;10147;6724;2288;8751;24594;4803;601;811;155;435;599;67;0;159;0;9;77;0;20;0;0;54;0;28;0;1821;97;0;40;0;0;7;0;0;0;166;121;108
242;Erlangen;BY;Urne;187299;64895;480;64415;0;13334;5768;4376;0;12201;21472;3161;1181;0;0;512;835;0;0;0;0;98;0;0;0;0;0;0;0;0;1298;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;179;379;64516;0;12435;5990;6724;2727;12499;17788;2511;576;495;55;276;436;58;0;64;0;17;54;0;8;0;0;84;0;22;0;1027;60;0;31;0;0;8;0;0;0;268;79;224
243;Fürth;BY;Urne;250730;88213;730;87483;0;20514;9710;6237;3081;11521;27680;4083;1508;0;0;0;685;0;0;224;0;0;0;0;0;0;0;175;0;0;1858;0;0;0;0;0;0;0;0;0;207;0;0;0;0;0;0;0;0;596;87617;0;18094;10225;8793;3520;12639;24675;3619;823;981;88;430;429;93;0;179;0;21;79;0;36;0;0;145;0;39;0;1746;105;0;73;0;0;13;0;0;0;463;128;181
244;Nürnberg-Nord;BY;Urne;188283;60479;485;59994;0;13743;4934;4352;3447;12277;16239;1590;0;0;0;761;709;0;0;0;0;93;0;0;0;0;0;0;0;0;1487;0;0;0;0;0;0;0;0;0;305;0;0;0;0;0;0;0;57;420;60059;0;12984;5156;5817;4032;12668;13559;1291;620;634;50;340;316;68;0;47;0;37;61;0;42;0;0;87;0;58;0;1249;57;0;21;0;0;11;0;0;0;517;84;253
245;Nürnberg-Süd;BY;Urne;177316;59260;614;58646;0;14083;8120;4292;2581;6225;18919;2455;0;0;0;0;602;0;0;0;0;0;0;0;0;0;0;0;0;0;1168;0;0;0;0;0;0;0;0;0;201;0;0;0;0;0;0;0;0;536;58724;0;12970;7946;5365;2469;6932;16804;1708;485;725;86;354;278;38;0;68;0;25;70;0;21;0;0;70;0;29;0;1253;44;0;48;0;0;12;0;0;0;665;92;167
246;Roth;BY;Urne;229279;73340;602;72738;0;12342;7742;5149;2100;9465;25963;5718;887;0;0;672;529;0;0;0;0;0;0;0;0;0;0;0;0;0;1972;0;0;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;152;499;72841;0;14481;8196;6896;2119;9790;22448;3978;604;890;59;445;305;44;0;111;0;10;89;0;9;0;0;52;0;27;0;1618;51;0;51;0;0;16;0;0;0;297;116;139
247;Aschaffenburg;BY;Urne;182652;59517;604;58913;0;10205;7691;4909;1693;7804;21511;1925;886;0;0;0;593;0;0;170;0;71;0;0;0;0;0;0;0;0;1153;0;0;0;0;0;199;0;0;0;0;0;0;0;0;0;0;0;103;533;58984;0;11505;7642;6685;1900;8015;17294;1854;550;740;57;259;308;56;0;124;0;30;69;0;10;0;0;65;0;39;0;1030;27;0;37;0;0;63;0;0;0;364;115;146
248;Bad Kissingen;BY;Urne;214061;60041;676;59365;0;10434;8173;4241;1762;5496;22220;4140;956;0;0;0;431;0;0;0;0;0;0;0;0;0;0;0;0;0;1425;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87;524;59517;0;9920;8694;5382;1967;5379;21006;3369;575;609;77;206;267;40;0;129;0;13;59;0;14;0;0;39;0;23;0;1360;44;0;67;0;0;9;0;0;0;73;110;86
249;Main-Spessart;BY;Urne;194408;53917;544;53373;0;11256;6034;3686;1657;5326;18876;4751;0;0;0;0;438;0;0;0;0;0;0;0;0;0;0;0;0;0;1277;0;0;0;0;0;72;0;0;0;0;0;0;0;0;0;0;0;0;450;53467;0;10708;6546;5197;1504;6024;16885;2795;507;708;57;177;243;44;0;107;0;17;68;0;9;0;0;39;0;34;0;1165;43;0;48;0;0;38;0;0;0;278;115;111
250;Schweinfurt;BY;Urne;196710;60872;729;60143;0;10742;8510;4961;2768;5519;22315;2845;0;0;0;0;434;0;0;278;0;65;0;0;0;0;0;0;0;0;1374;0;0;0;0;0;0;0;0;332;0;0;0;0;0;0;0;0;0;557;60315;0;10915;8627;5886;2196;6226;19453;2883;566;685;76;261;241;62;0;148;0;16;51;0;10;0;0;47;0;40;0;1266;42;0;49;0;0;16;0;0;0;277;156;120
251;Würzburg;BY;Urne;224907;59313;850;58463;0;10366;0;6476;2884;12043;19727;3294;0;0;0;0;758;0;0;0;0;0;0;0;0;0;0;258;0;0;2158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;414;58899;0;11219;5747;6320;2814;11137;16368;1674;546;586;40;222;316;73;0;72;0;13;56;0;10;0;0;101;0;39;0;953;40;0;24;0;0;11;0;0;0;182;111;225
252;Augsburg-Stadt;BY;Urne;207543;70297;591;69706;0;13036;8375;5999;3376;12116;18974;2778;1115;0;0;0;663;386;0;234;0;93;0;0;0;0;0;0;0;0;1852;0;0;0;0;0;0;0;0;0;250;0;0;0;0;0;0;0;459;589;69708;0;13284;8736;7609;3485;11254;17360;2516;808;696;39;260;368;182;0;174;0;72;72;0;16;0;0;83;0;36;0;1671;60;0;26;0;0;16;0;0;0;536;98;251
253;Augsburg-Land;BY;Urne;249372;85833;868;84965;0;12237;10453;7009;1757;9956;32910;7244;0;0;0;0;1264;0;0;0;0;0;0;0;0;0;0;0;0;0;2077;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;638;85195;0;13575;10487;9427;1966;10492;27712;5660;657;932;64;278;482;149;0;309;0;25;77;0;30;0;0;61;0;32;0;1948;92;0;48;0;0;19;0;0;0;318;160;195
254;Donau-Ries;BY;Urne;195774;59104;509;58595;0;10842;7779;3952;1228;4100;23023;4817;0;0;0;0;524;306;0;0;0;0;0;0;0;0;0;0;0;0;1614;0;0;0;0;0;110;0;0;300;0;0;0;0;0;0;0;0;0;444;58660;0;9171;8376;6010;1166;5476;20349;4238;393;533;69;267;311;91;0;179;0;9;55;0;7;0;0;34;0;18;0;1421;55;0;35;0;0;37;0;0;0;140;150;70
255;Neu-Ulm;BY;Urne;241919;81579;757;80822;0;12920;12217;6748;1815;8211;28386;5049;0;1645;0;810;691;0;0;0;0;0;0;0;0;0;0;0;0;0;1766;0;0;0;0;0;0;0;0;0;348;0;0;0;0;0;0;0;216;639;80940;0;13388;12407;9596;2216;8338;24405;4450;645;1107;155;449;471;68;0;248;0;16;93;0;12;0;0;82;0;39;0;1571;104;0;58;0;0;20;0;0;0;577;192;233
