Wahlkreis-Nr.;Wahlkreisname;Land;Wahlbezirksart;Wahlberechtigte;Wählende;Ungültige;Gültige;CDU;SPD;AfD;FDP;DIE LINKE;GRÜNE;CSU;FREIE WÄHLER;Die PARTEI;Tierschutzpartei;NPD;PIRATEN;ÖDP;V-Partei³;DiB;BP;Tierschutzallianz;MLPD;Gesundheitsforschung;MENSCHLICHE WELT;DKP;Die Grauen;BüSo;Die Humanisten;Gartenpartei;du.;dieBasis;Bündnis C;BÜRGERBEWEGUNG;III. Weg;Bündnis21;LIEBE;LKR;SSW;Team Todenhöfer;UNABHÄNGIGE;Volt;Volksabstimmung;B*;sonstige;FAMILIE;Graue Panther;KlimalisteBW;THP;Übrige;Ungültige;Gültige;CDU;SPD;AfD;FDP;DIE LINKE;GRÜNE;CSU;FREIE WÄHLER;Die PARTEI;Tierschutzpartei;NPD;PIRATEN;ÖDP;V-Partei³;DiB;BP;Tierschutzallianz;MLPD;Gesundheitsforschung;MENSCHLICHE WELT;DKP;Die Grauen;BüSo;Die Humanisten;Gartenpartei;du.;SGP;dieBasis;Bündnis C;BÜRGERBEWEGUNG;III. Weg;Bündnis21;LIEBE;LKR;PdF;LfK;SSW;Team Todenhöfer;UNABHÄNGIGE;Volt
;;;;;;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen
154;Leipzig-Land;SN;Brief;0;46753;369;46384;12228;10690;7295;4900;4015;3170;0;1835;1002;0;0;0;159;0;0;0;0;0;0;0;0;0;0;0;0;0;810;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;280;288;46465;10364;11191;7261;5433;4207;3583;0;1275;523;905;87;136;100;51;0;0;0;30;273;0;48;0;0;46;0;0;0;561;51;0;65;0;0;0;0;0;0;154;0;121
155;Meißen;SN;Brief;0;49933;507;49426;12358;9329;9879;4930;4124;3443;0;2741;1150;0;0;0;409;0;0;0;0;0;0;0;0;0;0;0;0;0;925;0;0;0;0;0;138;0;0;0;0;0;0;0;0;0;0;0;0;365;49568;9924;10559;9418;6098;4433;3860;0;1654;628;853;144;195;174;49;0;0;0;35;266;0;29;0;0;61;0;0;0;797;78;0;59;0;0;0;0;0;0;134;0;120
156;Bautzen I;SN;Brief;0;40894;313;40581;12096;6496;8663;3422;4821;1503;0;1725;948;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;748;0;0;0;0;0;159;0;0;0;0;0;0;0;0;0;0;0;0;287;40607;8495;8528;8246;4700;4024;2277;0;1229;592;850;100;125;87;30;0;0;0;18;258;0;29;0;0;48;0;0;0;604;92;0;53;0;0;0;0;0;0;117;0;105
157;Görlitz;SN;Brief;0;42930;405;42525;12479;6691;9949;3624;4167;2568;0;1504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1281;0;0;0;0;0;172;0;0;0;0;0;0;0;0;0;0;0;90;315;42615;8862;8903;8964;4536;3866;2921;0;1193;391;952;107;136;59;49;0;0;0;43;360;0;33;0;0;54;0;0;0;721;168;0;60;0;0;0;0;0;0;123;0;114
158;Sächsische Schweiz-Osterzgebirge;SN;Brief;0;47211;396;46815;10026;6091;9501;4056;6005;3032;0;3332;0;0;0;0;352;0;0;0;0;0;0;0;0;0;0;0;0;0;874;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3546;338;46873;9190;9211;9298;5774;4344;3485;0;1913;421;942;134;181;171;43;0;0;0;28;330;0;32;0;0;77;0;0;0;838;96;0;52;0;0;0;0;0;0;158;0;155
159;Dresden I;SN;Brief;0;83538;554;82984;18485;13173;9479;9091;16956;10189;0;0;1789;0;0;985;639;0;0;0;0;104;0;0;0;0;0;356;0;0;942;234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;562;412;83126;13241;17340;8933;10615;9207;15612;0;1444;1251;1406;91;623;423;102;0;0;0;59;414;0;59;0;0;241;0;0;0;978;172;0;34;0;0;0;0;0;0;406;0;475
160;Dresden II – Bautzen II;SN;Brief;0;85030;549;84481;16228;14328;8910;9784;11076;15071;0;1498;2050;0;0;1310;588;0;0;0;0;150;631;0;0;0;86;0;0;0;1423;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1348;414;84616;11928;15151;9246;10503;10595;18162;0;1573;1456;1486;103;741;353;128;0;0;0;76;512;0;81;0;0;214;0;0;0;1338;120;0;63;0;0;0;0;0;0;331;0;456
161;Mittelsachsen;SN;Brief;0;43719;416;43303;11763;9269;9664;4606;4307;2167;0;0;0;0;0;0;447;0;0;0;0;0;0;0;0;0;0;0;0;0;1080;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;43399;8388;9483;8612;5447;4245;2826;0;1043;414;873;120;160;189;45;0;0;0;28;269;0;36;0;0;79;0;0;0;722;100;0;60;0;0;0;0;0;0;121;0;139
162;Chemnitz;SN;Brief;0;56838;390;56448;11489;16768;7177;5663;7007;4811;0;0;1474;0;0;0;335;309;0;0;0;0;0;0;0;0;0;0;0;0;794;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;621;289;56549;9191;15682;7335;6193;7014;6223;0;851;831;1008;67;167;194;137;0;0;0;37;268;0;85;0;0;101;0;0;0;643;164;0;47;0;0;0;0;0;0;150;0;161
163;Chemnitzer Umland – Erzgebirgskreis II;SN;Brief;0;42105;360;41745;11227;8006;7973;3845;4041;2375;0;2451;811;0;0;0;376;0;0;0;0;0;0;0;0;0;0;0;0;0;640;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;247;41858;8608;9683;7469;4905;4027;2409;0;1662;497;817;118;110;154;51;0;0;0;21;207;0;38;0;0;57;0;0;0;548;256;0;53;0;0;0;0;0;0;107;0;61
164;Erzgebirgskreis I;SN;Brief;0;46873;411;46462;13574;8081;9763;3604;4622;1571;0;2789;752;0;0;0;0;196;0;0;0;0;0;0;0;0;0;0;0;0;622;626;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;262;343;46530;10356;9957;9568;4913;4339;2009;0;1792;513;916;172;100;83;65;0;0;0;24;220;0;48;0;0;44;0;0;0;545;596;0;53;0;0;0;0;0;0;121;0;96
165;Zwickau;SN;Brief;0;46047;395;45652;10628;8509;7463;4550;8362;2408;0;2298;0;0;0;0;163;0;0;0;0;0;0;0;0;0;0;0;0;0;1205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;303;45744;9485;11009;7477;5102;4868;2809;0;1537;465;908;105;135;115;46;0;0;0;37;222;0;38;0;0;41;0;0;0;845;235;0;72;0;0;0;0;0;0;110;0;83
166;Vogtlandkreis;SN;Brief;0;44016;497;43519;13041;9734;8043;3846;4702;2621;0;0;0;0;0;0;414;0;0;0;0;0;0;0;0;0;0;0;0;0;632;0;0;126;0;0;253;0;0;0;0;0;0;0;0;0;0;0;107;310;43706;9128;11366;7499;4570;4510;2530;0;772;506;1018;73;100;154;36;0;0;0;36;247;0;30;0;0;44;0;0;0;551;272;0;102;0;0;0;0;0;0;98;0;64
167;Waldeck;HE;Brief;0;67173;854;66319;17936;26902;3869;5300;1857;7354;0;2044;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;619;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;438;705;66468;15447;25817;4027;6977;1980;7952;0;1497;392;947;62;206;40;42;0;0;0;23;110;0;18;0;0;36;0;0;0;562;56;0;0;24;0;20;0;0;0;112;0;121
168;Kassel;HE;Brief;0;81478;904;80574;17134;30214;3392;6196;4325;15267;0;1348;1382;0;0;0;0;0;0;0;0;98;0;0;0;0;0;0;0;0;713;165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;340;754;80724;14859;27204;3696;8016;4898;17090;0;976;788;1126;52;263;91;94;0;0;0;58;114;0;47;0;0;76;0;0;0;650;116;0;0;22;0;17;0;0;0;218;0;253
169;Werra-Meißner – Hersfeld-Rotenburg;HE;Brief;0;63577;658;62919;17428;29243;4702;3144;1781;4277;0;1642;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;559;0;0;0;91;0;0;0;0;0;0;0;0;0;0;0;0;0;52;575;63002;13954;25289;4976;6074;2093;6430;0;1420;432;923;72;141;59;52;0;0;0;12;117;0;8;0;0;40;0;0;0;524;62;0;0;50;0;10;0;0;0;90;0;174
170;Schwalm-Eder;HE;Brief;0;68511;823;67688;16682;28412;4646;5488;1663;6735;0;2111;931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;591;129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;783;67728;15044;26156;4941;7006;2059;7683;0;1777;497;1030;92;225;75;33;0;0;0;4;133;0;14;0;0;48;0;0;0;560;103;0;0;29;0;20;0;0;0;75;0;124
171;Marburg;HE;Brief;0;64162;528;63634;16905;24216;3842;3840;2972;9913;0;937;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;833;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;176;393;63769;14282;19824;3813;6404;3698;11815;0;799;478;840;55;199;144;71;0;0;0;8;80;0;23;0;0;55;0;0;0;654;139;0;0;21;0;15;0;0;0;130;0;222
172;Lahn-Dill;HE;Brief;0;71910;1046;70864;22319;24945;4753;5124;2080;7215;0;2539;974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;755;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;735;71175;18722;22488;5552;7855;2167;8947;0;1688;656;1022;139;181;111;70;0;0;0;7;123;0;42;0;0;51;0;0;0;660;262;0;0;25;0;20;0;0;0;183;0;204
173;Gießen;HE;Brief;0;78396;730;77666;24376;24138;4459;5413;2804;11838;0;2436;1350;0;0;0;0;0;0;0;0;0;0;0;107;0;0;0;0;0;745;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;617;77779;18493;22458;4658;7892;3552;14459;0;2043;777;1068;97;260;142;114;0;0;0;13;107;0;44;0;0;88;0;0;0;675;126;0;0;29;0;21;0;0;0;182;0;481
174;Fulda;HE;Brief;0;79198;694;78504;31473;17640;8776;6508;2265;7676;0;2502;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1128;204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;332;572;78626;25497;18484;7245;9979;2163;9207;0;1731;601;1059;72;186;114;101;0;0;0;11;119;0;12;0;0;61;0;0;0;1041;209;0;0;40;0;25;0;0;0;155;0;514
175;Main-Kinzig – Wetterau II – Schotten;HE;Brief;0;69958;942;69016;19729;22335;6593;7506;1923;7168;0;2765;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;735;69223;17465;20055;6358;8480;2103;8667;0;1990;593;1405;192;238;72;69;0;0;0;9;145;0;18;0;0;54;0;0;0;820;63;0;0;32;0;13;0;0;0;137;0;245
176;Hochtaunus;HE;Brief;0;78484;813;77671;25851;21241;4135;8510;1888;12412;0;1977;0;0;0;652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;584;77900;21660;19574;4298;12000;2263;12974;0;1330;512;1115;66;327;61;72;0;0;0;7;115;0;13;0;0;68;0;0;0;815;66;0;0;46;0;34;0;0;0;178;0;306
177;Wetterau I;HE;Brief;0;74959;996;73963;21908;22173;4477;7936;1884;11133;0;2494;0;0;0;879;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1079;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;680;74279;18411;20185;4649;9981;2458;12648;0;1656;607;1275;159;364;80;96;0;0;0;10;120;0;12;0;0;70;0;0;0;832;72;0;0;29;0;24;0;0;0;208;0;333
178;Rheingau-Taunus – Limburg;HE;Brief;0;97277;1155;96122;30401;28000;5442;9865;2223;14553;0;3950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1185;182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;755;96522;26771;25829;5938;13026;2723;14968;0;2234;718;1566;87;324;83;106;0;0;0;8;140;0;22;0;0;95;0;0;0;1049;110;0;0;27;0;27;0;0;0;195;0;476
179;Wiesbaden;HE;Brief;0;68800;617;68183;19334;16995;3102;7068;3043;14349;0;865;757;0;0;366;0;0;0;0;0;0;0;0;0;0;57;251;0;0;854;0;0;0;0;0;45;0;0;0;1097;0;0;0;0;0;0;0;0;480;68320;15524;16976;3266;9779;3190;15019;0;816;499;823;39;249;61;78;0;0;0;7;63;0;13;0;0;116;0;0;0;669;49;0;0;23;0;29;0;0;0;309;0;723
180;Hanau;HE;Brief;0;63477;876;62601;18627;19926;4640;5959;1819;8613;0;1728;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;745;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;544;663;62814;15077;18127;4546;8205;2199;9796;0;1255;479;1153;88;221;82;78;0;0;0;18;128;0;30;0;0;78;0;0;0;568;41;0;0;29;0;20;0;0;0;298;0;298
181;Main-Taunus;HE;Brief;0;86231;872;85359;30253;19296;4218;10706;1969;15112;0;2428;1377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;617;85614;24733;19164;4172;14215;2202;15343;0;1538;627;1191;62;235;88;72;0;0;0;6;121;0;13;0;0;79;0;0;0;729;47;0;0;39;0;24;0;0;0;337;0;577
182;Frankfurt am Main I;HE;Brief;0;72219;577;71642;16548;19443;2767;8485;5936;14991;0;1100;0;0;0;0;0;0;0;0;0;58;0;0;0;0;0;0;0;0;688;0;0;0;0;0;0;0;0;0;1626;0;0;0;0;0;0;0;0;330;71889;13666;15048;2695;11397;4615;19345;0;619;661;822;62;311;70;113;0;0;0;25;87;0;46;0;0;89;0;0;0;553;43;0;0;14;0;13;0;0;0;562;0;1033
183;Frankfurt am Main II;HE;Brief;0;90878;774;90104;21229;19477;3009;10594;4902;28484;0;1374;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;955;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;433;90445;17190;19320;3064;13914;5587;25100;0;843;790;902;31;296;67;101;0;0;0;24;111;0;41;0;0;98;0;0;0;708;57;0;0;24;0;30;0;0;0;518;0;1629
184;Groß-Gerau;HE;Brief;0;65574;885;64689;19373;21792;4125;5006;2186;8203;0;2023;1198;0;0;0;0;0;0;0;0;44;0;0;0;0;0;0;0;0;739;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;681;64893;14690;20264;4277;7395;2300;10569;0;1474;664;1142;57;265;74;89;0;0;0;22;117;0;39;0;0;70;0;0;0;596;76;0;0;30;0;18;0;0;0;418;0;247
185;Offenbach;HE;Brief;0;76891;961;75930;23055;19169;4052;6908;3194;14208;0;2150;920;0;0;482;0;0;0;0;0;0;0;0;0;0;0;0;0;0;907;0;0;0;0;0;0;0;0;0;885;0;0;0;0;0;0;0;0;742;76149;18930;19065;4220;10034;3385;14580;0;1344;606;1080;55;377;72;113;0;0;0;9;126;0;23;0;0;85;0;0;0;785;54;0;0;25;0;20;0;0;0;530;0;631
186;Darmstadt;HE;Brief;0;103723;1279;102444;24479;28667;4013;8956;4450;26381;0;1859;1856;0;0;0;0;0;0;0;0;121;0;0;0;0;0;0;0;0;1251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;411;805;102918;19971;28172;4474;11959;5122;25116;0;1247;994;1433;75;433;160;112;0;0;0;34;137;0;54;0;0;151;0;0;0;1059;179;0;0;40;0;21;0;0;0;387;0;1588
187;Odenwald;HE;Brief;0;100328;1508;98820;29519;33213;5685;8903;2859;12749;0;2989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1715;0;0;0;0;0;0;0;0;0;1021;0;0;0;0;0;0;0;167;1127;99201;25733;29057;6324;12101;3181;14693;0;2049;773;1842;80;372;118;115;0;0;0;19;164;0;68;0;0;68;0;0;0;1431;105;0;0;47;0;24;0;0;0;269;0;568
188;Bergstraße;HE;Brief;0;82938;924;82014;26989;22423;5562;8417;1904;12112;0;2569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1232;0;0;0;0;0;0;0;0;532;0;0;0;0;0;0;0;0;274;745;82193;21691;23100;5561;10757;2249;12367;0;1648;632;1654;94;283;86;93;0;0;0;8;156;0;19;0;0;78;0;0;0;1090;103;0;0;38;0;25;0;0;0;192;0;269
189;Eichsfeld – Nordhausen – Kyffhäuserkreis;TH;Brief;0;46429;380;46049;13122;11652;6640;2934;5870;2444;0;1306;995;0;0;0;348;0;0;0;0;134;0;0;0;0;0;0;0;0;604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;304;46125;10844;13006;6598;3976;5360;2851;0;942;508;589;122;132;191;39;0;0;0;95;0;133;0;0;0;38;0;0;0;536;0;0;0;0;0;0;0;0;0;81;0;84
190;Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis;TH;Brief;0;51887;525;51362;12616;14523;8090;2450;6889;2324;0;2273;844;0;0;0;231;0;0;0;0;157;0;0;0;0;0;0;0;0;919;0;0;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;412;51475;10079;15172;8027;4099;6286;3300;0;1540;540;697;138;160;118;48;0;0;0;99;0;126;0;0;0;48;0;0;0;766;0;0;0;0;0;0;0;0;0;88;0;144
191;Jena – Sömmerda – Weimarer Land I;TH;Brief;0;55704;518;55186;9866;12233;6072;3623;11281;7725;0;2064;1407;0;0;0;0;0;0;0;0;128;0;0;0;0;0;0;0;0;713;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;0;357;55347;8550;13698;6335;5012;8233;8689;0;1303;804;698;99;318;109;76;0;0;0;90;0;119;0;0;0;97;0;0;0;679;0;0;0;0;0;0;0;0;0;127;0;311
192;Gotha – Ilm-Kreis;TH;Brief;0;43422;397;43025;8794;11315;7466;2950;5651;2680;0;1927;817;0;0;0;0;0;0;0;0;157;0;0;0;0;0;0;0;0;684;0;0;0;0;0;0;0;0;0;0;0;0;0;0;351;0;233;0;328;43094;7325;11800;7254;3772;5533;3305;0;1353;525;635;99;214;57;42;0;0;0;81;0;122;0;0;0;59;0;0;0;643;0;0;0;0;0;0;0;0;0;120;0;155
193;Erfurt – Weimar – Weimarer Land II;TH;Brief;0;61778;562;61216;11216;15798;5989;4356;11059;9349;0;0;1770;0;0;0;0;0;0;0;0;240;0;0;0;0;0;0;0;0;1439;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;373;61405;9009;15894;5865;5684;9365;10316;0;840;955;935;65;388;152;100;0;0;0;140;0;175;0;0;0;81;0;0;0;946;0;0;0;0;0;0;0;0;0;187;0;308
194;Gera – Greiz – Altenburger Land;TH;Brief;0;48028;559;47469;10565;12807;9291;3923;6335;2327;0;0;0;0;0;0;0;0;0;0;0;266;0;0;0;0;0;0;0;0;773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1182;416;47612;8676;12563;9056;4506;6449;2669;0;748;470;794;107;172;47;49;0;0;0;134;0;192;0;0;0;42;0;0;0;691;0;0;0;0;0;0;0;0;0;139;0;108
195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;TH;Brief;0;53758;563;53195;11840;11794;10859;4251;7640;2596;0;1858;1148;0;0;0;201;0;0;0;0;177;0;0;0;0;0;0;0;0;831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;453;53305;9516;13477;10212;5071;7068;3027;0;1469;735;791;105;198;139;59;0;0;0;136;0;197;0;0;0;56;0;0;0;764;0;0;0;0;0;0;0;0;0;162;0;123
196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;TH;Brief;0;53746;469;53277;10619;21483;7594;3601;5170;1498;0;1564;659;0;0;413;336;0;0;0;0;166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174;355;53391;9160;15627;9241;4463;7159;3038;0;1423;538;761;128;334;249;59;0;0;0;116;0;162;0;0;0;59;0;0;0;687;0;0;0;0;0;0;0;0;0;95;0;92
197;Neuwied;RP;Brief;0;110101;1041;109060;37713;33765;6428;9351;2650;10936;0;5131;1512;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1055;0;0;0;0;0;0;0;0;379;0;0;0;0;0;0;0;0;140;596;109505;31815;34358;6765;12407;2834;12444;0;3787;945;1543;106;401;146;92;61;0;0;16;0;0;0;0;0;72;0;0;0;1053;0;0;0;0;0;50;0;0;0;278;0;332
198;Ahrweiler;RP;Brief;0;94166;1029;93137;34023;28621;4641;7276;1912;10382;0;4568;0;0;0;0;465;0;0;0;0;0;0;0;0;0;0;0;0;0;914;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;335;687;93479;28284;27779;4908;10741;2146;11896;0;3390;649;1327;68;363;239;93;71;0;0;9;0;0;0;0;0;72;0;0;0;782;0;0;0;0;0;43;0;0;0;271;0;348
199;Koblenz;RP;Brief;0;94090;1008;93082;31996;27867;4212;6859;2238;11881;0;4635;1394;0;0;0;424;0;0;0;0;0;0;0;0;0;0;0;0;0;821;0;0;0;0;0;0;0;0;0;447;0;0;0;0;0;0;0;308;599;93491;26305;28016;4547;10350;2643;13939;0;3320;791;1188;51;418;228;116;72;0;0;17;0;0;0;0;0;91;0;0;0;709;0;0;0;0;0;33;0;0;0;257;0;400
200;Mosel/Rhein-Hunsrück;RP;Brief;0;77687;1156;76531;27495;21041;4042;8849;0;7964;0;4595;0;0;0;0;621;0;0;0;0;0;0;0;0;0;0;0;0;0;1106;0;0;0;0;0;0;0;0;0;651;0;0;0;0;0;0;0;167;600;77087;23507;22772;4230;9435;2004;7585;0;3691;570;1148;57;270;240;86;58;0;0;9;0;0;0;0;0;43;0;0;0;798;0;0;0;0;0;26;0;0;0;128;0;430
201;Kreuznach;RP;Brief;0;78793;911;77882;23950;26553;5004;5227;2250;6214;0;4762;943;0;0;0;1214;0;0;0;0;0;0;0;0;0;0;0;0;0;936;0;0;0;0;0;141;0;0;0;458;0;0;0;0;0;0;0;230;596;78197;20350;26380;5195;8853;2279;8046;0;2870;611;1212;79;262;366;79;48;0;0;16;0;0;0;0;0;62;0;0;0;915;0;0;0;0;0;74;0;0;0;150;0;350
202;Bitburg;RP;Brief;0;71308;834;70474;27799;19481;3150;4834;1531;5282;0;6383;888;0;0;0;423;0;0;0;0;0;0;0;0;0;0;0;0;0;703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;602;70706;22092;20217;3553;7691;1740;7037;0;5251;558;882;56;212;207;37;52;0;0;3;0;0;0;0;0;48;0;0;0;677;0;0;0;0;0;23;0;0;0;126;0;244
203;Trier;RP;Brief;0;88227;874;87353;25648;28605;3420;5789;2831;11975;0;4931;1226;0;0;0;431;0;0;0;0;0;0;0;170;0;0;0;0;0;772;0;0;0;0;0;0;0;0;405;591;0;0;0;0;0;0;0;559;652;87575;21881;26920;3759;9709;3066;14262;0;3492;861;1237;52;310;218;105;73;0;0;21;0;0;0;0;0;93;0;0;0;783;0;0;0;0;0;33;0;0;0;166;0;534
204;Montabaur;RP;Brief;0;99780;1132;98648;31817;32034;5959;8532;2476;9123;0;5565;1662;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;247;659;99121;28242;31366;6183;11077;2513;10801;0;4131;881;1490;82;327;141;103;83;0;0;13;0;0;0;0;0;77;0;0;0;1013;0;0;0;0;0;44;0;0;0;246;0;308
205;Mainz;RP;Brief;0;131339;1365;129974;32526;31735;4838;8838;15917;25729;0;3250;1179;0;0;685;928;0;0;0;0;0;0;0;0;0;0;299;0;0;1033;0;0;0;0;0;0;0;0;0;1463;0;0;0;0;0;0;0;1554;665;130674;29280;35300;5002;14784;5633;31421;0;2474;971;1357;53;575;657;166;122;0;0;20;0;0;0;0;0;188;0;0;0;990;0;0;0;0;0;48;0;0;0;449;0;1184
206;Worms;RP;Brief;0;100309;1314;98995;34133;30588;6907;7482;2802;10099;0;3718;0;0;0;0;467;0;0;0;0;0;0;0;0;0;0;0;0;0;1545;0;0;0;0;0;0;0;0;0;837;0;0;0;0;0;0;0;417;879;99430;24059;31218;7393;11898;2773;13343;0;3237;701;1662;128;466;290;111;66;0;0;18;0;0;0;0;0;122;0;0;0;1099;0;0;0;0;0;50;0;0;0;255;0;541
207;Ludwigshafen/Frankenthal;RP;Brief;0;91131;1076;90055;24215;30474;7246;7815;2383;10968;0;4734;0;0;0;0;0;0;0;0;0;75;0;0;0;0;0;0;0;0;932;0;0;0;0;0;127;0;0;0;0;0;0;0;0;0;0;0;1086;741;90390;21537;28409;7414;10648;2407;11675;0;3184;722;1694;119;385;149;100;96;0;0;38;0;0;0;0;0;92;0;0;0;781;0;0;0;0;0;67;0;0;0;445;0;428
208;Neustadt – Speyer;RP;Brief;0;113212;1196;112016;36433;32470;7786;9112;2664;13985;0;6714;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1407;0;0;0;0;0;0;0;0;0;837;0;0;0;0;0;0;0;608;753;112459;28933;32243;7950;14018;2880;16283;0;4575;721;1730;108;346;211;123;98;0;0;14;0;0;0;0;0;115;0;0;0;1207;0;0;0;0;0;42;0;0;0;257;0;605
209;Kaiserslautern;RP;Brief;0;96743;1097;95646;21317;34028;8021;6555;3709;9110;0;7773;1118;2066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;987;0;0;0;0;0;96;0;0;0;495;0;0;0;0;0;0;0;371;724;96019;19885;33230;8265;9750;3443;10970;0;5122;855;1917;144;373;153;89;77;0;0;14;0;0;0;0;0;110;0;0;0;926;0;0;0;0;0;70;0;0;0;236;0;390
210;Pirmasens;RP;Brief;0;77075;1043;76032;24719;24070;6512;5583;1938;4971;0;3810;1055;2189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;796;0;0;0;0;0;0;0;0;0;271;0;0;0;0;0;0;0;118;813;76262;21157;23455;6893;8475;2221;6219;0;3183;796;2054;135;259;91;74;57;0;0;11;0;0;0;0;0;49;0;0;0;733;0;0;0;0;0;35;0;0;0;117;0;248
