© Die Bundeswahlleiterin, Wiesbaden 2025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stimmabgabe der Urnen- und Briefwahl bei der Bundestagswahl 2025 nach Wahlkreisen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wahlkreis-Nummer;Wahlkreisname;Land;Wahlbezirksart;Wahlberechtigte;Wählende;Ungültige - Erststimmen;Gültige - Erststimmen;SPD - Erststimmen;CDU - Erststimmen;GRÜNE - Erststimmen;FDP - Erststimmen;AfD - Erststimmen;CSU - Erststimmen;Die Linke - Erststimmen;FREIE WÄHLER - Erststimmen;Tierschutzpartei - Erststimmen;dieBasis - Erststimmen;Die PARTEI - Erststimmen;Team Todenhöfer - Erststimmen;PIRATEN - Erststimmen;Volt - Erststimmen;ÖDP - Erststimmen;SSW - Erststimmen;PdH - Erststimmen;Bündnis C - Erststimmen;BP - Erststimmen;MLPD - Erststimmen;PdF - Erststimmen;SGP - Erststimmen;BüSo - Erststimmen;BÜNDNIS DEUTSCHLAND - Erststimmen;BSW - Erststimmen;MERA25 - Erststimmen;WerteUnion - Erststimmen;Übrige - Erststimmen;Ungültige - Zweitstimmen;Gültige - Zweitstimmen;SPD - Zweitstimmen;CDU - Zweitstimmen;GRÜNE - Zweitstimmen;FDP - Zweitstimmen;AfD - Zweitstimmen;CSU - Zweitstimmen;Die Linke - Zweitstimmen;FREIE WÄHLER - Zweitstimmen;Tierschutzpartei - Zweitstimmen;dieBasis - Zweitstimmen;Die PARTEI - Zweitstimmen;Team Todenhöfer - Zweitstimmen;PIRATEN - Zweitstimmen;Volt - Zweitstimmen;ÖDP - Zweitstimmen;SSW - Zweitstimmen;Verjüngungsforschung - Zweitstimmen;PdH - Zweitstimmen;Bündnis C - Zweitstimmen;BP - Zweitstimmen;MLPD - Zweitstimmen;MENSCHLICHE WELT - Zweitstimmen;PdF - Zweitstimmen;SGP - Zweitstimmen;BüSo - Zweitstimmen;BÜNDNIS DEUTSCHLAND - Zweitstimmen;BSW - Zweitstimmen;MERA25 - Zweitstimmen;WerteUnion - Zweitstimmen
204;Mainz;RP;Brief;0;95394;636;94758;22894;28248;18364;3725;6429;0;8017;1608;0;0;738;0;0;2253;483;0;0;0;0;0;0;0;0;0;1999;0;0;0;411;94983;18277;27988;20374;4786;6950;0;9375;1188;968;0;472;0;0;1447;311;0;0;0;0;0;19;0;0;0;0;70;2758;0;0
205;Worms;RP;Brief;0;75758;699;75059;17820;30068;6167;2182;10351;0;3092;2014;0;0;0;0;0;1252;0;0;0;0;0;0;0;0;0;0;1791;0;0;322;457;75301;15895;25040;8363;3339;11543;0;4060;1588;1211;0;372;0;0;789;136;0;0;0;0;0;12;0;0;0;0;141;2812;0;0
206;Ludwigshafen/Frankenthal;RP;Brief;0;67091;691;66400;19192;20776;6034;2493;10071;0;2363;2346;0;0;0;0;0;676;0;0;0;0;0;0;0;0;0;290;2159;0;0;0;404;66687;14618;21770;6921;2923;10386;0;3431;1570;1068;0;356;0;0;501;90;0;0;0;0;0;15;0;0;0;0;168;2870;0;0
207;Neustadt – Speyer;RP;Brief;0;86440;657;85783;20383;33742;8640;2675;10758;0;2706;2663;0;0;0;0;0;1409;0;0;0;0;0;0;0;0;0;236;2571;0;0;0;422;86018;17484;29988;10799;4125;11572;0;3990;2024;1222;0;329;0;0;931;135;0;0;0;0;0;16;0;0;0;0;138;3265;0;0
208;Kaiserslautern;RP;Brief;0;75449;757;74692;23329;20535;4879;2193;12798;0;2688;3692;0;0;0;0;0;840;0;0;0;0;0;0;0;0;0;176;3562;0;0;0;410;75039;17690;21603;6802;2879;13161;0;4063;2466;1400;0;360;0;0;547;119;0;0;0;0;0;25;0;0;0;0;124;3800;0;0
209;Pirmasens;RP;Brief;0;64596;686;63910;14689;24655;3130;1937;10331;0;1921;2616;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105;2514;0;0;0;484;64112;12548;22975;4176;2708;11568;0;2799;1716;1508;0;324;0;0;317;87;0;0;0;0;0;16;0;0;0;0;114;3256;0;0
210;Südpfalz;RP;Brief;0;89603;583;89020;17814;38667;7183;2315;12248;0;2868;2384;1670;0;0;0;0;1154;0;0;0;0;0;0;0;0;0;0;2717;0;0;0;462;89141;16442;31835;10349;3788;13355;0;4721;2126;1363;0;428;0;0;902;142;0;0;0;0;0;18;0;0;0;0;103;3569;0;0
211;Altötting;BY;Brief;0;71204;357;70847;6475;0;5959;2152;11878;34301;2643;5321;0;787;0;0;0;0;1331;0;0;0;0;0;0;0;0;0;0;0;0;0;152;71052;6362;0;6137;2474;12346;31154;2861;4923;594;396;285;0;0;337;495;0;0;47;0;206;10;0;0;0;0;51;2374;0;0
212;Erding – Ebersberg;BY;Brief;0;96831;342;96489;9559;0;12992;3347;11770;47656;3073;4567;0;0;0;0;0;1220;1468;0;0;0;0;0;0;0;0;0;0;0;0;837;194;96637;9572;0;12673;4582;12642;41984;4181;5305;845;330;400;0;0;740;615;0;0;68;0;230;12;0;0;0;0;68;2390;0;0
213;Freising;BY;Brief;0;110803;451;110352;12296;0;14270;2968;15556;51859;3838;8358;0;1207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;213;110590;10771;0;13130;4486;16527;46546;4811;7613;997;512;473;0;0;738;596;0;0;86;0;224;14;0;0;0;0;62;3004;0;0
214;Fürstenfeldbruck;BY;Brief;0;103146;334;102812;15390;0;12421;4512;10669;47269;2927;5381;1686;0;0;0;0;1457;1100;0;0;0;0;0;0;0;0;0;0;0;0;0;159;102987;11950;0;14766;4827;11540;44538;4598;4515;932;355;461;0;0;1023;541;0;0;83;0;201;10;0;0;0;0;66;2581;0;0
215;Ingolstadt;BY;Brief;0;105682;312;105370;11858;0;8516;1874;15096;54174;3562;6408;1165;0;772;0;0;1001;944;0;0;0;0;0;0;0;0;0;0;0;0;0;167;105515;10981;0;10619;3850;16607;46627;4425;6345;828;351;497;0;0;655;501;0;0;83;0;192;16;0;0;0;0;62;2876;0;0
216;München-Nord;BY;Brief;0;101199;403;100796;19176;0;26465;4814;6133;35274;5090;1617;0;0;0;0;0;1974;0;0;0;0;0;0;0;0;0;253;0;0;0;0;145;101054;14962;0;25740;6908;6655;31929;7385;1499;685;198;430;0;0;1492;335;0;0;96;0;89;17;0;0;0;0;76;2558;0;0
217;München-Ost;BY;Brief;0;109979;459;109520;16116;0;28385;4450;6569;42999;5146;2105;0;0;1073;0;0;2677;0;0;0;0;0;0;0;0;0;0;0;0;0;0;182;109797;16144;0;26600;6997;7192;37389;7436;1575;791;204;477;0;0;1507;422;0;0;99;0;131;19;0;0;0;0;65;2749;0;0
218;München-Süd;BY;Brief;0;100044;269;99775;14131;0;31498;4105;6076;32520;4312;1461;949;0;659;0;0;1851;0;0;0;0;0;40;0;0;0;0;2173;0;0;0;155;99889;15146;0;26304;5478;6442;31235;7851;1342;775;209;471;0;0;1502;378;0;0;102;0;97;19;0;0;0;0;52;2486;0;0
219;München-West/Mitte;BY;Brief;0;118642;964;117678;18488;0;34913;5665;0;42794;5650;3288;1814;0;1087;0;0;2855;0;0;0;0;0;0;0;0;0;677;0;0;0;447;146;118496;17983;0;31870;7040;7441;37016;8770;1693;753;205;507;0;0;1714;447;0;0;94;0;100;23;0;0;0;0;77;2763;0;0
220;München-Land;BY;Brief;0;110867;345;110522;14503;0;22202;4633;8811;51109;3779;3792;1693;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;172;110695;14093;0;19916;6613;9424;46977;4719;2869;969;284;429;0;0;1115;447;0;0;89;0;144;14;0;0;0;0;70;2523;0;0
221;Rosenheim;BY;Brief;0;105794;419;105375;9304;0;14203;2949;13969;46521;4234;9972;1554;1144;0;0;0;1109;0;0;205;0;0;0;0;0;0;211;0;0;0;0;223;105571;10349;0;14180;4940;15396;43176;4697;6146;936;630;435;0;0;607;531;0;0;102;0;285;14;0;0;0;0;95;3052;0;0
222;Bad Tölz-Wolfratshausen – Miesbach;BY;Brief;0;81368;326;81042;6254;0;12543;2740;10061;40066;2217;4666;0;0;0;0;0;688;768;0;0;0;1039;0;0;0;0;0;0;0;0;0;170;81198;7458;0;10646;4140;10513;36614;2832;4369;562;284;321;0;0;496;360;0;0;44;0;359;17;0;0;0;0;54;2129;0;0
223;Starnberg – Landsberg am Lech;BY;Brief;0;98027;331;97696;12696;0;16845;3372;8883;45144;2682;3500;1394;753;758;0;0;1279;0;0;0;0;390;0;0;0;0;0;0;0;0;0;187;97840;11352;0;17289;5622;9452;41066;4296;3151;831;354;428;0;0;737;428;0;0;73;0;251;11;0;0;0;0;55;2444;0;0
224;Traunstein;BY;Brief;0;97326;360;96966;12187;0;8971;1720;12147;49599;3356;7005;0;926;0;0;0;0;1055;0;0;0;0;0;0;0;0;0;0;0;0;0;204;97122;9991;0;10591;3091;14284;41057;3739;7947;867;543;386;0;0;416;595;0;0;55;0;280;16;0;0;0;0;62;3202;0;0
225;Weilheim;BY;Brief;0;82590;389;82201;7744;0;10823;3607;9690;40379;2673;5058;0;0;0;0;0;857;1370;0;0;0;0;0;0;0;0;0;0;0;0;0;163;82427;7942;0;10282;3737;10813;37076;3359;4385;618;329;366;0;0;434;572;0;0;37;0;193;8;0;0;0;0;55;2221;0;0
226;Deggendorf;BY;Brief;0;79720;350;79370;7309;0;3762;3309;18128;36315;1531;7708;0;0;0;0;0;535;0;0;0;0;773;0;0;0;0;0;0;0;0;0;135;79585;6448;0;4035;2371;20153;32609;2208;7569;517;168;186;0;0;266;308;0;0;33;0;333;2;0;0;0;0;52;2327;0;0
227;Landshut;BY;Brief;0;111529;316;111213;9849;0;9651;3336;16964;40399;3273;24290;1187;0;0;0;0;640;1075;0;0;0;549;0;0;0;0;0;0;0;0;0;175;111354;10567;0;10142;3804;19406;43913;4386;12838;908;310;389;0;0;517;621;0;0;74;0;290;17;0;0;0;0;64;3108;0;0
228;Passau;BY;Brief;0;85996;290;85706;12308;0;4423;1685;16448;37765;2088;6494;0;0;0;0;0;498;1652;0;0;0;0;0;0;0;0;0;2345;0;0;0;143;85853;8417;0;5902;2593;18284;35859;2917;6805;583;192;195;0;0;303;661;0;0;40;0;163;4;0;0;0;0;39;2896;0;0
229;Rottal-Inn;BY;Brief;0;76012;234;75778;5603;0;4527;1402;13212;27931;1889;19685;0;0;0;0;0;529;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;119;75893;6051;0;4628;2140;15509;31454;2368;9422;483;228;210;0;0;267;541;0;0;33;0;192;7;0;0;0;0;40;2320;0;0
230;Straubing;BY;Brief;0;79288;260;79028;6262;0;4290;1457;16918;39426;2090;7150;0;0;0;0;0;0;1155;0;0;0;0;0;0;0;0;280;0;0;0;0;159;79129;6363;0;4381;2213;18331;33320;2362;7652;572;176;214;0;0;216;545;0;0;27;0;183;7;0;0;0;0;71;2496;0;0
231;Amberg;BY;Brief;0;91614;326;91288;10011;0;6481;2317;14276;44353;3329;7615;0;824;0;0;0;813;989;0;0;0;0;0;0;0;0;280;0;0;0;0;190;91424;9977;0;7422;2760;15165;39901;3641;7288;745;399;325;0;0;475;450;0;0;66;0;209;10;0;0;0;0;97;2494;0;0
232;Regensburg;BY;Brief;0;113022;277;112745;14537;0;15480;2722;14712;47651;4310;7302;1234;0;0;0;0;1263;886;0;0;0;0;0;0;0;0;152;2496;0;0;0;166;112856;12500;0;15856;3674;15749;44596;6850;7251;855;277;405;0;0;981;513;0;0;71;0;151;12;0;0;0;0;94;3021;0;0
233;Schwandorf;BY;Brief;0;104574;407;104167;15232;0;4409;1902;23523;46740;2374;8879;0;0;0;0;0;0;755;0;0;0;0;0;0;0;0;353;0;0;0;0;212;104362;9974;0;5352;2575;24569;43592;3023;10073;662;283;247;0;0;319;391;0;0;51;0;196;18;0;0;0;0;101;2936;0;0
234;Weiden;BY;Brief;0;77521;295;77226;9667;0;3951;2397;14067;35900;2824;6201;0;0;0;0;0;0;462;0;0;0;0;0;0;0;0;0;0;0;0;1757;187;77334;9524;0;4712;2194;14972;33616;2730;5613;555;250;195;0;0;268;268;0;0;39;0;193;17;0;0;0;0;55;2133;0;0
235;Bamberg;BY;Brief;0;82069;279;81790;12348;0;11033;2431;11469;35448;3630;3765;0;0;0;0;0;1077;589;0;0;0;0;0;0;0;0;0;0;0;0;0;174;81895;9544;0;10457;3076;12053;33633;4722;3481;707;258;303;0;0;744;269;0;0;66;0;119;19;0;0;0;0;61;2383;0;0
236;Bayreuth;BY;Brief;0;71873;275;71598;10581;0;6062;1958;9868;34947;2763;4089;0;507;0;0;0;823;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;71744;9233;0;7232;2515;10665;30621;3566;3901;614;235;247;0;0;486;182;0;0;51;0;76;14;0;0;0;0;48;2058;0;0
237;Coburg;BY;Brief;0;60152;228;59924;9245;0;5820;1176;8284;27655;1933;3754;0;0;0;0;0;0;531;0;0;0;0;0;0;0;0;0;1526;0;0;0;136;60016;9473;0;4932;1908;9067;24802;2939;2932;631;200;242;0;0;396;241;0;0;52;0;65;10;0;0;0;0;50;2076;0;0
238;Hof;BY;Brief;0;63068;329;62739;12299;0;3359;1547;10245;28491;2341;3538;0;0;0;0;0;587;0;0;0;0;0;0;0;0;0;332;0;0;0;0;129;62939;9291;0;4152;1921;10633;27209;2826;2969;628;182;217;0;0;311;139;0;0;50;0;78;11;0;0;0;0;97;2225;0;0
239;Kulmbach;BY;Brief;0;76963;326;76637;7398;0;5114;1479;12535;41250;2606;5465;0;0;0;0;0;790;0;0;0;0;0;0;0;0;0;0;0;0;0;0;145;76818;8747;0;5648;2347;13846;33935;3031;4736;664;253;316;0;0;430;245;0;0;41;0;110;9;0;0;0;0;69;2391;0;0
240;Ansbach;BY;Brief;0;101605;432;101173;14183;0;9388;2660;15845;46284;4039;6329;0;0;0;0;0;1220;1225;0;0;0;0;0;0;0;0;0;0;0;0;0;197;101408;12941;0;10044;3265;16227;41649;4443;5882;966;439;371;0;0;665;579;0;0;72;0;165;17;0;0;0;0;83;3600;0;0
241;Erlangen;BY;Brief;0;77095;316;76779;13963;0;14225;2236;7721;29641;3526;4028;0;0;0;0;0;1439;0;0;0;0;0;0;0;0;0;0;0;0;0;0;138;76957;10900;0;14538;3104;8208;28513;4773;2545;607;232;337;0;0;771;292;0;0;100;0;70;21;0;0;0;0;46;1900;0;0
242;Fürth;BY;Brief;0;93204;391;92813;17018;0;10692;2646;12042;38657;4689;4398;0;0;0;0;0;1150;1521;0;0;0;0;0;0;0;0;0;0;0;0;0;194;93010;13846;0;12204;3425;12348;35937;5389;3491;1075;318;421;0;0;738;426;0;0;76;0;107;19;0;0;0;0;84;3106;0;0
243;Nürnberg-Nord;BY;Brief;0;68019;280;67739;11963;0;15785;2352;5521;22453;5536;1544;0;0;742;0;0;1224;476;0;0;0;0;143;0;0;0;0;0;0;0;0;158;67861;10668;0;14616;2964;5706;20557;7632;973;688;155;362;0;0;883;248;0;0;75;0;28;36;0;0;0;0;62;2208;0;0
244;Nürnberg-Süd;BY;Brief;0;56682;294;56388;10522;0;7192;1381;7205;23150;3620;1847;0;0;0;0;0;1007;464;0;0;0;0;0;0;0;0;0;0;0;0;0;172;56510;9359;0;7433;2006;7153;21092;4064;1344;717;181;294;0;0;474;219;0;0;44;0;48;20;0;0;0;0;40;2022;0;0
245;Roth;BY;Brief;0;98569;389;98180;12999;0;12527;2746;12121;45684;4425;5082;0;0;0;0;0;1051;784;0;0;0;0;0;0;0;0;290;0;0;0;471;194;98375;13712;0;12306;3585;13226;40737;4591;4351;1013;335;398;0;0;597;371;0;0;62;0;104;16;0;0;0;0;139;2832;0;0
246;Aschaffenburg;BY;Brief;0;76292;371;75921;9489;0;9533;2446;9559;37391;2820;2449;0;0;0;0;0;924;641;0;0;0;322;0;0;0;0;142;0;0;0;205;240;76052;10220;0;8975;3131;10099;32925;3778;2126;832;214;305;0;0;638;301;0;0;62;0;130;33;0;0;0;0;77;2206;0;0
247;Bad Kissingen;BY;Brief;0;99634;3053;96581;14796;0;5865;4187;0;51594;4477;11723;0;0;0;0;0;0;1123;0;0;0;0;0;0;0;0;2816;0;0;0;0;278;99356;10216;0;7510;3488;17284;45721;4102;5369;728;397;396;0;0;440;352;0;0;48;0;151;16;0;0;0;0;158;2980;0;0
248;Main-Spessart;BY;Brief;0;92462;439;92023;14845;0;7850;2028;12065;46011;3111;5207;0;0;0;0;0;0;906;0;0;0;0;0;0;0;0;0;0;0;0;0;227;92235;11907;0;8338;3107;13334;41923;3924;4225;831;344;335;0;0;628;330;0;0;53;0;114;11;0;0;0;0;117;2714;0;0
249;Schweinfurt;BY;Brief;0;82059;393;81666;11599;0;6933;1956;11496;39579;3186;4614;0;0;0;0;0;905;762;0;0;0;557;79;0;0;0;0;0;0;0;0;190;81869;10059;0;7914;2806;11846;36497;3744;3998;749;353;308;0;0;575;307;0;0;56;0;208;24;0;0;0;0;59;2366;0;0
250;Würzburg;BY;Brief;0;110255;485;109770;15581;0;20819;4782;10341;46883;4532;3666;0;1096;0;0;0;2070;0;0;0;0;0;0;0;0;0;0;0;0;0;0;210;110045;15359;0;18059;4685;10980;43459;7972;3135;943;415;426;0;0;1242;385;0;0;98;0;107;15;0;0;0;0;70;2695;0;0
251;Augsburg-Stadt;BY;Brief;0;63398;245;63153;9038;0;15450;1843;6662;21264;3895;2869;0;532;0;0;0;977;547;0;0;0;0;76;0;0;0;0;0;0;0;0;110;63288;8909;0;12574;2723;6886;19845;6088;1803;584;271;448;0;0;583;279;0;0;69;0;83;28;0;0;0;0;37;2078;0;0
252;Augsburg-Land;BY;Brief;0;92244;343;91901;11917;0;9021;2577;12733;44367;2947;5596;0;842;0;0;0;826;1075;0;0;0;0;0;0;0;0;0;0;0;0;0;177;92067;9983;0;10848;3560;13270;39956;3697;5482;771;444;384;0;0;447;460;0;0;62;0;173;22;0;0;0;0;57;2451;0;0
253;Donau-Ries;BY;Brief;0;83133;242;82891;10375;0;5037;1950;13671;40178;2526;5918;0;719;0;0;0;0;525;0;0;0;0;0;0;0;0;0;1992;0;0;0;169;82964;7876;0;6331;2964;14711;36837;2866;6562;668;468;290;0;0;308;315;0;0;41;0;134;8;0;0;0;0;59;2526;0;0
254;Neu-Ulm;BY;Brief;0;82269;423;81846;8691;0;7512;2393;14516;38926;2730;3473;1525;652;0;0;0;969;0;0;141;0;0;0;0;0;0;318;0;0;0;0;214;82055;9157;0;8068;3391;14056;34189;3338;4222;936;387;327;0;0;569;314;0;0;79;0;176;17;0;0;0;0;145;2684;0;0
255;Memmingen – Unterallgäu;BY;Brief;0;63728;355;63373;6139;0;5627;1867;10718;30125;2548;6349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;63599;5915;0;5721;2675;11146;27193;2500;4516;528;349;276;0;0;299;428;0;0;41;0;131;12;0;0;0;0;52;1817;0;0
256;Oberallgäu;BY;Brief;0;99831;400;99431;8112;0;13468;4539;10908;39798;2956;10112;1619;0;0;0;0;1256;860;0;0;0;0;0;0;0;0;0;0;0;0;5803;247;99584;10685;0;13574;4374;11688;41565;4372;6448;1003;605;455;0;0;854;586;0;0;62;0;160;21;0;0;0;0;106;3026;0;0
257;Ostallgäu;BY;Brief;0;64344;372;63972;6823;0;7402;1593;8583;31653;2467;5451;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;64194;6386;0;7168;2346;8926;28031;2671;4455;546;354;322;0;0;464;317;0;0;35;0;146;6;0;0;0;0;68;1953;0;0
258;Stuttgart I;BW;Brief;0;74660;342;74318;11139;22220;23164;4564;3780;0;5626;1025;0;0;722;0;0;1984;0;0;0;0;0;94;0;0;0;0;0;0;0;0;117;74543;10700;21125;21305;5468;4127;0;7199;481;385;115;336;0;0;1148;140;0;0;0;64;0;28;0;0;0;0;50;1872;0;0
259;Stuttgart II;BW;Brief;0;54538;285;54253;8287;18365;14043;2195;4936;0;3549;817;0;0;709;0;0;1094;0;0;0;0;0;95;0;0;0;0;0;0;0;163;140;54398;8889;16453;11833;3264;4890;0;4855;477;400;93;289;0;0;736;108;0;0;0;59;0;36;0;0;0;0;39;1977;0;0
260;Böblingen;BW;Brief;0;70475;368;70107;11759;28694;11003;4605;7794;0;2627;2569;0;0;0;0;0;743;0;0;0;0;0;73;0;0;0;0;0;0;0;240;180;70295;10187;26140;11484;5107;8312;0;3428;1317;546;167;288;0;0;576;133;0;0;0;142;0;33;0;0;0;0;68;2367;0;0
261;Esslingen;BW;Brief;0;51754;215;51539;8163;21098;9158;2365;5250;0;2687;1559;0;355;0;0;0;904;0;0;0;0;0;0;0;0;0;0;0;0;0;0;121;51633;8152;18842;9004;3061;5459;0;2945;906;492;154;212;0;0;532;92;0;0;0;56;0;32;0;0;0;0;47;1647;0;0
262;Nürtingen;BW;Brief;0;63778;354;63424;10525;26225;10425;3445;7721;0;2757;2326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;166;63612;9198;23874;9743;4264;8059;0;3074;1228;603;234;282;0;0;534;128;0;0;0;139;0;20;0;0;0;0;60;2172;0;0
263;Göppingen;BW;Brief;0;50018;330;49688;8860;20833;5623;2089;7552;0;1682;1928;0;577;0;0;0;483;0;0;0;0;0;61;0;0;0;0;0;0;0;0;158;49860;7576;19215;5671;2867;8052;0;2140;917;474;249;231;0;0;301;107;0;0;0;40;0;13;0;0;0;0;43;1964;0;0
264;Waiblingen;BW;Brief;0;64224;354;63870;11456;26313;9281;3829;7505;0;2755;2067;0;664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;169;64055;9766;23815;9649;4316;7996;0;3148;1062;641;269;261;0;0;514;145;0;0;0;131;0;19;0;0;0;0;63;2260;0;0
265;Ludwigsburg;BW;Brief;0;64498;274;64224;9800;25937;11780;3351;7165;0;3292;1321;0;472;0;0;0;746;360;0;0;0;0;0;0;0;0;0;0;0;0;0;125;64373;10129;23082;11043;4147;7288;0;3694;973;533;208;274;0;0;586;166;0;0;0;101;0;13;0;0;0;0;57;2079;0;0
266;Neckar-Zaber;BW;Brief;0;70019;366;69653;10984;30041;9111;2806;9139;0;2946;2217;0;704;0;0;0;1266;439;0;0;0;0;0;0;0;0;0;0;0;0;0;162;69857;10803;25987;9711;4425;9839;0;3062;1244;648;327;324;0;0;630;197;0;0;0;125;0;21;0;0;0;0;72;2442;0;0
267;Heilbronn;BW;Brief;0;61250;379;60871;10125;24414;6770;3389;9675;0;2999;1694;0;574;0;0;0;891;0;0;0;0;0;109;0;0;0;231;0;0;0;0;198;61052;9616;21239;7437;3920;10043;0;3099;1021;679;250;273;0;0;514;161;0;0;0;102;0;16;0;0;0;0;96;2586;0;0
268;Schwäbisch Hall – Hohenlohe;BW;Brief;0;53605;354;53251;8968;21031;6762;2611;7921;0;2512;1669;0;650;552;0;0;575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;185;53420;8052;18618;6639;3193;8633;0;2812;1006;556;336;296;0;0;426;179;0;0;0;188;0;21;0;0;0;0;70;2395;0;0
269;Backnang – Schwäbisch Gmünd;BW;Brief;0;49419;364;49055;8734;20100;6382;1994;7594;0;2101;1288;0;0;790;0;0;0;0;0;0;0;0;72;0;0;0;0;0;0;0;0;141;49278;7409;18132;6403;2730;7649;0;2504;770;507;185;308;0;0;337;119;0;0;0;128;0;9;0;0;0;0;91;1997;0;0
270;Aalen – Heidenheim;BW;Brief;0;64128;542;63586;9312;29257;6457;2344;10160;0;2560;2168;0;0;0;0;0;938;0;0;0;0;0;0;0;0;0;390;0;0;0;0;208;63920;9654;24889;7296;3226;10238;0;2936;1331;536;196;225;0;0;446;160;0;0;0;86;0;9;0;0;0;0;118;2574;0;0
271;Karlsruhe-Stadt;BW;Brief;0;70646;369;70277;11086;17861;24594;2651;5421;0;4734;953;0;0;803;0;0;2088;0;0;0;0;0;86;0;0;0;0;0;0;0;0;133;70513;11624;17284;19809;3688;5397;0;7201;509;553;138;424;0;0;1461;112;0;0;0;106;0;35;0;0;0;0;58;2114;0;0
272;Karlsruhe-Land;BW;Brief;0;67787;535;67252;10798;28947;9553;2859;8281;0;2830;2040;0;0;931;0;0;1013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;247;67540;10982;25112;9782;3675;8842;0;3202;1101;782;168;379;0;0;669;108;0;0;0;171;0;18;0;0;0;0;64;2485;0;0
273;Rastatt;BW;Brief;0;59932;433;59499;9609;25976;7793;2183;8487;0;2402;2448;0;601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;216;59716;9454;22724;7489;3015;8783;0;2741;1246;707;271;246;0;0;489;92;0;0;0;51;0;12;0;0;0;0;43;2353;0;0
274;Heidelberg;BW;Brief;0;71724;358;71366;11440;22179;21615;2642;5448;0;4281;1237;0;0;941;0;0;1524;0;0;0;0;0;59;0;0;0;0;0;0;0;0;191;71533;12389;20441;17399;4084;5621;0;6697;656;542;130;366;0;0;923;88;0;0;0;67;0;17;0;0;0;0;70;2043;0;0
275;Mannheim;BW;Brief;0;57740;324;57416;13320;15833;12862;2622;6170;0;3440;1320;1184;0;599;0;0;0;0;0;0;0;0;66;0;0;0;0;0;0;0;0;177;57563;11126;15354;11571;3080;6116;0;5620;537;701;106;308;0;0;737;83;0;0;0;63;0;32;0;0;0;0;34;2095;0;0
276;Odenwald – Tauber;BW;Brief;0;59290;465;58825;9147;27709;5584;1866;9048;0;2302;2467;0;702;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;244;59046;8609;23835;5965;2886;9540;0;2610;1381;623;236;261;0;0;353;178;0;0;0;79;0;12;0;0;0;0;77;2401;0;0
277;Rhein-Neckar;BW;Brief;0;59838;462;59376;12743;22861;7250;2590;8415;0;2354;2162;0;0;0;0;0;1001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;226;59612;9963;21142;8160;3330;8776;0;3012;1057;677;161;276;0;0;612;89;0;0;0;105;0;13;0;0;0;0;66;2173;0;0
278;Bruchsal – Schwetzingen;BW;Brief;0;65825;654;65171;11242;26885;7655;2744;9862;0;2600;2837;0;0;0;0;0;1346;0;0;0;0;0;0;0;0;0;0;0;0;0;0;299;65526;10099;24572;7892;3359;10175;0;3049;1316;972;204;371;0;0;606;116;0;0;0;68;0;10;0;0;0;0;75;2642;0;0
279;Pforzheim;BW;Brief;0;64215;836;63379;15625;26842;0;3793;11147;0;3436;0;0;0;0;0;0;2536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;165;64050;9394;23219;8496;4072;10425;0;2723;912;843;182;270;0;0;611;125;0;0;0;218;0;11;0;0;0;0;84;2465;0;0
280;Calw;BW;Brief;0;54816;318;54498;7674;23228;5517;2388;8898;0;1694;2593;1021;0;0;0;0;613;0;0;0;700;0;0;0;0;0;172;0;0;0;0;152;54664;7459;20592;6018;3391;9698;0;2197;1163;577;198;181;0;0;358;137;0;0;0;424;0;7;0;0;0;0;94;2170;0;0
281;Freiburg;BW;Brief;0;81911;431;81480;12767;21405;28656;2328;5118;0;7311;1292;0;0;758;0;0;1768;0;0;0;0;0;77;0;0;0;0;0;0;0;0;178;81733;12854;19694;23694;3549;5288;0;10733;744;768;166;388;0;0;1014;170;0;0;0;112;0;26;0;0;0;0;52;2481;0;0
