© Die Bundeswahlleiterin, Wiesbaden 2025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stimmabgabe der Urnen- und Briefwahl bei der Bundestagswahl 2025 nach Wahlkreisen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wahlkreis-Nummer;Wahlkreisname;Land;Wahlbezirksart;Wahlberechtigte;Wählende;Ungültige - Erststimmen;Gültige - Erststimmen;SPD - Erststimmen;CDU - Erststimmen;GRÜNE - Erststimmen;FDP - Erststimmen;AfD - Erststimmen;CSU - Erststimmen;Die Linke - Erststimmen;FREIE WÄHLER - Erststimmen;Tierschutzpartei - Erststimmen;dieBasis - Erststimmen;Die PARTEI - Erststimmen;Team Todenhöfer - Erststimmen;PIRATEN - Erststimmen;Volt - Erststimmen;ÖDP - Erststimmen;SSW - Erststimmen;PdH - Erststimmen;Bündnis C - Erststimmen;BP - Erststimmen;MLPD - Erststimmen;PdF - Erststimmen;SGP - Erststimmen;BüSo - Erststimmen;BÜNDNIS DEUTSCHLAND - Erststimmen;BSW - Erststimmen;MERA25 - Erststimmen;WerteUnion - Erststimmen;Übrige - Erststimmen;Ungültige - Zweitstimmen;Gültige - Zweitstimmen;SPD - Zweitstimmen;CDU - Zweitstimmen;GRÜNE - Zweitstimmen;FDP - Zweitstimmen;AfD - Zweitstimmen;CSU - Zweitstimmen;Die Linke - Zweitstimmen;FREIE WÄHLER - Zweitstimmen;Tierschutzpartei - Zweitstimmen;dieBasis - Zweitstimmen;Die PARTEI - Zweitstimmen;Team Todenhöfer - Zweitstimmen;PIRATEN - Zweitstimmen;Volt - Zweitstimmen;ÖDP - Zweitstimmen;SSW - Zweitstimmen;Verjüngungsforschung - Zweitstimmen;PdH - Zweitstimmen;Bündnis C - Zweitstimmen;BP - Zweitstimmen;MLPD - Zweitstimmen;MENSCHLICHE WELT - Zweitstimmen;PdF - Zweitstimmen;SGP - Zweitstimmen;BüSo - Zweitstimmen;BÜNDNIS DEUTSCHLAND - Zweitstimmen;BSW - Zweitstimmen;MERA25 - Zweitstimmen;WerteUnion - Zweitstimmen
195;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;TH;Urne;220067;131520;1106;130414;11918;23162;1656;2922;61704;0;12708;4436;0;0;0;0;0;0;0;0;0;0;0;221;0;0;0;0;9817;0;0;1870;1037;130483;9580;20810;2623;3387;63107;0;14688;3147;0;0;0;0;0;409;0;0;0;0;0;0;193;0;0;0;0;326;12213;0;0
196;Neuwied;RP;Urne;236097;105059;1246;103813;21154;31765;5743;3547;29060;0;6043;2072;0;0;0;0;0;901;0;0;0;0;0;0;0;0;0;0;3528;0;0;0;895;104164;17360;28261;7517;4626;29949;0;7191;1454;1157;0;486;0;0;552;121;0;0;0;0;0;37;0;0;0;0;163;5290;0;0
197;Ahrweiler;RP;Urne;191196;81378;958;80420;14951;27638;6611;2834;19528;0;4845;2403;0;0;0;0;0;864;357;0;0;0;0;0;0;0;0;389;0;0;0;0;669;80709;13282;24280;7372;4031;19949;0;5285;1246;772;0;339;0;0;471;147;0;0;0;0;0;17;0;0;0;0;158;3360;0;0
198;Koblenz;RP;Urne;189667;79661;977;78684;18498;24401;6926;2460;17474;0;5535;2517;0;0;0;0;0;873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;672;78989;14234;21091;8453;3919;17726;0;6926;1101;747;0;407;0;0;471;108;0;0;0;0;0;21;0;0;0;0;108;3677;0;0
199;Mosel/Rhein-Hunsrück;RP;Urne;168705;77834;1240;76594;13719;26818;4942;4016;19204;0;3857;2900;0;0;0;0;0;616;522;0;0;0;0;0;0;0;0;0;0;0;0;0;734;77100;12529;24397;5515;4028;19557;0;4347;1720;801;0;374;0;0;436;196;0;0;0;0;0;9;0;0;0;0;155;3036;0;0
200;Kreuznach;RP;Urne;179523;86391;970;85421;21235;25165;3960;2757;22565;0;4167;2263;0;0;0;0;0;732;0;0;0;0;0;0;0;0;0;0;2577;0;0;0;709;85682;16178;23308;6191;3784;23607;0;5556;1350;945;0;355;0;0;528;93;0;0;0;0;0;18;0;0;0;0;107;3662;0;0
201;Bitburg;RP;Urne;161542;68917;899;68018;13228;25123;3401;2072;15007;0;2905;5486;0;0;0;0;0;796;0;0;0;0;0;0;0;0;0;0;0;0;0;0;623;68294;10860;22663;4760;3176;15958;0;3691;3041;652;0;299;0;0;369;123;0;0;0;0;0;11;0;0;0;0;110;2581;0;0
202;Trier;RP;Urne;187569;78840;879;77961;22574;21565;6069;2907;14864;0;4560;1765;0;0;0;0;0;682;262;0;0;0;0;0;0;0;0;0;2713;0;0;0;636;78204;14500;21290;9179;3727;15872;0;6743;1215;785;0;395;0;0;622;137;0;0;0;0;0;29;0;0;0;0;102;3608;0;0
203;Montabaur;RP;Urne;209443;97159;1330;95829;20608;30563;5520;3092;25464;0;5551;2920;2111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;925;96234;15822;27257;7553;4588;25993;0;6424;1796;1197;0;490;0;0;517;88;0;0;0;0;0;16;0;0;0;0;185;4308;0;0
204;Mainz;RP;Urne;251074;119224;1290;117934;27517;29718;22253;4299;15236;0;11457;1405;0;0;702;0;0;1833;550;0;0;0;0;0;0;0;0;0;2964;0;0;0;974;118250;21219;28660;23673;6128;16093;0;14226;858;804;0;502;0;0;1322;337;0;0;0;0;0;31;0;0;0;0;111;4286;0;0
205;Worms;RP;Urne;211986;102426;1230;101196;21222;32222;7829;2989;25515;0;5546;1843;0;0;0;0;0;1140;0;0;0;0;0;0;0;0;0;0;2610;0;0;280;1025;101401;17845;25880;10507;4903;27201;0;7158;1300;1071;0;417;0;0;735;117;0;0;0;0;0;25;0;0;0;0;108;4134;0;0
206;Ludwigshafen/Frankenthal;RP;Urne;205998;96008;1377;94631;23021;22851;6333;3244;27046;0;5431;2275;0;0;0;0;0;805;0;0;0;0;0;0;0;0;0;339;3286;0;0;0;1029;94979;16780;22709;7458;4175;27485;0;7606;1301;1130;0;434;0;0;528;90;0;0;0;0;0;30;0;0;0;0;244;5009;0;0
207;Neustadt – Speyer;RP;Urne;216200;95685;1046;94639;19186;28848;8274;2907;24479;0;4416;2231;0;0;0;0;0;1102;0;0;0;0;0;0;0;0;0;271;2925;0;0;0;820;94865;15302;24924;10558;4673;25304;0;6089;1476;1037;0;384;0;0;724;86;0;0;0;0;0;12;0;0;0;0;200;4096;0;0
208;Kaiserslautern;RP;Urne;219842;103756;1563;102193;26135;22056;5220;2945;32362;0;4708;3693;0;0;0;0;0;736;0;0;0;0;0;0;0;0;0;272;4066;0;0;0;1148;102608;18813;22629;7821;4096;32790;0;6708;2233;1246;0;435;0;0;445;114;0;0;0;0;0;31;0;0;0;0;197;5050;0;0
209;Pirmasens;RP;Urne;169645;74471;1154;73317;13785;21027;2982;2141;24093;0;3003;2016;1828;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;2313;0;0;0;896;73575;11428;18683;3962;2958;25718;0;3795;1187;1380;0;312;0;0;290;63;0;0;0;0;0;15;0;0;0;0;135;3649;0;0
210;Südpfalz;RP;Urne;215995;90299;1133;89166;16460;29457;6616;2371;23339;0;4246;1713;1390;0;0;0;0;930;0;0;0;0;0;0;0;0;0;0;2644;0;0;0;861;89438;14263;23244;9451;3896;24511;0;6234;1237;1122;0;411;0;0;662;134;0;0;0;0;0;23;0;0;0;0;128;4122;0;0
211;Altötting;BY;Urne;168462;66497;377;66120;5395;0;4440;1842;20391;25863;3224;3316;0;793;0;0;0;0;856;0;0;0;0;0;0;0;0;0;0;0;0;0;299;66198;5131;0;4575;2413;20840;23238;3351;2581;459;404;216;0;0;213;348;0;0;41;0;133;18;0;0;0;0;50;2187;0;0
212;Erding – Ebersberg;BY;Urne;201029;78333;379;77954;8050;0;10391;2977;15505;32431;3783;2492;0;0;0;0;0;792;1004;0;0;0;0;0;0;0;0;0;0;0;0;529;239;78094;8060;0;10057;4239;16205;28026;4645;2219;571;270;295;0;0;480;414;0;0;60;0;141;19;0;0;0;0;74;2319;0;0
213;Freising;BY;Urne;238829;94177;462;93715;11060;0;11448;2835;21409;36166;4792;4850;0;1155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;338;93839;9462;0;10620;4417;22456;32076;5841;3421;658;439;395;0;0;456;434;0;0;91;0;145;23;0;0;0;0;73;2832;0;0
214;Fürstenfeldbruck;BY;Urne;230710;96252;465;95787;14405;0;11465;4236;17328;37382;4386;3448;1183;0;0;0;0;1084;870;0;0;0;0;0;0;0;0;0;0;0;0;0;342;95910;11183;0;13012;5188;18278;34392;6007;2410;706;294;322;0;0;683;385;0;0;65;0;127;14;0;0;0;0;84;2760;0;0
215;Ingolstadt;BY;Urne;237848;90305;588;89717;9698;0;6015;1837;24124;37665;4169;3501;838;0;614;0;0;573;683;0;0;0;0;0;0;0;0;0;0;0;0;0;479;89826;8832;0;7407;3499;25236;32022;4833;2800;582;301;372;0;0;379;323;0;0;31;0;110;14;0;0;0;0;69;3016;0;0
216;München-Nord;BY;Urne;223701;84432;573;83859;17319;0;18243;3722;10551;24601;7033;1083;0;0;0;0;0;1036;0;0;0;0;0;0;0;0;0;271;0;0;0;0;339;84093;13507;0;16551;5486;11033;21580;9400;696;500;203;349;0;0;793;228;0;0;73;0;61;24;0;0;0;0;92;3517;0;0
217;München-Ost;BY;Urne;243744;95061;578;94483;15430;0;21057;3828;11882;31028;7331;1544;0;0;979;0;0;1404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;365;94696;14816;0;18445;5840;12502;26173;9716;915;524;233;365;0;0;775;322;0;0;84;0;77;27;0;0;0;0;69;3813;0;0
218;München-Süd;BY;Urne;214947;81211;354;80857;12330;0;22277;3066;9800;22339;5513;903;697;0;513;0;0;936;0;0;0;0;0;63;0;0;0;0;2420;0;0;0;291;80920;12903;0;17234;4585;10340;20632;9046;753;551;183;334;0;0;771;276;0;0;71;0;56;34;0;0;0;0;52;3099;0;0
219;München-West/Mitte;BY;Urne;246574;92220;1762;90458;14530;0;25330;4664;0;29406;7033;3078;1867;0;1161;0;0;1546;0;0;0;0;0;0;0;0;0;998;0;0;0;845;249;91971;14328;0;20837;5513;11381;23488;9901;769;481;202;354;0;0;816;297;0;0;77;0;61;22;0;0;0;0;85;3359;0;0
220;München-Land;BY;Urne;234884;94681;434;94247;12803;0;17843;4153;14113;37095;4649;2279;1312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;267;94414;12555;0;15428;6372;14652;33114;5591;1402;697;236;342;0;0;707;319;0;0;72;0;96;11;0;0;0;0;77;2743;0;0
221;Rosenheim;BY;Urne;238910;95789;475;95314;8612;0;10993;2775;22844;35502;4918;6065;1157;1197;0;0;0;784;0;0;145;0;0;0;0;0;0;322;0;0;0;0;375;95414;8923;0;10846;4434;23982;32357;5443;3327;776;616;381;0;0;401;470;0;0;71;0;196;17;0;0;0;0;136;3038;0;0
222;Bad Tölz-Wolfratshausen – Miesbach;BY;Urne;165895;60431;327;60104;4647;0;8277;2014;13230;25415;2477;2560;0;0;0;0;0;419;502;0;0;0;563;0;0;0;0;0;0;0;0;0;227;60204;5371;0;6939;3366;13761;22622;2884;1943;372;222;220;0;0;278;237;0;0;18;0;181;4;0;0;0;0;49;1737;0;0
223;Starnberg – Landsberg am Lech;BY;Urne;215624;90283;433;89850;11481;0;14466;3293;15304;35297;3767;2551;1036;767;741;0;0;839;0;0;0;0;308;0;0;0;0;0;0;0;0;0;360;89923;10254;0;14237;5347;15856;31575;5420;1987;625;417;447;0;0;525;334;0;0;58;0;180;14;0;0;0;0;60;2587;0;0
224;Traunstein;BY;Urne;209020;75246;462;74784;8658;0;6014;1550;18847;30908;3528;3685;0;870;0;0;0;0;724;0;0;0;0;0;0;0;0;0;0;0;0;0;344;74902;6934;0;7086;2800;20335;25772;3775;3271;583;436;282;0;0;245;407;0;0;31;0;157;12;0;0;0;0;72;2704;0;0
225;Weilheim;BY;Urne;168111;61108;393;60715;5745;0;7305;2749;12479;25030;3025;2878;0;0;0;0;0;543;961;0;0;0;0;0;0;0;0;0;0;0;0;0;205;60903;5946;0;6817;3023;13426;22610;3511;1949;394;259;297;0;0;258;395;0;0;45;0;108;7;0;0;0;0;47;1811;0;0
226;Deggendorf;BY;Urne;165283;55765;325;55440;4847;0;2592;1879;18278;22032;1539;3662;0;0;0;0;0;285;0;0;0;0;326;0;0;0;0;0;0;0;0;0;213;55552;4465;0;2821;1912;19377;19344;1970;3006;247;116;92;0;0;134;200;0;0;14;0;141;11;0;0;0;0;37;1665;0;0
227;Landshut;BY;Urne;247907;96603;512;96091;8951;0;7474;3101;25159;30587;4289;14052;906;0;0;0;0;432;817;0;0;0;323;0;0;0;0;0;0;0;0;0;410;96193;9064;0;7911;3932;27023;31289;5219;6417;661;285;303;0;0;313;464;0;0;54;0;173;16;0;0;0;0;80;2989;0;0
228;Passau;BY;Urne;176118;58119;305;57814;7813;0;3002;1387;17328;20773;2073;2704;0;0;0;0;0;301;974;0;0;0;0;0;0;0;0;0;1459;0;0;0;260;57859;5487;0;3919;2113;18384;19588;2764;2349;290;108;160;0;0;187;352;0;0;31;0;78;4;0;0;0;0;35;2010;0;0
229;Rottal-Inn;BY;Urne;172941;66697;405;66292;4344;0;3161;1223;19673;21651;2278;12983;0;0;0;0;0;368;611;0;0;0;0;0;0;0;0;0;0;0;0;0;264;66433;4848;0;3213;2130;21598;23256;2622;5575;338;140;171;0;0;196;329;0;0;29;0;116;8;0;0;0;0;33;1831;0;0
230;Straubing;BY;Urne;172522;62252;337;61915;4870;0;2951;1258;19755;25865;2304;3989;0;0;0;0;0;0;722;0;0;0;0;0;0;0;0;201;0;0;0;0;257;61995;4947;0;3085;2066;20783;22108;2572;3484;314;138;152;0;0;139;358;0;0;23;0;110;10;0;0;0;0;59;1647;0;0
231;Amberg;BY;Urne;214379;90327;482;89845;9694;0;5696;2381;24083;36273;3987;5268;0;783;0;0;0;589;759;0;0;0;0;0;0;0;0;332;0;0;0;0;425;89902;9362;0;6544;3211;24849;32771;4339;4045;585;380;253;0;0;330;344;0;0;41;0;135;22;0;0;0;0;102;2589;0;0
232;Regensburg;BY;Urne;250984;99674;452;99222;13089;0;12261;2507;23252;33454;5426;3912;817;0;0;0;0;909;769;0;0;0;0;0;0;0;0;171;2655;0;0;0;387;99287;11107;0;12481;3753;24021;31087;7951;3196;556;254;326;0;0;673;345;0;0;77;0;82;20;0;0;0;0;111;3247;0;0
233;Schwandorf;BY;Urne;220950;80459;476;79983;10302;0;3107;1530;26172;30977;2540;4712;0;0;0;0;0;0;476;0;0;0;0;0;0;0;0;167;0;0;0;0;310;80149;7136;0;3821;2352;27404;28853;3029;4405;399;226;176;0;0;166;290;0;0;27;0;141;11;0;0;0;0;54;1659;0;0
234;Weiden;BY;Urne;162689;59266;346;58920;6627;0;2673;1729;17285;23368;2767;3472;0;0;0;0;0;0;325;0;0;0;0;0;0;0;0;0;0;0;0;674;237;59029;6406;0;3215;1977;18153;21478;2637;2599;345;201;150;0;0;141;151;0;0;22;0;117;4;0;0;0;0;40;1393;0;0
235;Bamberg;BY;Urne;181281;73460;382;73078;10221;0;9729;2278;17422;25596;4284;2409;0;0;0;0;0;720;419;0;0;0;0;0;0;0;0;0;0;0;0;0;297;73163;8009;0;9019;3019;17927;23729;5389;1982;460;242;257;0;0;564;191;0;0;54;0;52;30;0;0;0;0;56;2183;0;0
236;Bayreuth;BY;Urne;159361;62194;327;61867;8450;0;4937;1722;15276;24419;3354;2652;0;483;0;0;0;574;0;0;0;0;0;0;0;0;0;0;0;0;0;0;256;61938;7170;0;5923;2472;16022;20845;4039;2067;429;229;195;0;0;363;132;0;0;44;0;34;9;0;0;0;0;42;1923;0;0
237;Coburg;BY;Urne;153429;68617;364;68253;9180;0;5123;1314;18538;26070;3086;3190;0;0;0;0;0;0;432;0;0;0;0;0;0;0;0;0;1320;0;0;0;330;68287;8928;0;4671;2226;19444;22908;4027;2140;556;182;247;0;0;307;209;0;0;51;0;55;23;0;0;0;0;57;2256;0;0
238;Hof;BY;Urne;157915;66356;433;65923;10667;0;3032;1613;20369;23435;3448;2643;0;0;0;0;0;410;0;0;0;0;0;0;0;0;0;306;0;0;0;0;293;66063;8130;0;3650;2110;20675;21757;4031;1804;548;185;226;0;0;238;97;0;0;31;0;52;10;0;0;0;0;104;2415;0;0
239;Kulmbach;BY;Urne;165464;64562;434;64128;5812;0;4119;1359;18163;28196;2755;3277;0;0;0;0;0;447;0;0;0;0;0;0;0;0;0;0;0;0;0;0;305;64257;6580;0;4528;2203;19143;22865;3178;2449;469;187;223;0;0;290;179;0;0;25;0;62;14;0;0;0;0;58;1804;0;0
240;Ansbach;BY;Urne;241618;102219;576;101643;12535;0;8860;2616;27255;38439;5395;4631;0;0;0;0;0;886;1026;0;0;0;0;0;0;0;0;0;0;0;0;0;439;101780;11675;0;9172;3520;27525;34100;5702;3617;713;362;345;0;0;475;510;0;0;50;0;90;17;0;0;0;0;105;3802;0;0
241;Erlangen;BY;Urne;186938;85169;528;84641;14040;0;15112;2525;14916;28330;5589;2995;0;0;0;0;0;1134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;323;84846;11546;0;14604;3787;15296;26081;6779;1584;554;260;367;0;0;609;264;0;0;70;0;67;29;0;0;0;0;53;2896;0;0
242;Fürth;BY;Urne;248612;114996;676;114320;19965;0;11810;3449;26302;38855;7949;3644;0;0;0;0;0;1130;1216;0;0;0;0;0;0;0;0;0;0;0;0;0;512;114484;15550;0;13600;4662;26752;35376;8710;2460;921;407;406;0;0;680;375;0;0;85;0;78;42;0;0;0;0;90;4290;0;0
243;Nürnberg-Nord;BY;Urne;187179;83353;598;82755;14775;0;16647;2624;12572;22971;9161;1419;0;0;856;0;0;1019;508;0;0;0;0;203;0;0;0;0;0;0;0;0;460;82893;12899;0;15068;3566;12597;20531;11601;789;603;259;386;0;0;701;240;0;0;83;0;28;47;0;0;0;0;75;3420;0;0
244;Nürnberg-Süd;BY;Urne;174758;80178;712;79466;13691;0;7538;2175;19923;25763;7201;1815;0;0;0;0;0;858;502;0;0;0;0;0;0;0;0;0;0;0;0;0;544;79634;11455;0;7829;2865;19748;22821;7619;1042;789;241;284;0;0;436;208;0;0;60;0;38;48;0;0;0;0;100;4051;0;0
245;Roth;BY;Urne;227696;98583;558;98025;12562;0;11654;2779;21078;38467;5526;3790;0;0;0;0;0;833;613;0;0;0;0;0;0;0;0;364;0;0;0;359;391;98192;12613;0;11575;3898;22218;33478;6037;2804;806;321;356;0;0;485;287;0;0;48;0;83;12;0;0;0;0;125;3046;0;0
246;Aschaffenburg;BY;Urne;181144;79001;585;78416;9517;0;8697;2723;18879;30206;4514;1865;0;0;0;0;0;726;437;0;0;0;249;0;0;0;0;281;0;0;0;322;470;78531;9476;0;8274;3702;19313;25885;5498;1330;677;190;336;0;0;543;191;0;0;49;0;105;37;0;0;0;0;123;2802;0;0
247;Bad Kissingen;BY;Urne;210364;80893;4555;76338;10331;0;4750;4257;0;35763;5480;10600;0;0;0;0;0;0;1093;0;0;0;0;0;0;0;0;4064;0;0;0;0;419;80474;7158;0;5810;2974;24148;29380;4157;2679;499;300;274;0;0;279;266;0;0;56;0;74;17;0;0;0;0;101;2302;0;0
248;Main-Spessart;BY;Urne;192185;73001;485;72516;10961;0;5890;1774;17687;28885;3673;3121;0;0;0;0;0;0;525;0;0;0;0;0;0;0;0;0;0;0;0;0;350;72651;8646;0;6353;2760;18510;25861;4148;2014;593;245;266;0;0;343;221;0;0;39;0;47;18;0;0;0;0;103;2484;0;0
249;Schweinfurt;BY;Urne;194125;81387;556;80831;10235;0;5961;2036;22336;30876;4420;3209;0;0;0;0;0;654;621;0;0;0;364;119;0;0;0;0;0;0;0;0;411;80976;8647;0;6914;3017;22558;27669;4724;2344;625;328;309;0;0;380;254;0;0;55;0;125;32;0;0;0;0;64;2931;0;0
250;Würzburg;BY;Urne;222633;82151;505;81646;10768;0;15768;3230;14476;28034;5234;2038;0;987;0;0;0;1111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;327;81824;10482;0;13436;3681;14971;25220;7765;1300;557;338;289;0;0;690;233;0;0;78;0;48;14;0;0;0;0;88;2634;0;0
251;Augsburg-Stadt;BY;Urne;186448;84699;553;84146;11663;0;14870;2296;18826;24478;7071;2594;0;902;0;0;0;748;531;0;0;0;0;167;0;0;0;0;0;0;0;0;432;84267;10882;0;11736;3353;18940;22071;9480;1556;605;405;483;0;0;438;279;0;0;69;0;70;66;0;0;0;0;82;3752;0;0
252;Augsburg-Land;BY;Urne;232095;107320;605;106715;13300;0;9257;2932;24830;44021;4895;4660;0;1127;0;0;0;651;1042;0;0;0;0;0;0;0;0;0;0;0;0;0;429;106891;11280;0;10991;4386;25359;39104;5858;3845;675;557;408;0;0;330;406;0;0;58;0;127;21;0;0;0;0;83;3403;0;0
253;Donau-Ries;BY;Urne;192393;80150;397;79753;9345;0;4361;1945;21245;33118;3010;4054;0;692;0;0;0;0;440;0;0;0;0;0;0;0;0;0;1543;0;0;0;355;79795;7350;0;5522;3107;22118;30281;3383;3729;542;443;214;0;0;212;261;0;0;41;0;88;12;0;0;0;0;50;2442;0;0
254;Neu-Ulm;BY;Urne;215191;96166;620;95546;10071;0;7357;2728;27483;36433;5276;2689;1489;770;0;0;0;786;0;0;122;0;0;0;0;0;0;342;0;0;0;0;430;95736;9948;0;7853;3958;27234;31661;5980;2466;978;350;368;0;0;472;268;0;0;70;0;104;21;0;0;0;0;135;3870;0;0
255;Memmingen – Unterallgäu;BY;Urne;159653;70830;602;70228;6535;0;5194;2071;19653;28354;3664;4757;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;285;70545;6223;0;5470;2854;20246;25249;3455;2791;478;373;274;0;0;238;412;0;0;49;0;104;11;0;0;0;0;74;2244;0;0
256;Oberallgäu;BY;Urne;228068;91864;587;91277;7953;0;10200;3574;20896;30428;4505;6363;1359;0;0;0;0;949;700;0;0;0;0;0;0;0;0;0;0;0;0;4350;467;91397;9431;0;10027;3843;21755;30961;5643;3326;821;620;436;0;0;556;403;0;0;48;0;120;24;0;0;0;0;85;3298;0;0
257;Ostallgäu;BY;Urne;161048;72494;541;71953;6685;0;6694;1936;18050;30246;3635;4707;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;271;72223;6307;0;6494;2851;18587;26674;3792;3069;465;400;337;0;0;316;313;0;0;60;0;130;13;0;0;0;0;77;2338;0;0
258;Stuttgart I;BW;Urne;188918;87445;568;86877;14092;23442;22503;4763;10063;0;8577;956;0;0;850;0;0;1442;0;0;0;0;0;189;0;0;0;0;0;0;0;0;295;87150;13429;21189;19573;6291;10294;0;10331;397;443;192;351;0;0;910;120;0;0;0;69;0;66;0;0;0;0;61;3434;0;0
259;Stuttgart II;BW;Urne;174909;85037;787;84250;13770;23696;15395;3594;15230;0;8865;973;0;0;948;0;0;1106;0;0;0;0;0;249;0;0;0;0;0;0;0;424;486;84551;13680;20760;12382;4823;15089;0;10240;498;587;258;403;0;0;687;110;0;0;0;79;0;109;0;0;0;0;78;4768;0;0
260;Böblingen;BW;Urne;243100;134471;996;133475;22439;47339;16406;7833;27032;0;7309;3477;0;0;0;0;0;1083;0;0;0;0;0;207;0;0;0;0;0;0;0;350;746;133725;19196;41615;16967;9204;27457;0;8739;1664;826;289;490;0;0;747;195;0;0;0;279;0;76;0;0;0;0;155;5826;0;0
261;Esslingen;BW;Urne;165367;87632;563;87069;14283;30231;12342;3656;16504;0;6490;1920;0;749;0;0;0;894;0;0;0;0;0;0;0;0;0;0;0;0;0;0;463;87169;13383;26291;11805;4906;16839;0;6997;971;632;339;359;0;0;566;131;0;0;0;97;0;51;0;0;0;0;90;3712;0;0
262;Nürtingen;BW;Urne;203455;109414;703;108711;17773;38726;14370;5660;22858;0;6507;2817;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;595;108819;15166;34217;13650;7239;22969;0;6878;1432;863;463;487;0;0;646;186;0;0;0;200;0;38;0;0;0;0;111;4274;0;0
263;Göppingen;BW;Urne;174712;93859;863;92996;15372;32114;7616;3750;24712;0;5130;2521;0;1076;0;0;0;589;0;0;0;0;0;116;0;0;0;0;0;0;0;0;674;93185;12968;28657;7776;5058;25228;0;5656;1220;755;480;373;0;0;375;149;0;0;0;129;0;55;0;0;0;0;110;4196;0;0
264;Waiblingen;BW;Urne;219692;120694;823;119871;20139;42912;13421;6690;25663;0;6971;2647;0;1428;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;650;120044;17219;37537;13847;8169;26229;0;7583;1288;1045;621;448;0;0;647;184;0;0;0;241;0;61;0;0;0;0;152;4773;0;0
265;Ludwigsburg;BW;Urne;212465;115383;801;114582;17311;39389;16900;5798;23011;0;7862;1854;0;995;0;0;0;1016;446;0;0;0;0;0;0;0;0;0;0;0;0;0;590;114793;16903;34354;15611;7321;22958;0;8609;1152;781;440;437;0;0;731;194;0;0;0;127;0;48;0;0;0;0;110;5017;0;0
266;Neckar-Zaber;BW;Urne;228598;125871;900;124971;18200;46349;13461;4889;28828;0;6979;2864;0;1339;0;0;0;1509;553;0;0;0;0;0;0;0;0;0;0;0;0;0;711;125160;17368;38645;13926;7871;29795;0;7324;1610;988;676;482;0;0;841;262;0;0;0;204;0;40;0;0;0;0;121;5007;0;0
267;Heilbronn;BW;Urne;238592;133426;1296;132130;19789;43102;9867;6463;38685;0;8485;2634;0;1341;0;0;0;1106;0;0;0;0;0;205;0;0;0;453;0;0;0;0;1021;132405;18097;35698;10870;8108;39198;0;8822;1628;1299;753;654;0;0;727;208;0;0;0;257;0;70;0;0;0;0;161;5855;0;0
268;Schwäbisch Hall – Hohenlohe;BW;Urne;224446;132503;1060;131443;18531;46187;11766;5696;36442;0;6390;2945;0;1417;1167;0;0;902;0;0;0;0;0;0;0;0;0;0;0;0;0;0;906;131597;16393;40199;11444;7389;37791;0;7033;1856;969;780;600;0;0;679;281;0;0;0;341;0;49;0;0;0;0;196;5597;0;0
269;Backnang – Schwäbisch Gmünd;BW;Urne;175503;96996;902;96094;15136;32964;9117;3850;26346;0;5385;1886;0;0;1251;0;0;0;0;0;0;0;0;159;0;0;0;0;0;0;0;0;583;96413;12760;29317;9128;5116;26252;0;5920;963;744;383;504;0;0;458;168;0;0;0;220;0;51;0;0;0;0;107;4322;0;0
270;Aalen – Heidenheim;BW;Urne;217574;116435;1193;115242;15825;44753;8415;4081;31177;0;6427;2816;0;0;0;0;0;940;0;0;0;0;0;0;0;0;0;808;0;0;0;0;791;115644;15635;37383;9531;5520;31129;0;6760;1599;826;385;474;0;0;474;174;0;0;0;133;0;59;0;0;0;0;213;5349;0;0
271;Karlsruhe-Stadt;BW;Urne;202812;97910;757;97153;14467;21736;26712;3748;17565;0;8619;1062;0;0;1142;0;0;1933;0;0;0;0;0;169;0;0;0;0;0;0;0;0;578;97332;14540;20361;20615;4970;17281;0;11599;484;840;214;596;0;0;1284;111;0;0;0;163;0;60;0;0;0;0;81;4133;0;0
