# (c) Die Bundeswahlleiterin, Statistisches Bundesamt (Destatis), 2025;;;;;;;;;;;;;;;
# Datenlizenz Deutschland – Namensnennung – Version 2.0 (https://www.govdata.de/dl-de/by-2-0);;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
# Wahl zum 21. Deutschen Bundestag (23. Februar 2025);;;;;;;;;;;;;;;
# Ergebnisse der repräsentativen Wahlstatistik;;;;;;;;;;;;;;;
# Stimmabgabe in der Kombination der Erst- und Zweitstimmen nach Geschlecht und Geburtsjahresgruppen in den Ländern;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
# Die Ergebnisse der Männer beinhalten auch die Ergebnisse der Personen mit dem Geschlechtsmerkmal 'divers' als auch derjenigen ohne Geschlechtseintrag im Geburtenregister.;;;;;;;;;;;;;;;
# Erläuterungen zur Methodik siehe Dokument 'Allgemeine und methodische Hinweise zur repräsentativen Wahlstatistik der Bundestagswahl 2025'.;;;;;;;;;;;;;;;
# Durch Auf- bzw. Abrundungen können sich geringfügige Differenzen ergeben.;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
Land;Geschlecht;Geburtsjahresgruppe;Partei Zweitstimme;Erststimme: Summe;Erststimme: Ungültig;Erststimme: SPD;Erststimme: CDU;Erststimme: GRÜNE;Erststimme: FDP;Erststimme: AfD;Erststimme: CSU;Erststimme: Die Linke;Erststimme: Sonstige;Erststimme: dar. FREIE WÄHLER;Erststimme: dar. BSW
Bund;w;1991-2000;dar. FREIE WÄHLER;59288;331;3636;4332;1037;1564;1851;5700;1402;39434;37336;95
Bund;w;1991-2000;dar. BSW;198981;3853;32987;28698;5107;11346;24555;4162;45811;42462;15922;13160
Bund;w;1981-1990;Summe;3726864;26352;624238;771591;552871;118775;819611;208078;344566;260782;128001;26987
Bund;w;1981-1990;ungültig;14798;11719;535;740;197;200;688;161;73;485;207;4
Bund;w;1981-1990;SPD;466464;789;356334;31651;40487;2719;2868;5329;16716;9571;4013;431
Bund;w;1981-1990;CDU;647041;1232;34013;559477;12066;11017;12975;;5549;10713;6749;765
Bund;w;1981-1990;GRÜNE;581903;609;93412;24512;417324;2205;499;4930;26857;11556;2388;37
Bund;w;1981-1990;FDP;134224;199;7846;38087;2929;66997;5433;6305;1996;4431;2337;406
Bund;w;1981-1990;AfD;825104;1776;9954;38554;655;7491;733702;10313;4576;18083;11176;1855
Bund;w;1981-1990;CSU;183947;76;4193;;2310;2510;2169;163577;399;8713;7206;86
Bund;w;1981-1990;Die Linke;363028;628;61301;12019;52791;2575;3495;1603;219723;8892;2774;618
Bund;w;1981-1990;Sonstige;510356;9323;56650;66551;24111;23061;57783;15860;68677;188339;91150;22785
Bund;w;1981-1990;dar. FREIE WÄHLER;74384;263;3590;6464;1127;2502;3048;6806;1534;49049;46270;370
Bund;w;1981-1990;dar. BSW;249633;5458;31433;40043;4694;13199;40085;5845;44700;64175;24304;21446
Bund;w;1966-1980;Summe;6036439;47600;1113876;1500614;740682;185009;1258638;397130;419236;373653;202706;41180
Bund;w;1966-1980;ungültig;29693;21202;1728;1887;598;259;2226;403;896;495;305;
Bund;w;1966-1980;SPD;916082;2441;727607;62427;62328;5542;3515;10656;25006;16560;7757;1007
Bund;w;1966-1980;CDU;1319610;1137;61005;1167490;21098;19215;20734;;10363;18568;12345;1028
Bund;w;1966-1980;GRÜNE;813183;925;136782;45311;579817;2753;618;8079;25563;13335;3756;60
Bund;w;1966-1980;FDP;235223;623;10933;68444;3388;116854;9270;13675;3075;8962;5880;396
Bund;w;1966-1980;AfD;1260081;3960;12174;52066;786;10581;1127528;14701;8186;30098;17689;2627
Bund;w;1966-1980;CSU;356703;530;8091;;4024;3215;3542;321057;1237;15005;12321;64
Bund;w;1966-1980;Die Linke;415861;1510;75579;17573;44487;2908;5756;3086;253455;11505;4887;1677
Bund;w;1966-1980;Sonstige;690004;15272;79977;85417;24155;23683;85448;25473;91455;259125;137767;34321
Bund;w;1966-1980;dar. FREIE WÄHLER;118243;510;5838;9669;956;1994;4695;13158;1739;79684;76328;279
Bund;w;1966-1980;dar. BSW;359962;10440;46660;51141;6760;14661;61268;7617;67408;94007;37303;32505
Bund;w;1956-1965;Summe;4945642;47302;1157339;1315325;548545;138545;875178;350495;274187;238726;129155;36850
Bund;w;1956-1965;ungültig;30812;21705;2131;2772;56;232;2385;311;677;542;242;23
Bund;w;1956-1965;SPD;1029932;2084;863653;57895;56997;4312;4035;8628;20370;11957;5833;777
Bund;w;1956-1965;CDU;1188769;3331;52019;1067245;17499;14828;14715;;8105;11027;6861;855
Bund;w;1956-1965;GRÜNE;598307;1245;109576;29771;428562;1730;515;5870;14086;6953;1957;71
Bund;w;1956-1965;FDP;173193;384;7650;49329;1830;91280;6391;10545;1248;4535;3225;201
Bund;w;1956-1965;AfD;859564;3777;8427;32364;685;6323;781791;7222;3701;15273;8355;2199
Bund;w;1956-1965;CSU;326546;506;7157;;3474;2899;2248;299406;572;10285;8810;96
Bund;w;1956-1965;Die Linke;263512;1022;46778;14195;25270;1516;3767;1060;163353;6551;2402;1490
Bund;w;1956-1965;Sonstige;475008;13248;59947;61754;14173;15423;59331;17454;62074;171603;91470;31138
Bund;w;1956-1965;dar. FREIE WÄHLER;83836;222;4872;5465;688;1973;3342;9905;1916;55452;53560;81
Bund;w;1956-1965;dar. BSW;277208;9816;38751;42499;5457;10047;46915;4472;50805;68445;23919;30327
Bund;w;<=1955;Summe;6074233;82508;1670903;2167291;398699;183457;594963;507966;284090;184355;98189;40746
Bund;w;<=1955;ungültig;68975;42210;8879;9282;962;858;3726;1129;921;1008;653;7
Bund;w;<=1955;SPD;1565240;7864;1362233;85993;50484;6688;3347;13549;24646;10437;5676;1023
Bund;w;<=1955;CDU;2020531;9235;74309;1866862;15593;22678;13358;;8585;9911;5869;1631
Bund;w;<=1955;GRÜNE;447475;1097;92304;34345;301629;2085;185;5133;8318;2380;832;8
Bund;w;<=1955;FDP;249347;948;14174;79996;2531;126083;5869;14581;1694;3470;2469;230
Bund;w;<=1955;AfD;584179;4111;6898;24353;281;5281;525060;5339;3070;9787;5114;2122
Bund;w;<=1955;CSU;478180;1269;9500;;1851;4032;1484;450261;378;9405;8258;
Bund;w;<=1955;Die Linke;272279;1126;45952;17540;15181;1757;2744;998;181507;5475;1601;2051
Bund;w;<=1955;Sonstige;388027;14650;56653;48921;10188;13996;39190;16976;54972;132482;67717;33674
Bund;w;<=1955;dar. FREIE WÄHLER;73923;277;4692;4992;702;2363;1821;12258;1105;45712;44442;196
Bund;w;<=1955;dar. BSW;234894;10490;37782;31121;3898;8682;33465;2456;47997;59001;15140;32789
SH;Summe;Summe;Summe;1889968;13739;424485;573541;279298;67541;302259;;115098;114007;25139;
SH;Summe;Summe;ungültig;9963;6496;977;1161;134;91;932;;115;57;14;
SH;Summe;Summe;SPD;352546;941;298118;17147;20516;1641;1719;;4477;7988;681;
SH;Summe;Summe;CDU;518424;1263;17345;466203;9130;8684;5853;;2123;7824;2046;
SH;Summe;Summe;GRÜNE;279923;145;46003;12191;208357;814;184;;5727;6501;360;
SH;Summe;Summe;FDP;88147;101;4618;31428;1739;44166;2754;;591;2751;512;
SH;Summe;Summe;AfD;306165;1044;3326;17504;408;3844;274644;;1083;4312;1175;
SH;Summe;Summe;CSU;;;;;;;;;;;;
SH;Summe;Summe;Die Linke;146428;172;26841;3902;26828;1028;721;;80801;6135;651;
SH;Summe;Summe;Sonstige;188372;3578;27258;24005;12185;7274;15451;;20182;78440;19700;
SH;Summe;Summe;dar. FREIE WÄHLER;13675;79;613;1896;181;351;426;;322;9807;8881;
SH;Summe;Summe;dar. BSW;64777;2186;10547;9933;1626;3780;10818;;12480;13405;5135;
SH;Summe;2001-2007;Summe;120704;793;24116;17577;19961;6296;19520;;22602;9839;1389;
SH;Summe;2001-2007;ungültig;403;325;8;17;;;7;;46;;;
SH;Summe;2001-2007;SPD;13904;;9917;973;1402;272;132;;323;885;30;
SH;Summe;2001-2007;CDU;13134;46;465;11013;454;567;312;;36;241;32;
SH;Summe;2001-2007;GRÜNE;16130;;2723;268;11194;201;;;729;1016;29;
SH;Summe;2001-2007;FDP;7296;17;550;2031;69;3794;276;;207;351;37;
SH;Summe;2001-2007;AfD;20695;97;249;1290;40;543;17676;;209;590;200;
SH;Summe;2001-2007;CSU;;;;;;;;;;;;
SH;Summe;2001-2007;Die Linke;33894;;7404;337;6136;95;177;;18612;1133;75;
SH;Summe;2001-2007;Sonstige;15249;308;2799;1648;666;823;940;;2440;5625;986;
SH;Summe;2001-2007;dar. FREIE WÄHLER;1129;79;120;55;;79;21;;194;581;377;
SH;Summe;2001-2007;dar. BSW;4852;45;963;818;60;358;539;;1202;866;214;
SH;Summe;1991-2000;Summe;229847;679;39561;39294;48113;11456;44420;;28069;18255;3925;
SH;Summe;1991-2000;ungültig;482;419;6;;;;11;;46;;;
SH;Summe;1991-2000;SPD;26796;11;20905;1779;2076;184;426;;791;623;78;
SH;Summe;1991-2000;CDU;31797;;1783;26428;852;1175;547;;256;756;150;
SH;Summe;1991-2000;GRÜNE;43209;7;5589;1613;33249;115;63;;1375;1198;108;
SH;Summe;1991-2000;FDP;13556;;975;3590;342;7589;491;;31;539;63;
SH;Summe;1991-2000;AfD;45081;136;673;2373;90;559;40138;;200;911;249;
SH;Summe;1991-2000;CSU;;;;;;;;;;;;
SH;Summe;1991-2000;Die Linke;38467;;6415;570;8892;216;91;;20789;1495;145;
SH;Summe;1991-2000;Sonstige;30460;106;3216;2942;2612;1619;2653;;4580;12732;3131;
SH;Summe;1991-2000;dar. FREIE WÄHLER;2207;;87;333;77;122;176;;;1411;1348;
SH;Summe;1991-2000;dar. BSW;11366;82;1676;1691;318;822;1861;;2529;2387;848;
SH;Summe;1981-1990;Summe;265343;1677;43181;63626;44120;10601;62677;;19364;20095;5246;
SH;Summe;1981-1990;ungültig;742;528;;43;;;172;;;;;
SH;Summe;1981-1990;SPD;31363;77;24649;1834;2493;101;469;;603;1136;99;
SH;Summe;1981-1990;CDU;54410;88;2269;46948;1199;1468;875;;421;1142;187;
SH;Summe;1981-1990;GRÜNE;44571;56;7092;1237;33514;126;66;;1318;1163;138;
SH;Summe;1981-1990;FDP;12114;;708;3491;258;6527;637;;136;357;85;
SH;Summe;1981-1990;AfD;64609;132;562;4367;63;701;57346;;277;1162;327;
SH;Summe;1981-1990;CSU;;;;;;;;;;;;
SH;Summe;1981-1990;Die Linke;22767;140;3488;561;4352;257;257;;12734;979;206;
SH;Summe;1981-1990;Sonstige;34766;657;4414;5146;2242;1421;2856;;3875;14156;4204;
SH;Summe;1981-1990;dar. FREIE WÄHLER;3055;;96;583;6;85;60;;14;2212;2113;
SH;Summe;1981-1990;dar. BSW;13144;496;2177;2216;332;844;2012;;2175;2892;1074;
SH;Summe;1966-1980;Summe;468621;2836;89359;142742;68664;14576;94366;;23432;32645;8614;
SH;Summe;1966-1980;ungültig;2276;1631;340;79;78;7;111;;;29;;
SH;Summe;1966-1980;SPD;72799;179;59617;4551;4354;419;336;;1144;2199;257;
SH;Summe;1966-1980;CDU;128715;85;4294;114441;2451;1930;2216;;824;2475;1062;
SH;Summe;1966-1980;GRÜNE;74157;25;12349;3646;54927;168;6;;1182;1854;58;
SH;Summe;1966-1980;FDP;18688;17;424;6725;564;9429;704;;91;734;189;
SH;Summe;1966-1980;AfD;94086;115;1078;4940;;801;85876;;190;1086;201;
SH;Summe;1966-1980;CSU;;;;;;;;;;;;
SH;Summe;1966-1980;Die Linke;26267;6;4329;989;3704;329;81;;15275;1554;150;
SH;Summe;1966-1980;Sonstige;51633;778;6929;7371;2586;1493;5037;;4726;22714;6697;
SH;Summe;1966-1980;dar. FREIE WÄHLER;4467;;155;482;90;27;148;;58;3506;2952;
SH;Summe;1966-1980;dar. BSW;18210;432;2510;2829;418;925;3429;;3251;4416;2080;
SH;Summe;1956-1965;Summe;365649;2726;94323;119056;54982;9999;50961;;13425;20178;4323;
SH;Summe;1956-1965;ungültig;1913;1328;29;292;26;;215;;24;;;
SH;Summe;1956-1965;SPD;84338;71;72264;3248;5207;298;319;;1043;1889;177;
SH;Summe;1956-1965;CDU;111156;262;3449;100554;2142;1401;1017;;522;1808;412;
SH;Summe;1956-1965;GRÜNE;56110;7;9321;2361;42706;128;49;;736;803;27;
SH;Summe;1956-1965;FDP;12840;;718;5096;199;6087;331;;100;308;95;
SH;Summe;1956-1965;AfD;51428;165;540;2875;133;856;46336;;128;394;117;
SH;Summe;1956-1965;CSU;;;;;;;;;;;;
SH;Summe;1956-1965;Die Linke;14266;25;2511;699;2311;131;70;;7801;717;;
SH;Summe;1956-1965;Sonstige;33598;868;5491;3931;2258;1098;2624;;3072;14258;3495;
SH;Summe;1956-1965;dar. FREIE WÄHLER;2119;;95;395;8;37;22;;55;1506;1499;
SH;Summe;1956-1965;dar. BSW;11063;480;1941;1401;381;422;1979;;2246;2214;705;
SH;Summe;<=1955;Summe;439804;5028;133944;191246;43458;14612;30314;;8206;12995;1642;
SH;Summe;<=1955;ungültig;4148;2265;594;730;31;84;416;;;28;14;
SH;Summe;<=1955;SPD;123346;603;110765;4761;4983;367;37;;573;1257;39;
SH;Summe;<=1955;CDU;179212;782;5084;166820;2032;2143;885;;63;1402;202;
SH;Summe;<=1955;GRÜNE;45746;51;8929;3067;32768;77;;;387;467;;
SH;Summe;<=1955;FDP;23654;66;1244;10495;307;10738;316;;26;462;43;
SH;Summe;<=1955;AfD;30266;399;224;1659;82;383;27273;;78;168;81;
SH;Summe;<=1955;CSU;;;;;;;;;;;;
SH;Summe;<=1955;Die Linke;10767;;2694;746;1434;;46;;5590;257;75;
SH;Summe;<=1955;Sonstige;22666;862;4410;2968;1821;820;1341;;1490;8955;1188;
SH;Summe;<=1955;dar. FREIE WÄHLER;700;;61;47;;;;;;592;592;
SH;Summe;<=1955;dar. BSW;6141;651;1280;978;118;408;998;;1077;630;215;
SH;m|d|o;Summe;Summe;912681;6018;186540;285774;115964;34936;180855;;48834;53761;12465;
SH;m|d|o;Summe;ungültig;4056;2807;233;232;24;24;601;;92;43;14;
SH;m|d|o;Summe;SPD;154755;345;131454;8575;7558;631;725;;2081;3385;412;
SH;m|d|o;Summe;CDU;257043;466;7769;230911;4740;4688;3159;;819;4491;1204;
SH;m|d|o;Summe;GRÜNE;118537;16;19215;5429;87929;326;7;;2608;3007;212;
SH;m|d|o;Summe;FDP;48674;87;2255;18660;886;23827;1533;;257;1170;258;
SH;m|d|o;Summe;AfD;186368;411;2024;10778;199;2239;167544;;506;2667;639;
SH;m|d|o;Summe;CSU;;;;;;;;;;;;
SH;m|d|o;Summe;Die Linke;60286;125;11205;1437;10503;492;231;;33225;3067;313;
SH;m|d|o;Summe;Sonstige;82961;1762;12385;9752;4124;2708;7056;;9245;35929;9413;
SH;m|d|o;Summe;dar. FREIE WÄHLER;6073;;222;949;167;133;207;;88;4308;4038;
SH;m|d|o;Summe;dar. BSW;27983;1087;4830;3681;608;1269;5127;;5621;5760;2318;
SH;m|d|o;2001-2007;Summe;60122;358;10899;11210;7729;4182;13444;;7941;4359;792;
SH;m|d|o;2001-2007;ungültig;161;108;;;;;7;;46;;;
SH;m|d|o;2001-2007;SPD;6561;;4480;729;545;190;86;;151;381;30;
SH;m|d|o;2001-2007;CDU;8192;46;265;6830;194;362;268;;36;191;32;
SH;m|d|o;2001-2007;GRÜNE;6965;;1420;216;4600;44;;;377;308;;
SH;m|d|o;2001-2007;FDP;5121;17;431;1489;61;2723;158;;99;143;37;
SH;m|d|o;2001-2007;AfD;14995;36;233;1044;40;461;12476;;136;568;186;
SH;m|d|o;2001-2007;CSU;;;;;;;;;;;;
SH;m|d|o;2001-2007;Die Linke;11241;;2675;140;2129;;62;;5983;252;17;
SH;m|d|o;2001-2007;Sonstige;6885;150;1395;763;160;401;388;;1113;2516;490;
SH;m|d|o;2001-2007;dar. FREIE WÄHLER;380;;6;55;;13;14;;71;221;221;
SH;m|d|o;2001-2007;dar. BSW;1660;45;433;199;7;86;142;;542;206;10;
SH;m|d|o;1991-2000;Summe;116600;290;18204;20341;20896;6803;27748;;12136;10182;2335;
SH;m|d|o;1991-2000;ungültig;301;255;;;;;;;46;;;
SH;m|d|o;1991-2000;SPD;12908;11;9912;933;1055;152;129;;305;412;56;
SH;m|d|o;1991-2000;CDU;16119;;956;13403;429;631;255;;115;331;111;
SH;m|d|o;1991-2000;GRÜNE;19065;;2327;844;14523;79;7;;694;591;88;
SH;m|d|o;1991-2000;FDP;8349;;590;2356;166;4588;335;;7;308;7;
SH;m|d|o;1991-2000;AfD;28660;7;381;1310;90;421;25610;;25;814;158;
SH;m|d|o;1991-2000;CSU;;;;;;;;;;;;
SH;m|d|o;1991-2000;Die Linke;16043;;2459;239;3434;202;21;;8820;868;95;
SH;m|d|o;1991-2000;Sonstige;15155;17;1578;1255;1199;731;1392;;2125;6858;1819;
SH;m|d|o;1991-2000;dar. FREIE WÄHLER;1258;;68;155;77;55;111;;;794;737;
SH;m|d|o;1991-2000;dar. BSW;5716;;913;756;183;422;846;;1079;1517;517;
SH;m|d|o;1981-1990;Summe;131388;944;18708;31848;20686;5711;36787;;8228;8477;2449;
SH;m|d|o;1981-1990;ungültig;335;249;;;;;86;;;;;
SH;m|d|o;1981-1990;SPD;13304;;10460;954;1041;60;195;;274;319;55;
SH;m|d|o;1981-1990;CDU;28008;7;1313;23830;678;924;455;;230;571;161;
SH;m|d|o;1981-1990;GRÜNE;20147;;2475;521;16010;98;;;663;378;88;
SH;m|d|o;1981-1990;FDP;6981;;471;2037;152;3863;321;;38;99;85;
SH;m|d|o;1981-1990;AfD;38725;132;403;2454;63;349;34587;;172;567;184;
SH;m|d|o;1981-1990;CSU;;;;;;;;;;;;
SH;m|d|o;1981-1990;Die Linke;9522;100;1754;200;1873;7;53;;5128;407;81;
SH;m|d|o;1981-1990;Sonstige;14366;457;1831;1852;868;409;1091;;1723;6135;1796;
SH;m|d|o;1981-1990;dar. FREIE WÄHLER;1251;;17;345;6;31;;;;853;831;
SH;m|d|o;1981-1990;dar. BSW;4980;327;1008;679;81;288;895;;745;958;423;
SH;m|d|o;1966-1980;Summe;229379;1175;38834;72809;28414;6474;56435;;9803;15434;4057;
SH;m|d|o;1966-1980;ungültig;992;795;75;7;7;;80;;;29;;
SH;m|d|o;1966-1980;SPD;31272;21;25753;2068;1663;123;152;;579;912;203;
SH;m|d|o;1966-1980;CDU;65842;69;1679;58860;1594;862;1055;;235;1488;516;
SH;m|d|o;1966-1980;GRÜNE;31390;;5447;1602;22777;16;;;480;1068;29;
SH;m|d|o;1966-1980;FDP;9121;17;217;3765;178;4332;371;;13;227;79;
SH;m|d|o;1966-1980;AfD;57149;46;627;3246;;499;52262;;90;379;7;
SH;m|d|o;1966-1980;CSU;;;;;;;;;;;;
SH;m|d|o;1966-1980;Die Linke;11164;;1938;445;1344;230;35;;6238;933;52;
SH;m|d|o;1966-1980;Sonstige;22448;226;3098;2817;850;412;2480;;2168;10397;3171;
SH;m|d|o;1966-1980;dar. FREIE WÄHLER;2102;;72;234;84;12;61;;17;1623;1431;
SH;m|d|o;1966-1980;dar. BSW;7477;53;935;1127;166;222;1852;;1654;1468;720;
SH;m|d|o;1956-1965;Summe;177797;903;42088;62149;21627;4890;30184;;6580;9375;2188;
SH;m|d|o;1956-1965;ungültig;585;406;20;23;;;136;;;;;
SH;m|d|o;1956-1965;SPD;37183;62;32270;1726;1469;34;162;;560;898;69;
SH;m|d|o;1956-1965;CDU;57805;56;1513;52349;1202;631;801;;191;1064;287;
SH;m|d|o;1956-1965;GRÜNE;23155;7;4094;1115;17301;77;;;283;279;7;
SH;m|d|o;1956-1965;FDP;6827;;226;2958;105;3150;210;;100;78;7;
SH;m|d|o;1956-1965;AfD;30553;59;305;1702;6;405;27675;;83;319;104;
SH;m|d|o;1956-1965;CSU;;;;;;;;;;;;
SH;m|d|o;1956-1965;Die Linke;6799;25;1124;289;933;54;14;;3967;394;;
SH;m|d|o;1956-1965;Sonstige;14889;289;2535;1987;612;539;1187;;1397;6344;1714;
SH;m|d|o;1956-1965;dar. FREIE WÄHLER;870;;61;154;;22;22;;;612;612;
SH;m|d|o;1956-1965;dar. BSW;5450;123;987;695;99;147;956;;1112;1333;543;
SH;m|d|o;<=1955;Summe;197395;2348;57808;87416;16611;6876;16256;;4145;5934;644;
SH;m|d|o;<=1955;ungültig;1681;994;138;203;17;24;292;;;14;14;
SH;m|d|o;<=1955;SPD;53527;251;48578;2165;1785;71;;;212;464;;
SH;m|d|o;<=1955;CDU;81076;288;2042;75638;643;1279;326;;14;846;97;
SH;m|d|o;<=1955;GRÜNE;17816;9;3452;1131;12718;13;;;110;383;;
SH;m|d|o;<=1955;FDP;12274;52;320;6055;223;5170;138;;;315;43;
SH;m|d|o;<=1955;AfD;16285;131;73;1022;;103;14935;;;21;;
SH;m|d|o;<=1955;CSU;;;;;;;;;;;;
SH;m|d|o;<=1955;Die Linke;5517;;1256;125;789;;46;;3089;213;68;
SH;m|d|o;<=1955;Sonstige;9218;623;1949;1078;435;215;519;;720;3679;423;
SH;m|d|o;<=1955;dar. FREIE WÄHLER;212;;;6;;;;;;206;206;
SH;m|d|o;<=1955;dar. BSW;2700;540;555;226;72;104;436;;489;278;104;
SH;w;Summe;Summe;977287;7721;237945;287767;163334;32605;121404;;66264;60246;12674;
SH;w;Summe;ungültig;5907;3689;744;928;110;68;331;;24;14;;
SH;w;Summe;SPD;197791;595;166663;8572;12958;1010;995;;2396;4602;269;
SH;w;Summe;CDU;261381;797;9576;235292;4390;3995;2695;;1304;3332;842;
SH;w;Summe;GRÜNE;161386;130;26788;6762;120427;488;177;;3120;3494;147;
SH;w;Summe;FDP;39473;14;2363;12768;853;20338;1222;;334;1580;254;
SH;w;Summe;AfD;119797;634;1303;6726;209;1605;107100;;576;1644;537;
SH;w;Summe;CSU;;;;;;;;;;;;
SH;w;Summe;Die Linke;86142;46;15636;2465;16326;536;490;;47575;3068;338;
SH;w;Summe;Sonstige;105411;1816;14873;14253;8060;4566;8395;;10936;42511;10287;
SH;w;Summe;dar. FREIE WÄHLER;7602;79;391;947;14;219;219;;234;5499;4843;
SH;w;Summe;dar. BSW;36794;1100;5717;6251;1019;2511;5691;;6859;7646;2818;
SH;w;2001-2007;Summe;60582;435;13217;6366;12232;2115;6076;;14661;5481;597;
SH;w;2001-2007;ungültig;242;217;8;17;;;;;;;;
SH;w;2001-2007;SPD;7343;;5437;244;857;82;46;;172;504;;
SH;w;2001-2007;CDU;4942;;200;4183;260;205;45;;;50;;
SH;w;2001-2007;GRÜNE;9164;;1303;52;6593;157;;;352;708;29;
SH;w;2001-2007;FDP;2175;;119;542;8;1071;119;;108;208;;
SH;w;2001-2007;AfD;5700;61;16;247;;82;5200;;73;22;15;
SH;w;2001-2007;CSU;;;;;;;;;;;;
SH;w;2001-2007;Die Linke;22653;;4729;197;4007;95;114;;12629;881;58;
SH;w;2001-2007;Sonstige;8363;158;1404;885;506;422;552;;1327;3109;496;
SH;w;2001-2007;dar. FREIE WÄHLER;749;79;114;;;66;7;;123;360;156;
SH;w;2001-2007;dar. BSW;3192;;530;619;53;272;398;;660;660;204;
SH;w;1991-2000;Summe;113247;389;21358;18954;27216;4653;16672;;15932;8073;1590;
SH;w;1991-2000;ungültig;180;164;6;;;;11;;;;;
SH;w;1991-2000;SPD;13888;;10993;846;1022;32;298;;487;212;23;
SH;w;1991-2000;CDU;15677;;827;13024;422;545;293;;141;425;39;
SH;w;1991-2000;GRÜNE;24144;7;3262;769;18726;36;56;;682;607;20;
SH;w;1991-2000;FDP;5207;;385;1234;176;3001;156;;24;231;56;
SH;w;1991-2000;AfD;16421;129;292;1062;;138;14528;;175;97;91;
SH;w;1991-2000;CSU;;;;;;;;;;;;
SH;w;1991-2000;Die Linke;22424;;3956;331;5458;14;69;;11969;627;50;
SH;w;1991-2000;Sonstige;15305;89;1638;1687;1412;888;1262;;2455;5874;1312;
SH;w;1991-2000;dar. FREIE WÄHLER;948;;20;179;;67;65;;;618;611;
SH;w;1991-2000;dar. BSW;5650;82;763;936;135;400;1014;;1450;870;331;
SH;w;1981-1990;Summe;133954;733;24474;31778;23435;4890;25890;;11136;11618;2797;
SH;w;1981-1990;ungültig;407;279;;43;;;86;;;;;
SH;w;1981-1990;SPD;18059;77;14189;880;1453;41;274;;329;817;44;
SH;w;1981-1990;CDU;26402;81;956;23117;522;544;420;;192;571;26;
SH;w;1981-1990;GRÜNE;24425;56;4616;715;17503;28;66;;655;785;50;
SH;w;1981-1990;FDP;5132;;236;1455;106;2664;316;;98;257;;
SH;w;1981-1990;AfD;25884;;159;1914;;352;22759;;105;595;143;
SH;w;1981-1990;CSU;;;;;;;;;;;;
SH;w;1981-1990;Die Linke;13245;40;1734;361;2478;250;204;;7605;572;126;
SH;w;1981-1990;Sonstige;20400;200;2583;3294;1373;1012;1765;;2152;8021;2408;
SH;w;1981-1990;dar. FREIE WÄHLER;1804;;79;238;;54;60;;14;1359;1282;
SH;w;1981-1990;dar. BSW;8164;170;1169;1537;251;556;1117;;1430;1934;651;
SH;w;1966-1980;Summe;239242;1661;50526;69933;40250;8102;37931;;13628;17211;4557;
SH;w;1966-1980;ungültig;1283;836;265;73;71;7;31;;;;;
SH;w;1966-1980;SPD;41526;158;33864;2483;2691;296;183;;565;1287;54;
SH;w;1966-1980;CDU;62873;15;2615;55581;857;1067;1161;;590;987;547;
SH;w;1966-1980;GRÜNE;42767;25;6903;2044;32149;152;6;;702;786;29;
SH;w;1966-1980;FDP;9566;;207;2960;385;5097;333;;77;507;109;
SH;w;1966-1980;AfD;36938;69;450;1694;;303;33614;;100;708;194;
SH;w;1966-1980;CSU;;;;;;;;;;;;
SH;w;1966-1980;Die Linke;15103;6;2391;544;2360;99;46;;9037;620;98;
SH;w;1966-1980;Sonstige;29186;551;3831;4554;1737;1081;2557;;2558;12317;3526;
SH;w;1966-1980;dar. FREIE WÄHLER;2365;;84;248;6;16;87;;41;1883;1521;
SH;w;1966-1980;dar. BSW;10734;379;1576;1703;251;703;1577;;1597;2948;1360;
SH;w;1956-1965;Summe;187852;1823;52235;56907;33355;5109;20777;;6845;10803;2136;
SH;w;1956-1965;ungültig;1327;922;9;269;26;;79;;24;;;
SH;w;1956-1965;SPD;47156;9;39993;1522;3738;263;157;;482;991;108;
SH;w;1956-1965;CDU;53351;206;1936;48205;941;770;217;;331;744;125;
SH;w;1956-1965;GRÜNE;32955;;5227;1246;25405;52;49;;453;524;21;
SH;w;1956-1965;FDP;6012;;492;2138;94;2937;121;;;231;88;
SH;w;1956-1965;AfD;20875;107;235;1173;127;451;18662;;45;75;13;
SH;w;1956-1965;CSU;;;;;;;;;;;;
SH;w;1956-1965;Die Linke;7466;;1387;411;1377;78;56;;3834;323;;
SH;w;1956-1965;Sonstige;18710;579;2956;1944;1646;558;1437;;1675;7914;1781;
SH;w;1956-1965;dar. FREIE WÄHLER;1248;;34;241;8;15;;;55;894;887;
SH;w;1956-1965;dar. BSW;5613;357;954;705;282;275;1023;;1134;882;162;
SH;w;<=1955;Summe;242410;2680;76136;103830;26847;7737;14058;;4061;7061;998;
SH;w;<=1955;ungültig;2467;1271;456;527;14;61;124;;;14;;
SH;w;<=1955;SPD;69819;352;62187;2597;3198;295;37;;361;792;39;
SH;w;<=1955;CDU;98136;494;3042;91182;1389;864;559;;50;555;105;
SH;w;<=1955;GRÜNE;27930;42;5477;1936;20050;63;;;277;84;;
SH;w;<=1955;FDP;11380;14;924;4440;84;5568;177;;26;147;;
SH;w;<=1955;AfD;13980;268;151;637;82;280;12338;;78;148;81;
SH;w;<=1955;CSU;;;;;;;;;;;;
SH;w;<=1955;Die Linke;5250;;1439;621;645;;;;2500;45;7;
