# (c) Die Bundeswahlleiterin, Statistisches Bundesamt (Destatis), 2025;;;;;;;;;;;;;;;
# Datenlizenz Deutschland – Namensnennung – Version 2.0 (https://www.govdata.de/dl-de/by-2-0);;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
# Wahl zum 21. Deutschen Bundestag (23. Februar 2025);;;;;;;;;;;;;;;
# Ergebnisse der repräsentativen Wahlstatistik;;;;;;;;;;;;;;;
# Stimmabgabe in der Kombination der Erst- und Zweitstimmen nach Geschlecht und Geburtsjahresgruppen in den Ländern;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
# Die Ergebnisse der Männer beinhalten auch die Ergebnisse der Personen mit dem Geschlechtsmerkmal 'divers' als auch derjenigen ohne Geschlechtseintrag im Geburtenregister.;;;;;;;;;;;;;;;
# Erläuterungen zur Methodik siehe Dokument 'Allgemeine und methodische Hinweise zur repräsentativen Wahlstatistik der Bundestagswahl 2025'.;;;;;;;;;;;;;;;
# Durch Auf- bzw. Abrundungen können sich geringfügige Differenzen ergeben.;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
Land;Geschlecht;Geburtsjahresgruppe;Partei Zweitstimme;Erststimme: Summe;Erststimme: Ungültig;Erststimme: SPD;Erststimme: CDU;Erststimme: GRÜNE;Erststimme: FDP;Erststimme: AfD;Erststimme: CSU;Erststimme: Die Linke;Erststimme: Sonstige;Erststimme: dar. FREIE WÄHLER;Erststimme: dar. BSW
ST;m|d|o;1991-2000;Summe;52472;225;5655;6090;3495;1649;25338;;7271;2749;1465;
ST;m|d|o;1991-2000;ungültig;171;148;;5;;;12;;;6;6;
ST;m|d|o;1991-2000;SPD;2536;;1896;301;112;5;31;;115;75;24;
ST;m|d|o;1991-2000;CDU;4362;;312;3400;65;121;314;;70;80;80;
ST;m|d|o;1991-2000;GRÜNE;4507;;1104;360;2419;39;;;528;57;6;
ST;m|d|o;1991-2000;FDP;1832;;126;545;46;1012;92;;6;6;;
ST;m|d|o;1991-2000;AfD;25051;18;5;572;6;40;23975;;38;397;167;
ST;m|d|o;1991-2000;CSU;;;;;;;;;;;;
ST;m|d|o;1991-2000;Die Linke;8347;;1699;245;369;75;125;;5704;130;11;
ST;m|d|o;1991-2000;Sonstige;5666;59;513;662;477;358;790;;809;1998;1172;
ST;m|d|o;1991-2000;dar. FREIE WÄHLER;595;;6;39;51;;6;;;493;493;
ST;m|d|o;1991-2000;dar. BSW;2952;48;394;417;94;315;637;;338;709;354;
ST;m|d|o;1981-1990;Summe;106674;970;8738;18443;5775;2362;55960;;9018;5408;3181;
ST;m|d|o;1981-1990;ungültig;694;574;;67;5;;43;;5;;;
ST;m|d|o;1981-1990;SPD;5973;;4671;754;229;51;45;;217;5;5;
ST;m|d|o;1981-1990;CDU;14270;80;501;12162;46;237;713;;122;409;318;
ST;m|d|o;1981-1990;GRÜNE;7140;;1284;568;4551;;63;;595;80;6;
ST;m|d|o;1981-1990;FDP;3371;33;110;1185;6;1468;220;;39;309;118;
ST;m|d|o;1981-1990;AfD;55459;50;178;1358;13;147;52423;;115;1174;604;
ST;m|d|o;1981-1990;CSU;;;;;;;;;;;;
ST;m|d|o;1981-1990;Die Linke;7946;;1104;179;301;6;108;;6070;177;76;
ST;m|d|o;1981-1990;Sonstige;11822;233;890;2169;625;453;2344;;1855;3254;2053;
ST;m|d|o;1981-1990;dar. FREIE WÄHLER;1429;;72;138;6;10;112;;6;1085;1080;
ST;m|d|o;1981-1990;dar. BSW;6864;197;342;1741;110;354;2004;;1203;914;496;
ST;m|d|o;1966-1980;Summe;165977;1359;13193;34955;5564;4104;87028;;11663;8111;4986;
ST;m|d|o;1966-1980;ungültig;880;733;52;11;;;74;;5;5;5;
ST;m|d|o;1966-1980;SPD;10735;34;8511;1283;399;68;33;;233;174;130;
ST;m|d|o;1966-1980;CDU;27926;143;676;25158;194;388;756;;249;363;307;
ST;m|d|o;1966-1980;GRÜNE;6755;11;1352;599;4346;;5;;344;97;97;
ST;m|d|o;1966-1980;FDP;5480;;43;1778;5;2831;421;;83;319;297;
ST;m|d|o;1966-1980;AfD;86556;10;63;2585;;253;81933;;434;1278;343;
ST;m|d|o;1966-1980;CSU;;;;;;;;;;;;
ST;m|d|o;1966-1980;Die Linke;9859;;952;621;476;36;217;;7282;275;142;
ST;m|d|o;1966-1980;Sonstige;17786;427;1543;2922;144;529;3587;;3033;5600;3665;
ST;m|d|o;1966-1980;dar. FREIE WÄHLER;1836;;89;197;;20;95;;71;1364;1317;
ST;m|d|o;1966-1980;dar. BSW;13246;376;1229;2466;122;491;3160;;2551;2851;1713;
ST;m|d|o;1956-1965;Summe;142818;1805;17121;34754;2974;2940;63686;;14768;4769;3110;
ST;m|d|o;1956-1965;ungültig;1018;765;6;49;;;193;;5;;;
ST;m|d|o;1956-1965;SPD;14845;26;12178;1241;253;179;286;;514;168;168;
ST;m|d|o;1956-1965;CDU;30102;147;831;27186;124;321;964;;424;105;105;
ST;m|d|o;1956-1965;GRÜNE;3496;;771;429;2092;;;;205;;;
ST;m|d|o;1956-1965;FDP;3813;6;60;1486;13;1850;236;;161;;;
ST;m|d|o;1956-1965;AfD;60883;122;272;1506;;306;57736;;348;593;256;
ST;m|d|o;1956-1965;CSU;;;;;;;;;;;;
ST;m|d|o;1956-1965;Die Linke;10815;;1164;513;316;20;284;;8336;181;96;
ST;m|d|o;1956-1965;Sonstige;17846;739;1840;2343;176;262;3988;;4774;3723;2486;
ST;m|d|o;1956-1965;dar. FREIE WÄHLER;1581;;83;140;42;;51;;;1266;1219;
ST;m|d|o;1956-1965;dar. BSW;15391;706;1737;2152;122;262;3879;;4698;1835;1049;
ST;m|d|o;<=1955;Summe;152874;2924;30537;45381;2652;3875;42326;;21402;3776;2216;
ST;m|d|o;<=1955;ungültig;1417;1184;69;55;44;;6;;59;;;
ST;m|d|o;<=1955;SPD;27837;53;23649;2198;315;185;236;;1109;92;45;
ST;m|d|o;<=1955;CDU;39895;116;1281;36713;182;451;577;;358;217;105;
ST;m|d|o;<=1955;GRÜNE;3150;33;686;415;1695;67;;;187;67;;
ST;m|d|o;<=1955;FDP;4285;;121;1241;39;2541;323;;10;11;5;
ST;m|d|o;<=1955;AfD;39985;79;301;1342;;115;37391;;410;347;151;
ST;m|d|o;<=1955;CSU;;;;;;;;;;;;
ST;m|d|o;<=1955;Die Linke;15577;80;1451;808;103;49;346;;12712;28;;
ST;m|d|o;<=1955;Sonstige;20727;1378;2980;2609;274;468;3447;;6557;3014;1909;
ST;m|d|o;<=1955;dar. FREIE WÄHLER;871;;86;112;9;6;86;;;572;572;
ST;m|d|o;<=1955;dar. BSW;19148;1310;2828;2375;265;439;3263;;6413;2254;1311;
ST;w;Summe;Summe;689503;9609;104611;168609;26476;21184;223712;;96242;39059;26461;
ST;w;Summe;ungültig;5918;4825;30;365;5;63;296;;108;226;177;
ST;w;Summe;SPD;82145;137;66409;7532;2377;789;411;;3374;1116;735;
ST;w;Summe;CDU;136774;409;5006;122731;804;2173;2991;;1304;1358;984;
ST;w;Summe;GRÜNE;31864;5;7100;2787;18616;90;113;;2880;273;164;
ST;w;Summe;FDP;21237;54;1069;6474;109;11156;1152;;691;533;386;
ST;w;Summe;AfD;210899;634;1003;6077;74;1187;197073;;1300;3551;1792;
ST;w;Summe;CSU;;;;;;;;;;;;
ST;w;Summe;Die Linke;84819;118;11117;4458;2859;829;1434;;62523;1481;787;
ST;w;Summe;Sonstige;115847;3428;12878;18186;1633;4896;20241;;24063;30522;21436;
ST;w;Summe;dar. FREIE WÄHLER;11937;11;334;1234;22;290;864;;348;8833;8060;
ST;w;Summe;dar. BSW;90483;3234;10755;15378;889;4069;17845;;21855;16458;10685;
ST;w;2001-2007;Summe;35994;356;5393;2812;1721;1088;12101;;11421;1102;436;
ST;w;2001-2007;ungültig;301;285;;6;5;5;;;;;;
ST;w;2001-2007;SPD;1584;;976;161;217;135;;;84;11;;
ST;w;2001-2007;CDU;1675;;88;1305;6;49;98;;124;5;5;
ST;w;2001-2007;GRÜNE;2005;;867;141;756;;;;241;;;
ST;w;2001-2007;FDP;815;5;114;249;;393;29;;26;;;
ST;w;2001-2007;AfD;11248;50;;271;;50;10780;;16;82;30;
ST;w;2001-2007;CSU;;;;;;;;;;;;
ST;w;2001-2007;Die Linke;13397;;2498;226;602;121;98;;9595;257;73;
ST;w;2001-2007;Sonstige;4969;17;850;452;134;336;1096;;1336;747;328;
ST;w;2001-2007;dar. FREIE WÄHLER;110;;;5;;;6;;;99;99;
ST;w;2001-2007;dar. BSW;3274;11;589;405;;272;764;;901;332;123;
ST;w;1991-2000;Summe;51556;496;7416;6103;3923;1287;18657;;10297;3377;2102;
ST;w;1991-2000;ungültig;329;299;;13;;6;6;;;6;;
ST;w;1991-2000;SPD;3295;;2452;402;227;51;;;146;18;18;
ST;w;1991-2000;CDU;3948;;103;3425;20;140;85;;111;64;52;
ST;w;1991-2000;GRÜNE;5202;;1300;221;2722;19;56;;786;98;59;
ST;w;1991-2000;FDP;1203;;27;328;;729;44;;6;69;69;
ST;w;1991-2000;AfD;17855;129;39;370;46;68;16966;;67;170;110;
ST;w;1991-2000;CSU;;;;;;;;;;;;
ST;w;1991-2000;Die Linke;11372;6;2241;403;574;31;123;;7758;236;;
ST;w;1991-2000;Sonstige;8352;62;1254;942;334;245;1377;;1422;2716;1794;
ST;w;1991-2000;dar. FREIE WÄHLER;920;6;5;99;;17;18;;39;736;585;
ST;w;1991-2000;dar. BSW;5333;56;863;667;103;125;1068;;1054;1398;913;
ST;w;1981-1990;Summe;101928;1097;10054;19785;5065;3111;44715;;11117;6986;4857;
ST;w;1981-1990;ungültig;710;669;6;6;;;10;;;19;19;
ST;w;1981-1990;SPD;6021;;4655;744;224;50;28;;182;138;138;
ST;w;1981-1990;CDU;14261;11;663;12410;226;249;532;;62;108;86;
ST;w;1981-1990;GRÜNE;7016;;1714;634;3822;;;;728;119;80;
ST;w;1981-1990;FDP;2588;;71;785;23;1325;185;;81;117;111;
ST;w;1981-1990;AfD;43748;63;159;1127;6;279;40870;;311;932;458;
ST;w;1981-1990;CSU;;;;;;;;;;;;
ST;w;1981-1990;Die Linke;9989;14;1313;442;438;130;88;;7291;273;196;
ST;w;1981-1990;Sonstige;17595;339;1471;3637;327;1078;3001;;2462;5279;3768;
ST;w;1981-1990;dar. FREIE WÄHLER;2470;5;83;248;6;49;199;;85;1795;1721;
ST;w;1981-1990;dar. BSW;11957;291;1114;2747;146;892;2610;;1997;2161;1432;
ST;w;1966-1980;Summe;153435;1819;16069;35421;7153;4495;61515;;17461;9502;6594;
ST;w;1966-1980;ungültig;832;757;;42;;6;17;;11;;;
ST;w;1966-1980;SPD;13411;;10152;1416;730;126;92;;610;285;151;
ST;w;1966-1980;CDU;27974;78;1049;24717;239;552;803;;127;409;311;
ST;w;1966-1980;GRÜNE;8222;5;1372;711;5405;10;45;;659;14;14;
ST;w;1966-1980;FDP;4842;;293;1644;11;2199;358;;214;123;89;
ST;w;1966-1980;AfD;57549;96;129;1583;;323;54172;;312;933;406;
ST;w;1966-1980;CSU;;;;;;;;;;;;
ST;w;1966-1980;Die Linke;14549;;1297;1130;520;205;486;;10681;230;180;
ST;w;1966-1980;Sonstige;26057;884;1776;4177;248;1074;5543;;4848;7508;5443;
ST;w;1966-1980;dar. FREIE WÄHLER;2523;;45;276;6;32;309;;89;1767;1633;
ST;w;1966-1980;dar. BSW;20807;817;1472;3616;136;1004;4840;;4447;4474;3224;
ST;w;1956-1965;Summe;148564;2189;22932;37754;3702;4616;49174;;19261;8935;6183;
ST;w;1956-1965;ungültig;1187;1041;;12;;;30;;11;94;50;
ST;w;1956-1965;SPD;19401;68;16082;1316;479;301;17;;749;388;257;
ST;w;1956-1965;CDU;30924;143;1078;27828;170;454;620;;278;353;158;
ST;w;1956-1965;GRÜNE;4106;;801;479;2610;;12;;193;11;5;
ST;w;1956-1965;FDP;4739;49;14;1546;;2538;259;;213;120;27;
ST;w;1956-1965;AfD;45297;137;138;1277;6;160;42462;;413;704;476;
ST;w;1956-1965;CSU;;;;;;;;;;;;
ST;w;1956-1965;Die Linke;14194;51;1498;890;216;138;295;;10898;208;125;
ST;w;1956-1965;Sonstige;28717;700;3321;4407;222;1027;5478;;6506;7057;5086;
ST;w;1956-1965;dar. FREIE WÄHLER;2756;;87;175;6;47;281;;92;2068;1835;
ST;w;1956-1965;dar. BSW;23833;700;2896;4094;197;846;4873;;6198;4029;2625;
ST;w;<=1955;Summe;198026;3652;42747;66735;4912;6586;37550;;26685;9158;6289;
ST;w;<=1955;ungültig;2558;1774;24;286;;47;233;;86;108;108;
ST;w;<=1955;SPD;38432;69;32091;3493;499;127;274;;1604;276;171;
ST;w;<=1955;CDU;57994;176;2024;53047;144;729;852;;602;418;372;
ST;w;<=1955;GRÜNE;5313;;1046;601;3301;62;;;272;31;5;
ST;w;<=1955;FDP;7051;;550;1922;74;3973;277;;151;104;89;
ST;w;<=1955;AfD;35203;159;537;1448;17;308;31823;;181;730;312;
ST;w;<=1955;CSU;;;;;;;;;;;;
ST;w;<=1955;Die Linke;21317;47;2270;1366;508;205;344;;16301;277;214;
ST;w;<=1955;Sonstige;30158;1427;4206;4571;369;1136;3746;;7488;7215;5017;
ST;w;<=1955;dar. FREIE WÄHLER;3159;;114;432;5;146;51;;44;2368;2188;
ST;w;<=1955;dar. BSW;25279;1359;3821;3848;307;930;3691;;7259;4064;2368;
TH;Summe;Summe;Summe;1333474;10248;131842;272827;36822;28121;512070;;209947;131597;25831;96975
TH;Summe;Summe;ungültig;9314;6595;558;879;;129;1061;;23;69;59;4
TH;Summe;Summe;SPD;115915;372;84852;10011;2554;944;1525;;13607;2050;420;1320
TH;Summe;Summe;CDU;246065;306;8401;212781;1043;4162;6754;;7305;5313;2045;2519
TH;Summe;Summe;GRÜNE;56097;203;9026;4983;26217;353;68;;14639;608;438;60
TH;Summe;Summe;FDP;37292;85;1102;10983;100;17919;3589;;1493;2022;943;831
TH;Summe;Summe;AfD;510527;642;1852;8763;126;1986;481249;;2565;13343;2695;6665
TH;Summe;Summe;CSU;;;;;;;;;;;;
TH;Summe;Summe;Die Linke;200688;638;19720;11056;4575;684;2377;;153960;7678;1189;5723
TH;Summe;Summe;Sonstige;157576;1409;6331;13371;2206;1944;15447;;16355;100513;18042;79852
TH;Summe;Summe;dar. FREIE WÄHLER;20621;212;196;2314;367;343;1164;;1053;14971;13756;842
TH;Summe;Summe;dar. BSW;124760;650;4992;9976;561;1322;13293;;12365;81602;2896;78085
TH;Summe;2001-2007;Summe;75570;568;5940;7521;2990;1968;28480;;22024;6078;671;5016
TH;Summe;2001-2007;ungültig;750;554;6;;;;191;;;;;
TH;Summe;2001-2007;SPD;4681;4;2729;592;224;197;217;;698;19;15;4
TH;Summe;2001-2007;CDU;4988;;266;3782;56;270;275;;171;169;36;30
TH;Summe;2001-2007;GRÜNE;4921;;569;308;2024;4;;;2008;8;4;4
TH;Summe;2001-2007;FDP;2693;;19;1096;4;1047;260;;180;87;11;72
TH;Summe;2001-2007;AfD;28184;;150;300;40;172;26806;;108;610;123;422
TH;Summe;2001-2007;CSU;;;;;;;;;;;;
TH;Summe;2001-2007;Die Linke;21744;;1638;919;542;189;60;;17861;534;83;437
TH;Summe;2001-2007;Sonstige;7609;10;564;524;99;91;672;;998;4651;399;4047
TH;Summe;2001-2007;dar. FREIE WÄHLER;441;;59;12;4;4;18;;14;330;191;140
TH;Summe;2001-2007;dar. BSW;5743;6;232;442;8;64;482;;504;4006;149;3764
TH;Summe;1991-2000;Summe;100723;686;7296;11668;4674;2488;39459;;25308;9143;1964;6624
TH;Summe;1991-2000;ungültig;565;556;;;;;4;;5;;;
TH;Summe;1991-2000;SPD;5547;4;3394;360;236;12;191;;1192;158;75;78
TH;Summe;1991-2000;CDU;8344;;271;6859;4;428;209;;360;213;109;79
TH;Summe;1991-2000;GRÜNE;8695;4;1043;796;3215;;;;3596;40;14;27
TH;Summe;1991-2000;FDP;2860;;274;734;18;1450;154;;126;104;85;19
TH;Summe;1991-2000;AfD;39772;57;179;589;;203;37510;;195;1039;91;586
TH;Summe;1991-2000;CSU;;;;;;;;;;;;
TH;Summe;1991-2000;Die Linke;21110;4;1487;514;788;12;54;;17763;488;20;433
TH;Summe;1991-2000;Sonstige;13829;62;648;1816;412;383;1337;;2071;7101;1571;5402
TH;Summe;1991-2000;dar. FREIE WÄHLER;1758;;19;235;;60;108;;104;1231;1166;38
TH;Summe;1991-2000;dar. BSW;9894;;468;1421;15;280;1187;;1101;5421;136;5285
TH;Summe;1981-1990;Summe;197396;693;14438;31569;7176;3819;95041;;24601;20060;5243;13764
TH;Summe;1981-1990;ungültig;620;423;126;10;;4;4;;;53;49;4
TH;Summe;1981-1990;SPD;11100;;8248;985;485;171;116;;995;100;;95
TH;Summe;1981-1990;CDU;27497;8;886;23117;89;242;1556;;803;797;442;312
TH;Summe;1981-1990;GRÜNE;11646;8;1923;1046;5099;182;;;3248;141;132;3
TH;Summe;1981-1990;FDP;5479;8;114;1783;13;2454;559;;370;177;142;25
TH;Summe;1981-1990;AfD;95471;94;319;1615;68;347;90454;;137;2435;730;1182
TH;Summe;1981-1990;CSU;;;;;;;;;;;;
TH;Summe;1981-1990;Die Linke;21928;23;2042;1036;885;15;358;;16931;637;217;401
TH;Summe;1981-1990;Sonstige;23655;128;781;1976;537;403;1994;;2117;15720;3531;11742
TH;Summe;1981-1990;dar. FREIE WÄHLER;4660;6;26;653;66;150;356;;180;3221;2665;436
TH;Summe;1981-1990;dar. BSW;16191;7;466;1167;90;190;1470;;1109;11693;588;11031
TH;Summe;1966-1980;Summe;332385;3095;23547;62871;9848;7364;156710;;36665;32286;8541;21021
TH;Summe;1966-1980;ungültig;2085;1694;49;163;;;169;;4;6;6;
TH;Summe;1966-1980;SPD;20855;22;13598;3005;551;266;328;;2483;602;127;386
TH;Summe;1966-1980;CDU;55636;4;1769;47982;483;796;1419;;1891;1292;746;493
TH;Summe;1966-1980;GRÜNE;14986;115;2535;1211;7606;81;14;;3164;260;246;14
TH;Summe;1966-1980;FDP;10606;72;252;2865;6;4951;1051;;653;756;356;291
TH;Summe;1966-1980;AfD;157182;357;356;2397;;833;148873;;574;3792;911;1663
TH;Summe;1966-1980;CSU;;;;;;;;;;;;
TH;Summe;1966-1980;Die Linke;34086;227;3955;2369;790;91;600;;24637;1417;251;891
TH;Summe;1966-1980;Sonstige;36949;603;1033;2879;412;345;4256;;3259;24161;5896;17282
TH;Summe;1966-1980;dar. FREIE WÄHLER;6093;165;47;443;13;43;499;;215;4668;4425;119
TH;Summe;1966-1980;dar. BSW;27577;218;651;2175;134;213;3235;;2518;18433;1200;17062
TH;Summe;1956-1965;Summe;285121;1940;27156;64607;5692;5668;110582;;38723;30753;5423;23131
TH;Summe;1956-1965;ungültig;1459;1298;;34;;;126;;;;;
TH;Summe;1956-1965;SPD;23988;10;17629;2472;365;13;235;;2580;683;63;496
TH;Summe;1956-1965;CDU;59991;105;2099;51722;247;1078;1409;;1871;1462;436;702
TH;Summe;1956-1965;GRÜNE;8223;;1421;777;4224;16;;;1671;115;34;5
TH;Summe;1956-1965;FDP;7620;;211;2128;6;4006;751;;65;451;309;126
TH;Summe;1956-1965;AfD;110602;93;454;2319;3;195;103806;;863;2869;528;1296
TH;Summe;1956-1965;CSU;;;;;;;;;;;;
TH;Summe;1956-1965;Die Linke;39495;181;3990;2532;668;97;573;;29187;2268;402;1743
TH;Summe;1956-1965;Sonstige;33742;253;1351;2623;180;263;3682;;2486;22905;3651;18763
TH;Summe;1956-1965;dar. FREIE WÄHLER;4182;37;25;588;30;72;71;;234;3125;3039;23
TH;Summe;1956-1965;dar. BSW;27911;76;1302;1854;57;133;3524;;2068;18898;285;18573
TH;Summe;<=1955;Summe;342279;3266;53464;94592;6442;6815;81798;;62626;33276;3990;27420
TH;Summe;<=1955;ungültig;3834;2070;377;672;;124;567;;13;10;4;
TH;Summe;<=1955;SPD;49744;331;39253;2596;692;285;439;;5659;488;139;260
TH;Summe;<=1955;CDU;89609;189;3111;79320;164;1348;1886;;2210;1380;276;904
TH;Summe;<=1955;GRÜNE;7625;75;1535;844;4049;71;55;;952;45;8;8
TH;Summe;<=1955;FDP;8035;4;232;2377;53;4011;812;;98;447;40;298
TH;Summe;<=1955;AfD;79317;40;394;1544;15;236;73801;;688;2598;313;1516
TH;Summe;<=1955;CSU;;;;;;;;;;;;
TH;Summe;<=1955;Die Linke;62325;204;6609;3686;903;280;731;;47580;2333;216;1818
TH;Summe;<=1955;Sonstige;41791;352;1954;3553;566;460;3506;;5424;25975;2994;22616
TH;Summe;<=1955;dar. FREIE WÄHLER;3487;4;19;383;255;14;111;;305;2394;2270;87
TH;Summe;<=1955;dar. BSW;37443;344;1873;2918;258;441;3395;;5064;23151;538;22370
TH;m|d|o;Summe;Summe;656340;4332;58363;129555;17593;13112;291579;;86629;55178;10961;40181
TH;m|d|o;Summe;ungültig;4158;2944;283;336;;62;509;;9;16;10;
TH;m|d|o;Summe;SPD;52388;19;37901;4950;1035;489;766;;6538;690;135;458
TH;m|d|o;Summe;CDU;116449;132;3520;102131;460;1694;3417;;3272;1823;707;838
TH;m|d|o;Summe;GRÜNE;26781;66;4546;2226;12790;18;50;;6699;387;297;4
TH;m|d|o;Summe;FDP;19037;4;686;5909;67;8690;2161;;621;898;523;301
TH;m|d|o;Summe;AfD;292104;308;711;4551;93;1162;277009;;1613;6657;1586;3087
TH;m|d|o;Summe;CSU;;;;;;;;;;;;
TH;m|d|o;Summe;Die Linke;80167;63;8340;4399;1827;189;1174;;60635;3541;504;2626
TH;m|d|o;Summe;Sonstige;65255;797;2377;5053;1321;807;6493;;7242;41165;7198;32867
TH;m|d|o;Summe;dar. FREIE WÄHLER;8387;165;79;881;137;220;789;;257;5860;5349;351
TH;m|d|o;Summe;dar. BSW;50771;362;1641;3798;394;484;5152;;5446;33494;1018;32097
TH;m|d|o;2001-2007;Summe;37971;237;2913;3872;1307;1248;18644;;7227;2523;291;2012
TH;m|d|o;2001-2007;ungültig;367;237;6;;;;124;;;;;
TH;m|d|o;2001-2007;SPD;2821;;1607;308;91;164;126;;511;13;9;4
TH;m|d|o;2001-2007;CDU;2616;;12;2103;4;98;261;;54;84;12;10
TH;m|d|o;2001-2007;GRÜNE;2328;;332;139;985;;;;868;4;4;
TH;m|d|o;2001-2007;FDP;1800;;15;753;;736;194;;18;84;7;72
TH;m|d|o;2001-2007;AfD;18147;;73;124;40;124;17480;;9;297;55;217
TH;m|d|o;2001-2007;CSU;;;;;;;;;;;;
TH;m|d|o;2001-2007;Die Linke;6507;;620;258;142;46;39;;5297;105;22;79
TH;m|d|o;2001-2007;Sonstige;3386;;248;187;45;81;420;;469;1936;182;1630
TH;m|d|o;2001-2007;dar. FREIE WÄHLER;237;;;4;;4;9;;8;212;72;140
TH;m|d|o;2001-2007;dar. BSW;2196;;9;117;;59;247;;160;1604;92;1428
TH;m|d|o;1991-2000;Summe;51789;417;3446;6072;2442;1317;22134;;11776;4184;1169;2709
TH;m|d|o;1991-2000;ungültig;356;351;;;;;4;;;;;
TH;m|d|o;1991-2000;SPD;2349;4;1311;74;177;;;;685;98;75;19
TH;m|d|o;1991-2000;CDU;5019;;161;4125;4;358;86;;142;142;64;53
TH;m|d|o;1991-2000;GRÜNE;4400;;602;243;1745;;;;1792;18;14;4
TH;m|d|o;1991-2000;FDP;1344;;194;335;10;623;42;;46;95;81;14
TH;m|d|o;1991-2000;AfD;22476;;17;174;;190;21374;;100;621;34;407
TH;m|d|o;1991-2000;CSU;;;;;;;;;;;;
TH;m|d|o;1991-2000;Die Linke;9535;;934;223;353;4;4;;7759;257;12;225
TH;m|d|o;1991-2000;Sonstige;6310;62;228;897;152;142;623;;1253;2952;889;1987
TH;m|d|o;1991-2000;dar. FREIE WÄHLER;939;;6;116;;33;108;;23;654;642;5
TH;m|d|o;1991-2000;dar. BSW;4166;;179;698;;67;474;;733;2015;69;1946
TH;m|d|o;1981-1990;Summe;99494;131;6569;14919;3775;1872;52337;;11560;8331;2234;5509
TH;m|d|o;1981-1990;ungültig;152;71;73;4;;;4;;;;;
TH;m|d|o;1981-1990;SPD;4856;;3819;240;31;108;52;;587;20;;20
TH;m|d|o;1981-1990;CDU;13237;8;407;11306;42;72;847;;443;112;33;57
TH;m|d|o;1981-1990;GRÜNE;5893;8;764;658;2741;;;;1591;130;124;
TH;m|d|o;1981-1990;FDP;2809;4;109;860;4;1155;303;;224;151;133;8
TH;m|d|o;1981-1990;AfD;53272;40;234;857;46;263;50205;;89;1538;439;807
TH;m|d|o;1981-1990;CSU;;;;;;;;;;;;
TH;m|d|o;1981-1990;Die Linke;9787;;893;282;616;5;155;;7627;210;59;140
TH;m|d|o;1981-1990;Sonstige;9486;;269;712;295;269;772;;1000;6170;1445;4476
TH;m|d|o;1981-1990;dar. FREIE WÄHLER;2181;;23;220;4;136;283;;40;1474;1201;167
TH;m|d|o;1981-1990;dar. BSW;5848;;163;363;78;91;480;;370;4303;141;4105
TH;m|d|o;1966-1980;Summe;172780;1589;10708;31867;4664;3348;93391;;14810;12402;3584;7818
TH;m|d|o;1966-1980;ungültig;1256;1018;49;53;;;126;;4;6;6;
TH;m|d|o;1966-1980;SPD;9185;;5397;1798;305;72;248;;1262;102;10;89
TH;m|d|o;1966-1980;CDU;28558;;1095;24680;179;295;782;;851;676;385;269
TH;m|d|o;1966-1980;GRÜNE;7073;58;1505;556;3458;;;;1370;125;125;
TH;m|d|o;1966-1980;FDP;5279;;116;1579;6;2468;649;;236;224;80;88
TH;m|d|o;1966-1980;AfD;93726;210;137;1315;;419;89561;;283;1801;609;696
TH;m|d|o;1966-1980;CSU;;;;;;;;;;;;
TH;m|d|o;1966-1980;Die Linke;13786;;1831;1128;369;16;259;;9614;570;89;333
TH;m|d|o;1966-1980;Sonstige;13918;303;578;759;348;79;1767;;1188;8896;2280;6342
TH;m|d|o;1966-1980;dar. FREIE WÄHLER;2411;165;21;120;;16;295;;67;1727;1658;29
TH;m|d|o;1966-1980;dar. BSW;10178;59;318;621;103;63;1147;;1016;6852;439;6299
TH;m|d|o;1956-1965;Summe;140950;918;11845;31506;2593;2496;61763;;16371;13458;2301;9979
TH;m|d|o;1956-1965;ungültig;729;650;;;;;79;;;;;
TH;m|d|o;1956-1965;SPD;11095;10;8322;1350;123;;107;;869;313;36;192
TH;m|d|o;1956-1965;CDU;28576;40;328;25467;129;357;812;;937;506;126;308
TH;m|d|o;1956-1965;GRÜNE;3751;;702;391;1959;8;;;587;105;30;
TH;m|d|o;1956-1965;FDP;3820;;172;970;;1975;404;;39;260;222;34
TH;m|d|o;1956-1965;AfD;62287;44;169;1394;3;91;58612;;628;1346;284;496
TH;m|d|o;1956-1965;CSU;;;;;;;;;;;;
TH;m|d|o;1956-1965;Die Linke;16606;9;1741;737;219;18;244;;12385;1252;162;977
TH;m|d|o;1956-1965;Sonstige;14086;165;410;1196;161;46;1504;;926;9677;1442;7973
TH;m|d|o;1956-1965;dar. FREIE WÄHLER;1602;;22;299;30;27;8;;57;1159;1146;9
TH;m|d|o;1956-1965;dar. BSW;11698;36;379;870;45;19;1482;;848;8018;118;7871
TH;m|d|o;<=1955;Summe;153356;1038;22881;41319;2812;2830;43310;;24885;14281;1383;12155
TH;m|d|o;<=1955;ungültig;1298;616;154;279;;62;172;;4;10;4;
TH;m|d|o;<=1955;SPD;22082;4;17444;1180;307;146;233;;2624;144;6;134
TH;m|d|o;<=1955;CDU;38443;83;1518;34451;102;513;630;;844;302;87;140
TH;m|d|o;<=1955;GRÜNE;3337;;641;239;1903;10;50;;491;4;;
