# (c) Der Bundeswahlleiter, Statistisches Bundesamt (Destatis), 2022;;;;;;;;;;;;;;;
# Datenlizenz Deutschland – Namensnennung – Version 2.0 (https://www.govdata.de/dl-de/by-2-0);;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
# Wahl zum 20. Deutschen Bundestag (26. September 2021);;;;;;;;;;;;;;;
# Ergebnisse der repräsentativen Wahlstatistik;;;;;;;;;;;;;;;
# Stimmabgabe in der Kombination der Erst- und Zweitstimmen nach Geschlecht und Geburtsjahresgruppen in den Ländern;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
# Die Ergebnisse der Männer beinhalten auch die Ergebnisse der Personen mit dem Geschlechtsmerkmal 'divers' als auch derjenigen ohne Geschlechtseintrag im Geburtenregister.;;;;;;;;;;;;;;;
# Erläuterungen zur Methodik siehe Dokument 'Allgemeine und methodische Hinweise zur repräsentativen Wahlstatistik der Bundestagswahl 2021'.;;;;;;;;;;;;;;;
# Durch Auf- bzw. Abrundungen können sich in der Endsumme geringfügige Abweichungen ergeben.;;;;;;;;;;;;;;;
# Aus methodischen Gründen weichen in einigen Ländern die Summen der Parteien geringfügig vom amtlichen Endergebnis ab.;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
Land;Geschlecht;Geburtsjahresgruppe;Partei Zweitstimme;Erststimme: Summe;Erststimme: Ungültig;Erststimme: CDU;Erststimme: SPD;Erststimme: AfD;Erststimme: FDP;Erststimme: DIE LINKE;Erststimme: GRÜNE;Erststimme: CSU;Erststimme: Sonstige;Erststimme: dar. FREIE WÄHLER;Erststimme: dar. dieBasis
MV;Summe;1997 - 2003;dar. FREIE WÄHLER;494;;17;34;51;106;18;;;268;215;18
MV;Summe;1997 - 2003;dar. dieBasis;930;;31;15;98;35;84;35;;632;35;562
MV;Summe;1987 - 1996;Summe;91911;878;11190;18804;19214;9142;9716;12708;;10259;2933;1878
MV;Summe;1987 - 1996;Ungültig;846;681;20;17;107;21;;;;;;
MV;Summe;1987 - 1996;CDU;9206;42;7127;626;295;580;251;70;;214;140;
MV;Summe;1987 - 1996;SPD;16543;34;1290;11941;566;500;863;885;;465;66;87
MV;Summe;1987 - 1996;AfD;17759;37;518;456;15702;362;142;78;;464;168;118
MV;Summe;1987 - 1996;FDP;10348;;1119;1094;532;6550;359;303;;391;118;77
MV;Summe;1987 - 1996;DIE LINKE;7372;7;132;838;113;133;5257;533;;358;19;26
MV;Summe;1987 - 1996;GRÜNE;15402;;339;2617;56;186;1661;10002;;540;85;26
MV;Summe;1987 - 1996;CSU;;;;;;;;;;;;
MV;Summe;1987 - 1996;Sonstige;14433;78;645;1213;1842;810;1183;836;;7826;2337;1543
MV;Summe;1987 - 1996;dar. FREIE WÄHLER;1999;;20;121;134;165;48;;;1510;1288;46
MV;Summe;1987 - 1996;dar. dieBasis;2031;;43;99;251;83;50;7;;1498;140;1252
MV;Summe;1977 - 1986;Summe;135270;2153;22223;28982;33481;11484;12468;11365;;13113;3235;3779
MV;Summe;1977 - 1986;Ungültig;1746;1600;12;63;40;15;16;;;;;
MV;Summe;1977 - 1986;CDU;19383;42;16070;1203;695;698;307;143;;225;97;
MV;Summe;1977 - 1986;SPD;28069;173;1760;21097;747;767;1590;1090;;846;250;146
MV;Summe;1977 - 1986;AfD;31920;61;1091;786;28482;519;160;15;;807;273;293
MV;Summe;1977 - 1986;FDP;13137;27;1962;964;649;8358;368;213;;595;178;111
MV;Summe;1977 - 1986;DIE LINKE;10138;35;206;834;229;196;7760;364;;515;41;85
MV;Summe;1977 - 1986;GRÜNE;14236;18;520;2910;25;175;1243;8917;;429;37;62
MV;Summe;1977 - 1986;CSU;;;;;;;;;;;;
MV;Summe;1977 - 1986;Sonstige;16641;197;602;1126;2615;756;1024;624;;9696;2359;3082
MV;Summe;1977 - 1986;dar. FREIE WÄHLER;2542;14;52;188;312;73;66;20;;1816;1423;142
MV;Summe;1977 - 1986;dar. dieBasis;3876;44;60;138;544;89;75;;;2927;188;2658
MV;Summe;1962 - 1976;Summe;241074;3212;48948;59602;52681;18829;25333;15007;;17463;5484;5342
MV;Summe;1962 - 1976;Ungültig;2950;2045;245;202;191;63;76;17;;111;31;41
MV;Summe;1962 - 1976;CDU;43417;140;37569;1586;884;1544;668;336;;690;329;62
MV;Summe;1962 - 1976;SPD;60833;403;3436;47955;1154;985;3254;2306;;1339;588;178
MV;Summe;1962 - 1976;AfD;52129;142;1485;1007;47290;709;543;72;;881;169;428
MV;Summe;1962 - 1976;FDP;21595;74;3791;1454;739;13839;622;249;;828;328;134
MV;Summe;1962 - 1976;DIE LINKE;22757;45;596;2467;526;317;17549;735;;522;158;84
MV;Summe;1962 - 1976;GRÜNE;16865;47;642;3511;53;224;1152;10834;;403;11;68
MV;Summe;1962 - 1976;CSU;;;;;;;;;;;;
MV;Summe;1962 - 1976;Sonstige;20526;316;1185;1419;1843;1147;1469;458;;12689;3869;4346
MV;Summe;1962 - 1976;dar. FREIE WÄHLER;3860;47;221;229;179;252;107;23;;2801;2597;99
MV;Summe;1962 - 1976;dar. dieBasis;5648;15;145;164;606;147;191;75;;4305;276;3881
MV;Summe;1952 - 1961;Summe;205305;4063;42930;64393;35696;11465;28336;8884;;9538;4057;2240
MV;Summe;1952 - 1961;Ungültig;3793;2474;419;337;267;91;51;21;;134;;23
MV;Summe;1952 - 1961;CDU;38799;164;34420;1657;740;880;451;81;;405;163;31
MV;Summe;1952 - 1961;SPD;68308;730;3372;55060;865;847;4753;1631;;1050;499;65
MV;Summe;1952 - 1961;AfD;35273;234;1191;914;31597;561;302;41;;434;138;185
MV;Summe;1952 - 1961;FDP;12764;;2051;993;498;8382;279;187;;375;182;79
MV;Summe;1952 - 1961;DIE LINKE;26126;158;524;2828;403;223;20872;629;;487;258;30
MV;Summe;1952 - 1961;GRÜNE;9459;18;312;1874;11;160;916;6019;;150;82;
MV;Summe;1952 - 1961;CSU;;;;;;;;;;;;
MV;Summe;1952 - 1961;Sonstige;10783;286;641;730;1315;322;711;274;;6504;2733;1828
MV;Summe;1952 - 1961;dar. FREIE WÄHLER;3001;;107;228;142;86;101;31;;2307;2138;33
MV;Summe;1952 - 1961;dar. dieBasis;2571;90;132;55;293;59;158;;;1786;87;1634
MV;Summe;1951 und früher;Summe;209426;5773;50044;79957;21523;7021;33466;6280;;5362;1884;1400
MV;Summe;1951 und früher;Ungültig;6116;3119;984;1159;296;51;397;17;;93;;22
MV;Summe;1951 und früher;CDU;45332;600;41069;1367;521;803;641;139;;192;55;
MV;Summe;1951 und früher;SPD;85393;1183;3779;69633;968;536;6780;1622;;893;371;113
MV;Summe;1951 und früher;AfD;21583;258;768;795;18881;254;311;53;;262;39;135
MV;Summe;1951 und früher;FDP;8250;64;1966;812;229;4881;156;44;;99;70;18
MV;Summe;1951 und früher;DIE LINKE;30178;191;733;4128;195;151;24187;327;;266;31;86
MV;Summe;1951 und früher;GRÜNE;6490;89;271;1651;18;101;410;3863;;88;;47
MV;Summe;1951 und früher;CSU;;;;;;;;;;;;
MV;Summe;1951 und früher;Sonstige;6085;270;475;412;414;245;586;215;;3468;1317;979
MV;Summe;1951 und früher;dar. FREIE WÄHLER;1448;31;38;114;26;29;98;13;;1098;1030;
MV;Summe;1951 und früher;dar. dieBasis;1280;;46;;127;11;107;;;989;83;853
MV;m;Summe;Summe;451090;7219;84003;116380;104012;31932;55256;27076;;25212;8117;6323
MV;m;Summe;Ungültig;6737;4707;636;565;419;97;175;17;;122;;41
MV;m;Summe;CDU;75248;400;65789;2899;2074;2188;936;302;;660;258;45
MV;m;Summe;SPD;116918;785;5230;93879;2479;1834;7900;3220;;1590;658;175
MV;m;Summe;AfD;100798;287;3255;2138;91452;1197;805;172;;1493;459;586
MV;m;Summe;FDP;38114;86;6113;3012;1665;24458;908;540;;1330;456;180
MV;m;Summe;DIE LINKE;48271;203;769;5316;894;370;38517;1258;;944;276;76
MV;m;Summe;GRÜNE;31899;53;919;6544;123;283;3047;20134;;796;154;96
MV;m;Summe;CSU;;;;;;;;;;;;
MV;m;Summe;Sonstige;33105;698;1291;2028;4904;1506;2969;1433;;18276;5856;5124
MV;m;Summe;dar. FREIE WÄHLER;5889;29;140;313;415;335;171;33;;4452;4013;196
MV;m;Summe;dar. dieBasis;6411;47;115;107;896;126;267;61;;4792;326;4310
MV;m;1997 - 2003;Summe;25867;482;2852;4567;4248;5032;3182;3358;;2146;382;303
MV;m;1997 - 2003;Ungültig;437;372;;46;19;;;;;;;
MV;m;1997 - 2003;CDU;1985;;1511;166;81;90;52;42;;43;;
MV;m;1997 - 2003;SPD;3621;27;213;2579;93;222;170;256;;60;26;
MV;m;1997 - 2003;AfD;3888;;292;89;3238;157;30;22;;60;38;6
MV;m;1997 - 2003;FDP;5925;;610;433;280;4106;53;154;;289;54;
MV;m;1997 - 2003;DIE LINKE;2319;;;274;36;85;1755;129;;39;9;
MV;m;1997 - 2003;GRÜNE;3672;11;101;476;17;38;549;2313;;168;15;
MV;m;1997 - 2003;CSU;;;;;;;;;;;;
MV;m;1997 - 2003;Sonstige;4021;73;126;504;484;334;572;442;;1486;239;297
MV;m;1997 - 2003;dar. FREIE WÄHLER;329;;17;;51;80;18;;;163;133;18
MV;m;1997 - 2003;dar. dieBasis;311;;;;55;17;;20;;220;15;193
MV;m;1987 - 1996;Summe;46032;507;5132;8631;11418;5066;4638;6113;;4528;1335;723
MV;m;1987 - 1996;Ungültig;429;392;20;17;;;;;;;;
MV;m;1987 - 1996;CDU;4311;42;3302;369;163;297;61;36;;42;15;
MV;m;1987 - 1996;SPD;7379;34;470;5377;331;300;328;405;;134;16;30
MV;m;1987 - 1996;AfD;10594;14;274;224;9558;184;37;42;;260;103;81
MV;m;1987 - 1996;FDP;5883;;623;573;338;3806;190;147;;206;62;60
MV;m;1987 - 1996;DIE LINKE;3689;;35;403;50;48;2723;206;;224;19;
MV;m;1987 - 1996;GRÜNE;7274;;104;1306;;56;760;4835;;212;44;26
MV;m;1987 - 1996;CSU;;;;;;;;;;;;
MV;m;1987 - 1996;Sonstige;6474;25;304;361;977;375;540;442;;3450;1076;525
MV;m;1987 - 1996;dar. FREIE WÄHLER;894;;5;48;52;90;9;;;690;616;31
MV;m;1987 - 1996;dar. dieBasis;759;;5;;157;34;27;;;536;94;395
MV;m;1977 - 1986;Summe;67191;910;10956;12120;20301;5200;6401;5254;;6049;1505;1837
MV;m;1977 - 1986;Ungültig;781;734;;;16;15;16;;;;;
MV;m;1977 - 1986;CDU;9811;19;8163;509;454;359;147;52;;107;52;
MV;m;1977 - 1986;SPD;11984;57;608;8990;399;340;685;571;;333;99;25
MV;m;1977 - 1986;AfD;19378;;714;326;17561;209;123;15;;430;145;146
MV;m;1977 - 1986;FDP;6153;5;924;444;349;3877;183;95;;276;64;69
MV;m;1977 - 1986;DIE LINKE;4892;20;66;253;160;54;3991;193;;154;5;11
MV;m;1977 - 1986;GRÜNE;6323;;256;1221;25;35;568;4058;;161;17;44
MV;m;1977 - 1986;CSU;;;;;;;;;;;;
MV;m;1977 - 1986;Sonstige;7869;75;225;376;1337;311;687;269;;4589;1123;1542
MV;m;1977 - 1986;dar. FREIE WÄHLER;1097;14;;34;77;11;20;;;943;702;115
MV;m;1977 - 1986;dar. dieBasis;1713;;27;19;231;17;26;;;1393;80;1291
MV;m;1962 - 1976;Summe;120507;1608;25040;27169;33250;8574;11626;6092;;7147;2443;2058
MV;m;1962 - 1976;Ungültig;1411;970;103;56;159;63;;17;;44;;18
MV;m;1962 - 1976;CDU;22113;63;19311;671;513;761;330;124;;340;176;27
MV;m;1962 - 1976;SPD;27112;218;1647;21608;578;409;1476;824;;351;141;76
MV;m;1962 - 1976;AfD;32691;20;870;573;30117;288;290;40;;493;92;238
MV;m;1962 - 1976;FDP;11050;59;2219;818;462;6627;354;90;;422;191;39
MV;m;1962 - 1976;DIE LINKE;10542;27;275;1341;325;74;7968;269;;263;97;33
MV;m;1962 - 1976;GRÜNE;7464;25;268;1682;53;69;569;4612;;185;11;25
MV;m;1962 - 1976;CSU;;;;;;;;;;;;
MV;m;1962 - 1976;Sonstige;8123;227;348;419;1042;283;639;117;;5048;1735;1601
MV;m;1962 - 1976;dar. FREIE WÄHLER;1579;15;53;86;146;69;26;13;;1172;1140;11
MV;m;1962 - 1976;dar. dieBasis;2140;15;9;52;283;48;106;41;;1585;95;1450
MV;m;1952 - 1961;Summe;99080;1848;19833;29204;22052;5068;13478;3979;;3619;1777;926
MV;m;1952 - 1961;Ungültig;1718;1271;135;99;139;;15;;;60;;23
MV;m;1952 - 1961;CDU;18279;29;16509;585;506;427;122;15;;85;15;18
MV;m;1952 - 1961;SPD;30320;221;1071;24842;501;392;2125;688;;480;251;37
MV;m;1952 - 1961;AfD;21262;93;608;423;19662;201;146;;;129;66;37
MV;m;1952 - 1961;FDP;5658;;997;458;172;3823;45;38;;126;84;11
MV;m;1952 - 1961;DIE LINKE;12622;58;148;1338;191;62;10370;306;;150;132;
MV;m;1952 - 1961;GRÜNE;4679;18;125;1163;11;33;442;2818;;70;67;
MV;m;1952 - 1961;CSU;;;;;;;;;;;;
MV;m;1952 - 1961;Sonstige;4542;158;240;296;869;130;213;115;;2521;1163;800
MV;m;1952 - 1961;dar. FREIE WÄHLER;1408;;63;131;78;70;29;19;;1017;955;20
MV;m;1952 - 1961;dar. dieBasis;1031;32;74;36;125;;18;;;746;19;708
MV;m;1951 und früher;Summe;92414;1864;20190;34690;12743;2993;15931;2280;;1723;676;477
MV;m;1951 und früher;Ungültig;1961;969;379;346;87;19;144;;;18;;
MV;m;1951 und früher;CDU;18748;247;16993;598;356;254;223;33;;44;;
MV;m;1951 und früher;SPD;36502;228;1221;30483;577;171;3116;475;;232;125;7
MV;m;1951 und früher;AfD;12986;161;497;502;11315;159;178;53;;121;15;78
MV;m;1951 und früher;FDP;3445;23;741;286;64;2219;83;18;;11;;
MV;m;1951 und früher;DIE LINKE;14208;97;245;1706;133;47;11710;155;;115;15;32
MV;m;1951 und früher;GRÜNE;2487;;65;696;18;51;159;1498;;;;
MV;m;1951 und früher;CSU;;;;;;;;;;;;
MV;m;1951 und früher;Sonstige;2077;139;48;73;194;74;318;49;;1182;522;360
MV;m;1951 und früher;dar. FREIE WÄHLER;581;;3;15;11;15;70;;;467;467;
MV;m;1951 und früher;dar. dieBasis;456;;;;45;11;90;;;311;23;273
MV;w;Summe;Summe;483950;9735;96666;145028;65965;34396;60777;35588;;35795;10365;9092
MV;w;Summe;Ungültig;9444;5836;1043;1259;501;161;365;39;;240;31;46
MV;w;Summe;CDU;84855;588;73335;3920;1252;2542;1450;556;;1212;545;59
MV;w;Summe;SPD;150450;1768;8959;117492;1991;2344;9817;4795;;3283;1183;414
MV;w;Summe;AfD;64544;443;2192;1937;56175;1523;702;124;;1449;385;579
MV;w;Summe;FDP;37441;120;5698;3029;1457;23962;999;761;;1414;577;249
MV;w;Summe;DIE LINKE;53464;251;1453;6265;624;807;40800;1764;;1502;270;252
MV;w;Summe;GRÜNE;40057;128;1367;7326;56;684;3489;25717;;1290;90;107
MV;w;Summe;CSU;;;;;;;;;;;;
MV;w;Summe;Sonstige;43695;600;2619;3799;3909;2373;3156;1833;;25406;7283;7386
MV;w;Summe;dar. FREIE WÄHLER;7455;63;315;602;430;377;267;54;;5348;4678;143
MV;w;Summe;dar. dieBasis;9925;102;342;363;1022;297;398;55;;7345;484;6530
MV;w;1997 - 2003;Summe;26187;393;2481;5103;3134;3354;3531;5063;;3127;507;472
MV;w;1997 - 2003;Ungültig;293;253;;;;17;;;;23;;
MV;w;1997 - 2003;CDU;1979;;1358;213;109;136;15;47;;102;18;10
MV;w;1997 - 2003;SPD;4601;5;339;3105;78;321;307;225;;220;40;
MV;w;1997 - 2003;AfD;2790;;103;27;2436;157;18;15;;34;18;
MV;w;1997 - 2003;FDP;3535;42;313;291;195;2304;71;151;;168;102;11
MV;w;1997 - 2003;DIE LINKE;2845;18;30;211;17;71;1936;305;;258;30;16
MV;w;1997 - 2003;GRÜNE;5833;;102;832;;82;606;3903;;307;14;
MV;w;1997 - 2003;CSU;;;;;;;;;;;;
MV;w;1997 - 2003;Sonstige;4311;77;237;424;299;266;578;418;;2014;285;435
MV;w;1997 - 2003;dar. FREIE WÄHLER;165;;;34;;25;;;;105;82;
MV;w;1997 - 2003;dar. dieBasis;619;;31;15;43;19;84;15;;412;21;369
MV;w;1987 - 1996;Summe;45879;371;6058;10173;7796;4077;5078;6595;;5731;1599;1155
MV;w;1987 - 1996;Ungültig;417;289;;;107;21;;;;;;
MV;w;1987 - 1996;CDU;4895;;3826;257;132;284;190;34;;173;125;
MV;w;1987 - 1996;SPD;9164;;820;6564;234;200;535;480;;331;50;57
MV;w;1987 - 1996;AfD;7165;23;243;232;6144;179;105;36;;204;65;37
MV;w;1987 - 1996;FDP;4465;;496;521;194;2744;169;157;;185;56;17
MV;w;1987 - 1996;DIE LINKE;3683;7;97;435;63;85;2534;327;;135;;26
MV;w;1987 - 1996;GRÜNE;8128;;235;1311;56;129;901;5167;;327;41;
MV;w;1987 - 1996;CSU;;;;;;;;;;;;
MV;w;1987 - 1996;Sonstige;7959;52;341;852;865;435;644;394;;4376;1261;1018
MV;w;1987 - 1996;dar. FREIE WÄHLER;1105;;15;73;82;75;40;;;821;672;15
MV;w;1987 - 1996;dar. dieBasis;1272;;38;99;94;48;23;7;;962;46;857
MV;w;1977 - 1986;Summe;68080;1242;11267;16863;13180;6284;6067;6111;;7064;1730;1943
MV;w;1977 - 1986;Ungültig;965;866;12;63;24;;;;;;;
MV;w;1977 - 1986;CDU;9572;23;7907;694;240;339;160;91;;119;45;
MV;w;1977 - 1986;SPD;16085;116;1152;12107;348;426;905;518;;513;151;121
MV;w;1977 - 1986;AfD;12542;61;377;460;10921;310;37;;;377;128;147
MV;w;1977 - 1986;FDP;6984;22;1038;520;300;4481;185;118;;319;114;42
MV;w;1977 - 1986;DIE LINKE;5247;15;140;581;68;142;3769;171;;362;37;74
MV;w;1977 - 1986;GRÜNE;7913;18;264;1688;;141;675;4859;;268;20;18
MV;w;1977 - 1986;CSU;;;;;;;;;;;;
MV;w;1977 - 1986;Sonstige;8772;122;377;750;1278;445;338;355;;5107;1237;1541
MV;w;1977 - 1986;dar. FREIE WÄHLER;1444;;52;155;236;63;46;20;;873;721;27
MV;w;1977 - 1986;dar. dieBasis;2163;44;33;119;313;72;48;;;1534;108;1367
MV;w;1962 - 1976;Summe;120567;1603;23908;32433;19432;10254;13707;8914;;10315;3042;3284
MV;w;1962 - 1976;Ungültig;1539;1075;142;146;33;;76;;;67;31;23
MV;w;1962 - 1976;CDU;21304;77;18257;916;371;783;338;212;;350;153;35
MV;w;1962 - 1976;SPD;33721;185;1789;26347;576;576;1778;1482;;988;448;102
MV;w;1962 - 1976;AfD;19438;123;615;434;17173;421;253;32;;388;77;190
MV;w;1962 - 1976;FDP;10545;15;1572;636;277;7212;268;160;;406;137;95
MV;w;1962 - 1976;DIE LINKE;12215;18;322;1125;201;242;9581;466;;259;61;51
MV;w;1962 - 1976;GRÜNE;9401;22;374;1829;;154;582;6222;;218;;42
MV;w;1962 - 1976;CSU;;;;;;;;;;;;
MV;w;1962 - 1976;Sonstige;12403;89;837;1000;801;864;830;341;;7641;2134;2745
MV;w;1962 - 1976;dar. FREIE WÄHLER;2281;32;168;144;34;184;81;10;;1629;1457;89
MV;w;1962 - 1976;dar. dieBasis;3507;;136;112;323;100;84;34;;2720;181;2430
MV;w;1952 - 1961;Summe;106225;2215;23097;35189;13644;6398;14858;4905;;5919;2280;1314
MV;w;1952 - 1961;Ungültig;2075;1203;284;237;128;91;36;21;;74;;
MV;w;1952 - 1961;CDU;20520;135;17911;1072;234;453;329;66;;320;148;13
MV;w;1952 - 1961;SPD;37988;509;2301;30218;363;455;2628;944;;569;249;28
MV;w;1952 - 1961;AfD;14011;140;583;491;11935;360;156;41;;305;72;148
MV;w;1952 - 1961;FDP;7106;;1055;535;325;4559;234;149;;249;99;67
MV;w;1952 - 1961;DIE LINKE;13504;100;376;1490;213;161;10503;323;;338;126;30
MV;w;1952 - 1961;GRÜNE;4780;;186;711;;127;474;3201;;80;15;
MV;w;1952 - 1961;CSU;;;;;;;;;;;;
MV;w;1952 - 1961;Sonstige;6241;128;400;434;446;192;498;159;;3983;1571;1028
MV;w;1952 - 1961;dar. FREIE WÄHLER;1593;;44;97;63;16;72;11;;1289;1184;13
MV;w;1952 - 1961;dar. dieBasis;1541;58;58;19;167;59;141;;;1039;68;926
MV;w;1951 und früher;Summe;117012;3909;29854;45267;8780;4028;17536;4000;;3639;1208;923
MV;w;1951 und früher;Ungültig;4155;2150;605;813;209;32;253;17;;76;;22
MV;w;1951 und früher;CDU;26584;353;24076;769;165;549;417;106;;149;55;
MV;w;1951 und früher;SPD;48891;955;2558;39150;391;365;3664;1146;;662;246;105
MV;w;1951 und früher;AfD;8597;97;271;293;7566;95;134;;;141;25;57
MV;w;1951 und früher;FDP;4805;41;1224;526;166;2662;73;26;;87;70;18
MV;w;1951 und früher;DIE LINKE;15970;94;488;2423;62;104;12476;172;;151;17;54
MV;w;1951 und früher;GRÜNE;4003;89;206;954;;50;251;2365;;88;;47
MV;w;1951 und früher;CSU;;;;;;;;;;;;
MV;w;1951 und früher;Sonstige;4008;131;426;339;220;171;268;167;;2285;795;620
MV;w;1951 und früher;dar. FREIE WÄHLER;867;31;35;99;15;15;28;13;;631;562;
MV;w;1951 und früher;dar. dieBasis;823;;46;;82;;18;;;678;60;580
SN;Summe;Summe;Summe;2488954;29375;546282;410769;632881;220062;282800;171384;;195401;66844;45040
SN;Summe;Summe;Ungültig;26057;19884;1934;896;1195;304;574;327;;944;321;123
SN;Summe;Summe;CDU;422879;1369;362174;13545;15098;15429;4251;3289;;7724;3703;492
SN;Summe;Summe;SPD;474804;1703;58525;310700;13533;13034;40853;23147;;13309;5778;1386
SN;Summe;Summe;AfD;607044;835;16331;9013;546375;12182;5158;496;;16654;4742;4985
SN;Summe;Summe;FDP;271166;810;58988;14152;21196;154742;4313;3815;;13149;5740;2176
SN;Summe;Summe;DIE LINKE;230012;808;9133;20805;4499;3396;174869;9591;;6911;1390;855
SN;Summe;Summe;GRÜNE;212320;545;19807;25666;664;3595;35083;120649;;6311;1043;399
SN;Summe;Summe;CSU;;;;;;;;;;;;
SN;Summe;Summe;Sonstige;244672;3420;19390;15993;30322;17380;17699;10070;;130398;44125;34624
SN;Summe;Summe;dar. FREIE WÄHLER;56654;307;4844;3237;4401;4466;1798;628;;36973;32111;1435
SN;Summe;Summe;dar. dieBasis;38090;;660;600;4864;1169;1177;393;;29226;961;26694
SN;Summe;1997 - 2003;Summe;154102;1498;18706;16400;26233;24548;25983;23867;;16866;3581;2498
SN;Summe;1997 - 2003;Ungültig;1124;913;;;82;23;29;31;;46;46;
SN;Summe;1997 - 2003;CDU;9700;;6982;693;729;664;156;166;;309;155;
SN;Summe;1997 - 2003;SPD;15257;31;2329;7489;421;1099;1548;1570;;770;172;99
SN;Summe;1997 - 2003;AfD;23343;;620;447;20496;1032;78;;;669;190;187
SN;Summe;1997 - 2003;FDP;29787;35;4381;1649;2164;18253;517;878;;1910;463;300
SN;Summe;1997 - 2003;DIE LINKE;18604;43;419;1148;;300;14011;1807;;877;;30
SN;Summe;1997 - 2003;GRÜNE;30278;70;2126;2777;;579;6797;16965;;964;;
SN;Summe;1997 - 2003;CSU;;;;;;;;;;;;
SN;Summe;1997 - 2003;Sonstige;26009;406;1850;2196;2341;2599;2846;2450;;11321;2555;1881
SN;Summe;1997 - 2003;dar. FREIE WÄHLER;2924;;309;340;251;444;203;10;;1367;1210;48
SN;Summe;1997 - 2003;dar. dieBasis;1648;;32;;241;28;;41;;1306;67;1164
SN;Summe;1987 - 1996;Summe;276070;2814;31392;31028;65357;30353;45876;37935;;31316;8639;6641
SN;Summe;1987 - 1996;Ungültig;2182;1980;87;;48;;;;;66;;
SN;Summe;1987 - 1996;CDU;18595;20;14123;725;1088;1232;237;314;;856;486;71
SN;Summe;1987 - 1996;SPD;32743;54;3713;18648;1245;1646;3325;2965;;1147;341;
SN;Summe;1987 - 1996;AfD;60328;53;1173;652;54554;1713;261;;;1921;721;477
SN;Summe;1987 - 1996;FDP;35746;95;6335;1483;2651;21730;518;875;;2059;731;464
SN;Summe;1987 - 1996;DIE LINKE;32615;107;578;1881;205;267;25443;2680;;1455;134;63
SN;Summe;1987 - 1996;GRÜNE;50066;117;2474;4551;107;648;12483;28065;;1622;200;57
SN;Summe;1987 - 1996;CSU;;;;;;;;;;;;
SN;Summe;1987 - 1996;Sonstige;43795;388;2908;3087;5459;3117;3610;3035;;22190;6026;5509
SN;Summe;1987 - 1996;dar. FREIE WÄHLER;7923;35;784;552;738;556;153;61;;5043;4004;188
SN;Summe;1987 - 1996;dar. dieBasis;5427;;147;65;435;170;177;65;;4369;182;3814
SN;Summe;1977 - 1986;Summe;376483;3195;65305;42986;112944;37838;34312;37681;;42223;13542;10228
SN;Summe;1977 - 1986;Ungültig;2655;2112;32;64;127;15;36;47;;222;91;31
SN;Summe;1977 - 1986;CDU;44982;;35430;1489;2359;2829;452;791;;1630;1041;130
SN;Summe;1977 - 1986;SPD;49482;15;7125;28162;1405;2028;3735;4543;;2470;1067;395
SN;Summe;1977 - 1986;AfD;107700;106;2909;1663;96842;1961;556;125;;3538;749;899
SN;Summe;1977 - 1986;FDP;45128;157;9641;2294;3695;25933;351;442;;2614;1282;350
SN;Summe;1977 - 1986;DIE LINKE;26686;154;1150;1315;573;495;19563;1848;;1587;410;233
SN;Summe;1977 - 1986;GRÜNE;48541;171;5400;5539;185;757;6570;28210;;1709;425;156
SN;Summe;1977 - 1986;CSU;;;;;;;;;;;;
SN;Summe;1977 - 1986;Sonstige;51310;480;3617;2460;7758;3820;3048;1674;;28453;8477;8032
SN;Summe;1977 - 1986;dar. FREIE WÄHLER;10227;;802;309;1002;1057;194;87;;6777;5549;526
SN;Summe;1977 - 1986;dar. dieBasis;8623;;71;63;1270;386;267;44;;6522;177;5998
SN;Summe;1962 - 1976;Summe;618843;5593;133448;77943;193259;61509;53492;37964;;55634;19901;15422
SN;Summe;1962 - 1976;Ungültig;4564;3593;192;108;283;109;169;;;110;26;59
SN;Summe;1962 - 1976;CDU;100104;294;85374;2333;4143;4338;715;902;;2005;866;174
SN;Summe;1962 - 1976;SPD;94312;205;13715;57505;2802;2804;8123;5569;;3589;1508;409
SN;Summe;1962 - 1976;AfD;190074;253;5000;2132;171045;4158;1321;31;;6135;1850;2334
SN;Summe;1962 - 1976;FDP;76592;295;16959;3153;6074;44021;984;980;;4125;1993;740
SN;Summe;1962 - 1976;DIE LINKE;43803;131;2092;3920;1224;842;32424;1699;;1471;322;254
SN;Summe;1962 - 1976;GRÜNE;45657;45;4895;5220;118;979;5925;27148;;1326;205;122
SN;Summe;1962 - 1976;CSU;;;;;;;;;;;;
SN;Summe;1962 - 1976;Sonstige;63737;777;5220;3572;7570;4259;3831;1634;;36874;13131;11332
SN;Summe;1962 - 1976;dar. FREIE WÄHLER;16884;93;1482;870;1082;1384;536;256;;11182;9829;279
SN;Summe;1962 - 1976;dar. dieBasis;13435;;108;259;1717;385;401;167;;10399;358;9467
SN;Summe;1952 - 1961;Summe;478020;6943;117303;89746;134263;33572;48951;17672;;29570;13026;6756
SN;Summe;1952 - 1961;Ungültig;6315;4884;473;223;197;43;121;119;;254;78;
SN;Summe;1952 - 1961;CDU;96056;344;83605;3260;3386;2865;898;552;;1145;659;77
SN;Summe;1952 - 1961;SPD;105782;576;11976;71949;3233;2571;8951;3805;;2721;1455;202
SN;Summe;1952 - 1961;AfD;128871;293;3189;1606;117605;1843;1168;220;;2946;811;802
