# (c) Der Bundeswahlleiter, Statistisches Bundesamt (Destatis), 2022;;;;;;;;;;;;;;;
# Datenlizenz Deutschland – Namensnennung – Version 2.0 (https://www.govdata.de/dl-de/by-2-0);;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
# Wahl zum 20. Deutschen Bundestag (26. September 2021);;;;;;;;;;;;;;;
# Ergebnisse der repräsentativen Wahlstatistik;;;;;;;;;;;;;;;
# Stimmabgabe in der Kombination der Erst- und Zweitstimmen nach Geschlecht und Geburtsjahresgruppen in den Ländern;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
# Die Ergebnisse der Männer beinhalten auch die Ergebnisse der Personen mit dem Geschlechtsmerkmal 'divers' als auch derjenigen ohne Geschlechtseintrag im Geburtenregister.;;;;;;;;;;;;;;;
# Erläuterungen zur Methodik siehe Dokument 'Allgemeine und methodische Hinweise zur repräsentativen Wahlstatistik der Bundestagswahl 2021'.;;;;;;;;;;;;;;;
# Durch Auf- bzw. Abrundungen können sich in der Endsumme geringfügige Abweichungen ergeben.;;;;;;;;;;;;;;;
# Aus methodischen Gründen weichen in einigen Ländern die Summen der Parteien geringfügig vom amtlichen Endergebnis ab.;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
Land;Geschlecht;Geburtsjahresgruppe;Partei Zweitstimme;Erststimme: Summe;Erststimme: Ungültig;Erststimme: CDU;Erststimme: SPD;Erststimme: AfD;Erststimme: FDP;Erststimme: DIE LINKE;Erststimme: GRÜNE;Erststimme: CSU;Erststimme: Sonstige;Erststimme: dar. FREIE WÄHLER;Erststimme: dar. dieBasis
BE-W;w;1952 - 1961;SPD;24783;409;824;20165;202;218;514;1973;;478;188;144
BE-W;w;1952 - 1961;AfD;5065;171;323;242;3962;;44;;;323;7;316
BE-W;w;1952 - 1961;FDP;6313;32;1342;424;298;3905;;103;;210;80;21
BE-W;w;1952 - 1961;DIE LINKE;3925;185;;803;77;120;2312;337;;91;;57
BE-W;w;1952 - 1961;GRÜNE;13994;52;448;1694;;101;638;10955;;106;;
BE-W;w;1952 - 1961;CSU;;;;;;;;;;;;
BE-W;w;1952 - 1961;Sonstige;5027;119;66;501;176;376;190;307;;3292;503;327
BE-W;w;1952 - 1961;dar. FREIE WÄHLER;600;42;;30;;42;;35;;452;294;116
BE-W;w;1952 - 1961;dar. dieBasis;;;;;;;;;;;;
BE-W;w;1951 und früher;Summe;128101;5773;46231;46078;4324;7097;2976;10494;;5128;884;783
BE-W;w;1951 und früher;Ungültig;5323;1997;1204;1474;36;268;36;208;;100;;100
BE-W;w;1951 und früher;CDU;42932;2023;38171;1037;185;770;;332;;414;197;
BE-W;w;1951 und früher;SPD;44668;864;2089;39159;185;162;442;1470;;296;234;30
BE-W;w;1951 und früher;AfD;5293;123;610;201;3785;231;;;;343;109;218
BE-W;w;1951 und früher;FDP;9505;301;2785;703;70;5343;;48;;255;125;75
BE-W;w;1951 und früher;DIE LINKE;3521;113;118;539;;110;2164;298;;181;;
BE-W;w;1951 und früher;GRÜNE;11282;36;574;2437;;21;196;7948;;71;;71
BE-W;w;1951 und früher;CSU;;;;;;;;;;;;
BE-W;w;1951 und früher;Sonstige;5577;317;680;527;62;191;139;191;;3469;219;289
BE-W;w;1951 und früher;dar. FREIE WÄHLER;574;42;233;94;;;;;;206;155;50
BE-W;w;1951 und früher;dar. dieBasis;;;;;;;;;;;;
BB;Summe;Summe;Summe;1549464;21706;283668;437753;279978;121094;142628;120005;;142632;49309;26594
BB;Summe;Summe;Ungültig;19821;15660;1133;1092;906;271;375;135;;249;41;44
BB;Summe;Summe;CDU;233891;881;196950;11580;7066;9240;1412;2116;;4645;2571;323
BB;Summe;Summe;SPD;450573;1962;29816;348888;8547;9255;24147;14911;;13046;6634;657
BB;Summe;Summe;AfD;277412;635;11612;6997;240145;6305;1618;264;;9835;2530;3711
BB;Summe;Summe;FDP;142426;445;26666;13186;6721;82518;2025;2295;;8570;3950;1022
BB;Summe;Summe;DIE LINKE;129762;322;2320;19649;2085;1664;92753;6136;;4833;1180;485
BB;Summe;Summe;GRÜNE;137472;620;5916;24527;415;2398;10427;87654;;5514;1020;183
BB;Summe;Summe;CSU;;;;;;;;;;;;
BB;Summe;Summe;Sonstige;158107;1182;9253;11834;14093;9444;9870;6493;;95939;31383;20168
BB;Summe;Summe;dar. FREIE WÄHLER;40509;293;2833;2437;2524;2320;1235;395;;28472;24498;471
BB;Summe;Summe;dar. dieBasis;23062;;508;544;2118;734;323;267;;18569;484;16872
BB;Summe;1997 - 2003;Summe;89016;841;10233;15850;11472;14574;8862;14729;;12455;1943;1609
BB;Summe;1997 - 2003;Ungültig;760;664;20;;;;38;;;38;;
BB;Summe;1997 - 2003;CDU;7128;;4984;714;134;907;104;122;;164;;44
BB;Summe;1997 - 2003;SPD;12404;;1338;7705;488;751;406;1069;;648;86;32
BB;Summe;1997 - 2003;AfD;11077;50;545;208;9021;632;80;32;;509;79;155
BB;Summe;1997 - 2003;FDP;16363;8;2197;1702;764;9779;223;434;;1256;340;14
BB;Summe;1997 - 2003;DIE LINKE;8438;37;170;1207;42;265;4781;1318;;619;52;134
BB;Summe;1997 - 2003;GRÜNE;16828;;475;2751;57;374;1820;10317;;1033;28;
BB;Summe;1997 - 2003;CSU;;;;;;;;;;;;
BB;Summe;1997 - 2003;Sonstige;16018;83;505;1562;966;1866;1409;1438;;8189;1359;1230
BB;Summe;1997 - 2003;dar. FREIE WÄHLER;1737;;130;127;73;314;95;27;;971;751;39
BB;Summe;1997 - 2003;dar. dieBasis;1322;;;53;160;116;35;7;;950;;778
BB;Summe;1987 - 1996;Summe;145373;1691;17786;24695;32813;16358;10745;19463;;21822;4902;4238
BB;Summe;1987 - 1996;Ungültig;1793;1411;79;57;130;35;68;;;14;;
BB;Summe;1987 - 1996;CDU;12336;13;9310;658;786;842;31;230;;466;265;
BB;Summe;1987 - 1996;SPD;22453;;1954;16019;698;808;790;1262;;922;415;40
BB;Summe;1987 - 1996;AfD;31023;94;1255;588;26798;737;144;37;;1372;325;569
BB;Summe;1987 - 1996;FDP;17964;42;2332;1645;899;11184;234;496;;1134;443;138
BB;Summe;1987 - 1996;DIE LINKE;9780;35;79;1447;393;120;5864;1177;;665;91;
BB;Summe;1987 - 1996;GRÜNE;21136;8;907;2499;77;420;1557;14549;;1119;61;46
BB;Summe;1987 - 1996;CSU;;;;;;;;;;;;
BB;Summe;1987 - 1996;Sonstige;28887;87;1871;1782;3034;2212;2058;1712;;16131;3301;3444
BB;Summe;1987 - 1996;dar. FREIE WÄHLER;4575;30;529;110;462;489;112;124;;2719;2213;85
BB;Summe;1987 - 1996;dar. dieBasis;3705;;152;48;385;85;;67;;2968;92;2570
BB;Summe;1977 - 1986;Summe;238372;2483;40947;46197;58252;21191;16892;23415;;28995;9772;5414
BB;Summe;1977 - 1986;Ungültig;2266;2065;57;24;30;50;;9;;31;31;
BB;Summe;1977 - 1986;CDU;29748;;24289;1900;814;1216;304;293;;932;520;12
BB;Summe;1977 - 1986;SPD;45827;38;4455;31672;1927;1486;1646;2007;;2595;1122;200
BB;Summe;1977 - 1986;AfD;57665;63;2402;1415;50198;1083;267;80;;2157;590;559
BB;Summe;1977 - 1986;FDP;26675;115;5393;2656;1435;14311;558;513;;1693;759;234
BB;Summe;1977 - 1986;DIE LINKE;13857;;315;1517;362;368;9748;997;;550;112;77
BB;Summe;1977 - 1986;GRÜNE;29217;28;1598;4686;73;700;2531;18306;;1294;245;36
BB;Summe;1977 - 1986;CSU;;;;;;;;;;;;
BB;Summe;1977 - 1986;Sonstige;33118;173;2438;2328;3413;1976;1838;1211;;19742;6393;4297
BB;Summe;1977 - 1986;dar. FREIE WÄHLER;7854;42;642;506;598;357;159;22;;5529;4516;145
BB;Summe;1977 - 1986;dar. dieBasis;5397;;235;171;476;246;60;54;;4155;198;3630
BB;Summe;1962 - 1976;Summe;420014;4266;80555;98451;93914;35109;32861;32704;;42154;14732;9910
BB;Summe;1962 - 1976;Ungültig;3938;3171;161;226;274;32;24;;;50;;26
BB;Summe;1962 - 1976;CDU;67404;247;56096;2893;2651;3124;479;610;;1304;672;121
BB;Summe;1962 - 1976;SPD;101136;169;7475;75049;2221;2290;5337;4980;;3615;1544;192
BB;Summe;1962 - 1976;AfD;95284;107;4011;2092;82503;2239;449;92;;3791;1056;1495
BB;Summe;1962 - 1976;FDP;41793;135;8328;3274;1785;24316;677;474;;2804;1376;504
BB;Summe;1962 - 1976;DIE LINKE;30157;49;634;3950;471;581;21680;1203;;1589;353;143
BB;Summe;1962 - 1976;GRÜNE;37884;112;1657;7726;80;659;2438;23918;;1294;339;101
BB;Summe;1962 - 1976;CSU;;;;;;;;;;;;
BB;Summe;1962 - 1976;Sonstige;42419;276;2194;3241;3929;1867;1777;1428;;27707;9391;7327
BB;Summe;1962 - 1976;dar. FREIE WÄHLER;11762;20;639;844;436;521;270;133;;8898;7896;172
BB;Summe;1962 - 1976;dar. dieBasis;8219;;84;137;716;287;109;122;;6765;81;6409
BB;Summe;1952 - 1961;Summe;316325;4440;62236;104634;51218;20577;32207;17185;;23829;11504;3651
BB;Summe;1952 - 1961;Ungültig;4221;3319;179;334;186;56;24;54;;69;;18
BB;Summe;1952 - 1961;CDU;53763;117;45958;2482;1602;1734;83;610;;1176;717;146
BB;Summe;1952 - 1961;SPD;110996;436;6327;88465;1843;2189;5944;2793;;3000;1910;194
BB;Summe;1952 - 1961;AfD;50124;109;2236;1351;43895;821;353;10;;1349;302;642
BB;Summe;1952 - 1961;FDP;24712;109;4952;2375;1196;14512;111;243;;1213;822;41
BB;Summe;1952 - 1961;DIE LINKE;30270;16;462;4774;418;209;22484;996;;912;422;131
BB;Summe;1952 - 1961;GRÜNE;18816;122;786;3493;121;177;1516;12063;;539;212;
BB;Summe;1952 - 1961;CSU;;;;;;;;;;;;
BB;Summe;1952 - 1961;Sonstige;23423;213;1336;1360;1957;878;1693;415;;15571;7120;2480
BB;Summe;1952 - 1961;dar. FREIE WÄHLER;9077;123;558;505;656;421;332;58;;6425;5712;30
BB;Summe;1952 - 1961;dar. dieBasis;2790;;29;75;201;;118;18;;2350;76;2224
BB;Summe;1951 und früher;Summe;340364;7984;71910;147927;32310;13285;41063;12508;;13377;6456;1773
BB;Summe;1951 und früher;Ungültig;6843;5030;637;452;286;97;222;72;;47;10;
BB;Summe;1951 und früher;CDU;63512;503;56313;2933;1081;1416;411;252;;603;396;
BB;Summe;1951 und früher;SPD;157756;1319;8268;129978;1371;1730;10025;2800;;2266;1557;
BB;Summe;1951 und früher;AfD;32240;212;1164;1343;27731;793;326;14;;657;178;291
BB;Summe;1951 und früher;FDP;14919;36;3465;1533;642;8416;223;136;;469;211;92
BB;Summe;1951 und früher;DIE LINKE;37261;184;661;6754;400;121;28195;446;;499;150;
BB;Summe;1951 und früher;GRÜNE;13592;350;493;3372;8;67;566;8500;;235;134;
BB;Summe;1951 und früher;CSU;;;;;;;;;;;;
BB;Summe;1951 und früher;Sonstige;14241;350;909;1561;794;645;1095;288;;8600;3819;1390
BB;Summe;1951 und früher;dar. FREIE WÄHLER;5505;78;336;344;299;219;266;32;;3930;3409;
BB;Summe;1951 und früher;dar. dieBasis;1629;;8;60;179;;;;;1381;37;1260
BB;m;Summe;Summe;752417;9359;133449;194544;168056;60329;69118;54582;;62977;23045;10418
BB;m;Summe;Ungültig;8478;6900;409;398;332;89;187;;;162;31;18
BB;m;Summe;CDU;113143;355;95482;5321;4058;4447;583;894;;2001;1028;105
BB;m;Summe;SPD;196798;676;11329;153992;4364;3883;10333;6240;;5983;3195;292
BB;m;Summe;AfD;167935;421;6513;3617;147934;3666;1074;134;;4575;1468;1499
BB;m;Summe;FDP;73001;276;13698;6275;3740;42921;780;1271;;4039;1993;475
BB;m;Summe;DIE LINKE;64291;102;838;9410;1140;589;47270;2538;;2404;511;245
BB;m;Summe;GRÜNE;64010;234;2419;11471;355;1163;5000;41009;;2359;399;58
BB;m;Summe;CSU;;;;;;;;;;;;
BB;m;Summe;Sonstige;64761;395;2761;4059;6133;3571;3891;2497;;41453;14419;7725
BB;m;Summe;dar. FREIE WÄHLER;18425;130;1102;1125;1271;920;401;138;;13339;11863;281
BB;m;Summe;dar. dieBasis;8423;;203;240;666;164;66;98;;6986;114;6551
BB;m;1997 - 2003;Summe;44977;290;5257;7845;6524;8309;4253;6333;;6167;980;429
BB;m;1997 - 2003;Ungültig;386;290;20;;;;38;;;38;;
BB;m;1997 - 2003;CDU;3395;;2341;301;99;489;75;13;;77;;13
BB;m;1997 - 2003;SPD;6060;;610;3738;205;425;238;507;;337;53;32
BB;m;1997 - 2003;AfD;6456;;408;57;5451;377;;32;;130;25;
BB;m;1997 - 2003;FDP;9842;;1303;918;493;6124;56;274;;675;189;14
BB;m;1997 - 2003;DIE LINKE;3923;;52;964;;79;2351;354;;123;17;20
BB;m;1997 - 2003;GRÜNE;7608;;283;1214;57;195;868;4529;;463;;
BB;m;1997 - 2003;CSU;;;;;;;;;;;;
BB;m;1997 - 2003;Sonstige;7307;;240;654;218;620;628;623;;4323;695;350
BB;m;1997 - 2003;dar. FREIE WÄHLER;912;;95;62;;112;32;;;611;442;39
BB;m;1997 - 2003;dar. dieBasis;421;;;53;;13;35;7;;312;;236
BB;m;1987 - 1996;Summe;72569;677;8144;11080;19192;9084;5146;8762;;10484;2345;1924
BB;m;1987 - 1996;Ungültig;663;541;;10;22;35;55;;;;;
BB;m;1987 - 1996;CDU;5868;;4484;220;439;413;;103;;209;142;
BB;m;1987 - 1996;SPD;10076;;857;7118;382;257;379;736;;348;219;
BB;m;1987 - 1996;AfD;18322;94;579;394;16152;394;81;;;629;134;288
BB;m;1987 - 1996;FDP;10572;42;1286;1158;542;6536;187;156;;665;235;110
BB;m;1987 - 1996;DIE LINKE;5030;;;747;273;66;2989;587;;368;;
BB;m;1987 - 1996;GRÜNE;9199;;297;822;77;317;674;6533;;479;;
BB;m;1987 - 1996;CSU;;;;;;;;;;;;
BB;m;1987 - 1996;Sonstige;12839;;643;610;1306;1067;782;646;;7786;1615;1526
BB;m;1987 - 1996;dar. FREIE WÄHLER;2307;;203;23;212;254;86;57;;1473;1277;28
BB;m;1987 - 1996;dar. dieBasis;1623;;67;40;161;26;;;;1329;33;1196
BB;m;1977 - 1986;Summe;117928;1388;18942;21338;33695;10809;8106;10543;;13107;4597;2170
BB;m;1977 - 1986;Ungültig;1102;1050;;;22;;;;;31;31;
BB;m;1977 - 1986;CDU;14724;;11933;1163;319;670;57;63;;519;204;
BB;m;1977 - 1986;SPD;20314;30;1680;14527;799;619;599;651;;1408;640;151
BB;m;1977 - 1986;AfD;33919;63;1329;706;29943;707;154;12;;1006;298;128
BB;m;1977 - 1986;FDP;13427;115;2495;1180;646;7593;278;348;;771;328;83
BB;m;1977 - 1986;DIE LINKE;6782;;135;497;210;93;5082;475;;290;;28
BB;m;1977 - 1986;GRÜNE;13676;28;677;2353;43;297;1126;8564;;588;106;36
BB;m;1977 - 1986;CSU;;;;;;;;;;;;
BB;m;1977 - 1986;Sonstige;13983;101;692;911;1715;831;810;429;;8494;2990;1744
BB;m;1977 - 1986;dar. FREIE WÄHLER;3811;42;279;278;350;101;70;;;2691;2333;89
BB;m;1977 - 1986;dar. dieBasis;1904;;98;78;67;99;;;;1562;14;1460
BB;m;1962 - 1976;Summe;208498;1670;40793;43395;58668;16733;14934;15191;;17113;6682;3796
BB;m;1962 - 1976;Ungültig;1596;1309;94;92;78;;;;;24;;
BB;m;1962 - 1976;CDU;34193;156;29052;1150;1492;1531;200;285;;328;155;35
BB;m;1962 - 1976;SPD;44353;12;3085;33252;1167;899;2153;2187;;1598;623;62
BB;m;1962 - 1976;AfD;59935;54;2405;1174;52697;1335;320;66;;1884;727;707
BB;m;1962 - 1976;FDP;20769;35;4641;1465;1116;11866;165;222;;1260;799;223
BB;m;1962 - 1976;DIE LINKE;14194;;257;1892;287;186;10291;548;;733;137;65
BB;m;1962 - 1976;GRÜNE;17461;36;736;3289;68;252;1242;11392;;446;182;22
BB;m;1962 - 1976;CSU;;;;;;;;;;;;
BB;m;1962 - 1976;Sonstige;15997;69;525;1081;1763;664;564;490;;10841;4059;2681
BB;m;1962 - 1976;dar. FREIE WÄHLER;5044;;153;373;237;263;62;49;;3907;3477;96
BB;m;1962 - 1976;dar. dieBasis;2911;;29;25;286;26;21;91;;2433;30;2390
BB;m;1952 - 1961;Summe;153845;2091;30602;46877;30901;9536;15872;7664;;10300;5193;1568
BB;m;1952 - 1961;Ungültig;1875;1582;89;60;58;17;;;;69;;18
BB;m;1952 - 1961;CDU;27225;39;23439;1233;952;682;49;323;;509;333;57
BB;m;1952 - 1961;SPD;49186;189;2395;39651;1126;1071;2526;987;;1241;927;47
BB;m;1952 - 1961;AfD;30408;95;1317;579;27085;477;293;10;;553;146;213
BB;m;1952 - 1961;FDP;11439;84;2587;831;538;6774;26;173;;425;297;4
BB;m;1952 - 1961;DIE LINKE;14941;;123;2332;204;91;11268;330;;593;207;131
BB;m;1952 - 1961;GRÜNE;9309;45;257;1847;103;93;965;5666;;333;111;
BB;m;1952 - 1961;CSU;;;;;;;;;;;;
BB;m;1952 - 1961;Sonstige;9463;58;396;343;836;332;745;176;;6578;3173;1099
BB;m;1952 - 1961;dar. FREIE WÄHLER;3897;58;239;196;329;140;113;;;2822;2669;30
BB;m;1952 - 1961;dar. dieBasis;1048;;;;82;;10;;;955;;955
BB;m;1951 und früher;Summe;154600;3243;29711;64009;19076;5859;20807;6090;;5806;3248;531
BB;m;1951 und früher;Ungültig;2856;2129;206;236;152;37;94;;;;;
BB;m;1951 und früher;CDU;27738;161;24234;1255;757;662;202;107;;360;194;
BB;m;1951 und früher;SPD;66809;445;2702;55705;684;612;4438;1171;;1051;733;
BB;m;1951 und früher;AfD;18895;114;477;707;16607;377;226;14;;373;138;164
BB;m;1951 und früher;FDP;6952;;1385;723;405;4028;69;98;;244;146;41
BB;m;1951 und früher;DIE LINKE;19421;102;271;2978;167;74;15290;242;;296;150;
BB;m;1951 und früher;GRÜNE;6757;125;170;1945;8;10;124;4325;;50;;
BB;m;1951 und früher;CSU;;;;;;;;;;;;
BB;m;1951 und früher;Sonstige;5172;166;265;460;295;57;363;134;;3432;1887;326
BB;m;1951 und früher;dar. FREIE WÄHLER;2454;30;132;193;143;50;39;32;;1834;1666;
BB;m;1951 und früher;dar. dieBasis;516;;8;43;69;;;;;395;37;313
BB;w;Summe;Summe;797047;12347;150219;243209;111922;60765;73510;65423;;79655;26265;16176
BB;w;Summe;Ungültig;11343;8760;724;694;574;182;187;135;;87;10;26
BB;w;Summe;CDU;120748;525;101468;6258;3008;4793;829;1222;;2644;1543;217
BB;w;Summe;SPD;253775;1286;18488;194896;4183;5372;13815;8672;;7063;3439;365
BB;w;Summe;AfD;109477;214;5099;3380;92211;2639;545;130;;5260;1061;2213
BB;w;Summe;FDP;69425;169;12968;6911;2981;39597;1244;1024;;4531;1957;547
BB;w;Summe;DIE LINKE;65471;220;1483;10238;945;1075;45482;3598;;2430;669;240
BB;w;Summe;GRÜNE;73462;386;3497;13056;61;1234;5427;46646;;3155;621;125
BB;w;Summe;CSU;;;;;;;;;;;;
BB;w;Summe;Sonstige;93346;787;6492;7774;7959;5873;5979;3996;;54486;16963;12443
BB;w;Summe;dar. FREIE WÄHLER;22084;163;1731;1312;1253;1400;834;257;;15134;12634;190
BB;w;Summe;dar. dieBasis;14639;;305;304;1452;570;257;169;;11582;370;10321
BB;w;1997 - 2003;Summe;44040;551;4977;8005;4948;6265;4609;8397;;6289;963;1180
BB;w;1997 - 2003;Ungültig;374;374;;;;;;;;;;
BB;w;1997 - 2003;CDU;3733;;2643;413;35;418;28;108;;87;;31
BB;w;1997 - 2003;SPD;6344;;728;3967;283;326;168;562;;311;33;
BB;w;1997 - 2003;AfD;4621;50;137;151;3569;255;80;;;378;53;155
BB;w;1997 - 2003;FDP;6521;8;894;785;271;3655;167;160;;581;151;
BB;w;1997 - 2003;DIE LINKE;4515;37;118;243;42;187;2430;963;;496;35;114
BB;w;1997 - 2003;GRÜNE;9220;;193;1537;;179;952;5789;;570;28;
BB;w;1997 - 2003;CSU;;;;;;;;;;;;
BB;w;1997 - 2003;Sonstige;8711;83;265;908;748;1245;782;815;;3865;664;879
BB;w;1997 - 2003;dar. FREIE WÄHLER;825;;35;66;73;201;64;27;;360;309;
BB;w;1997 - 2003;dar. dieBasis;901;;;;160;102;;;;638;;542
BB;w;1987 - 1996;Summe;72803;1014;9642;13615;13620;7274;5599;10702;;11338;2558;2314
BB;w;1987 - 1996;Ungültig;1130;870;79;47;108;;13;;;14;;
BB;w;1987 - 1996;CDU;6468;13;4826;438;346;429;31;127;;258;123;
BB;w;1987 - 1996;SPD;12377;;1098;8901;316;552;411;526;;574;197;40
BB;w;1987 - 1996;AfD;12701;;676;193;10646;343;63;37;;743;192;281
BB;w;1987 - 1996;FDP;7392;;1046;487;357;4648;47;339;;469;208;28
BB;w;1987 - 1996;DIE LINKE;4750;35;79;700;120;55;2875;590;;297;91;
BB;w;1987 - 1996;GRÜNE;11937;8;610;1677;;103;883;8016;;640;61;46
BB;w;1987 - 1996;CSU;;;;;;;;;;;;
BB;w;1987 - 1996;Sonstige;16048;87;1229;1172;1727;1145;1277;1067;;8344;1686;1919
BB;w;1987 - 1996;dar. FREIE WÄHLER;2267;30;326;87;251;235;26;67;;1246;937;57
BB;w;1987 - 1996;dar. dieBasis;2083;;85;8;224;60;;67;;1639;59;1374
BB;w;1977 - 1986;Summe;120443;1095;22006;24859;24557;10381;8786;12872;;15888;5175;3244
BB;w;1977 - 1986;Ungültig;1163;1015;57;24;9;50;;9;;;;
BB;w;1977 - 1986;CDU;15024;;12356;737;495;546;247;230;;413;316;12
BB;w;1977 - 1986;SPD;25514;8;2775;17145;1127;867;1048;1355;;1188;482;48
BB;w;1977 - 1986;AfD;23746;;1073;708;20255;377;113;68;;1151;291;431
BB;w;1977 - 1986;FDP;13247;;2898;1476;789;6717;280;165;;922;431;150
BB;w;1977 - 1986;DIE LINKE;7075;;180;1019;153;275;4666;522;;260;112;48
BB;w;1977 - 1986;GRÜNE;15540;;921;2332;31;403;1405;9742;;706;139;
BB;w;1977 - 1986;CSU;;;;;;;;;;;;
BB;w;1977 - 1986;Sonstige;19135;71;1745;1417;1698;1145;1028;783;;11248;3403;2554
BB;w;1977 - 1986;dar. FREIE WÄHLER;4043;;362;228;247;256;89;22;;2838;2184;56
BB;w;1977 - 1986;dar. dieBasis;3493;;137;92;410;147;60;54;;2593;184;2170
BB;w;1962 - 1976;Summe;211516;2596;39762;55056;35246;18377;17926;17513;;25041;8050;6114
BB;w;1962 - 1976;Ungültig;2342;1862;67;134;196;32;24;;;26;;26
BB;w;1962 - 1976;CDU;33211;91;27045;1743;1159;1593;279;325;;976;517;86
BB;w;1962 - 1976;SPD;56782;157;4390;41796;1054;1391;3184;2793;;2017;921;130
BB;w;1962 - 1976;AfD;35349;53;1606;918;29806;904;129;26;;1906;330;789
BB;w;1962 - 1976;FDP;21024;100;3687;1810;669;12450;512;252;;1545;577;281
BB;w;1962 - 1976;DIE LINKE;15962;49;377;2058;184;394;11389;654;;856;216;77
BB;w;1962 - 1976;GRÜNE;20423;76;921;4437;12;408;1196;12526;;847;157;78
BB;w;1962 - 1976;CSU;;;;;;;;;;;;
BB;w;1962 - 1976;Sonstige;26422;207;1669;2160;2166;1203;1213;938;;16866;5332;4646
BB;w;1962 - 1976;dar. FREIE WÄHLER;6718;20;486;471;200;258;209;84;;4991;4419;76
BB;w;1962 - 1976;dar. dieBasis;5308;;54;112;429;261;89;31;;4332;51;4019
BB;w;1952 - 1961;Summe;162480;2349;31634;57757;20316;11041;16334;9521;;13529;6311;2083
BB;w;1952 - 1961;Ungültig;2347;1737;91;274;128;40;24;54;;;;
BB;w;1952 - 1961;CDU;26537;78;22520;1249;650;1052;35;287;;667;385;89
BB;w;1952 - 1961;SPD;61811;247;3932;48813;717;1118;3417;1806;;1759;983;147
BB;w;1952 - 1961;AfD;19715;14;919;772;16810;344;60;;;796;156;429
BB;w;1952 - 1961;FDP;13273;25;2364;1544;658;7739;84;70;;788;524;37
BB;w;1952 - 1961;DIE LINKE;15329;16;339;2442;214;118;11216;666;;319;215;
BB;w;1952 - 1961;GRÜNE;9507;77;528;1646;18;84;550;6398;;205;101;
BB;w;1952 - 1961;CSU;;;;;;;;;;;;
BB;w;1952 - 1961;Sonstige;13960;155;941;1017;1121;546;948;239;;8994;3947;1381
BB;w;1952 - 1961;dar. FREIE WÄHLER;5180;65;319;309;326;281;220;58;;3603;3044;
BB;w;1952 - 1961;dar. dieBasis;1742;;29;75;119;;108;18;;1395;76;1269
BB;w;1951 und früher;Summe;185764;4742;42199;83918;13235;7427;20256;6418;;7570;3208;1242
BB;w;1951 und früher;Ungültig;3987;2901;431;215;134;60;127;72;;47;10;
BB;w;1951 und früher;CDU;35774;343;32079;1678;324;754;209;145;;243;203;
BB;w;1951 und früher;SPD;90947;874;5565;74273;686;1118;5587;1629;;1215;824;
BB;w;1951 und früher;AfD;13345;98;687;637;11124;416;100;;;284;39;127
BB;w;1951 und früher;FDP;7967;36;2079;810;237;4387;154;38;;226;66;51
BB;w;1951 und früher;DIE LINKE;17840;82;390;3776;233;47;12906;204;;202;;
BB;w;1951 und früher;GRÜNE;6835;225;324;1427;;57;442;4175;;186;134;
BB;w;1951 und früher;CSU;;;;;;;;;;;;
BB;w;1951 und früher;Sonstige;9069;183;644;1101;498;588;732;155;;5168;1932;1064
BB;w;1951 und früher;dar. FREIE WÄHLER;3051;48;204;151;156;169;227;;;2095;1742;
BB;w;1951 und früher;dar. dieBasis;1113;;;17;110;;;;;986;;947
MV;Summe;Summe;Summe;935040;16954;180669;261408;169977;66328;116033;62664;;61007;18482;15415
MV;Summe;Summe;Ungültig;16181;10543;1679;1824;920;258;540;56;;361;31;87
MV;Summe;Summe;CDU;160103;988;139124;6819;3326;4731;2385;858;;1872;803;103
MV;Summe;Summe;SPD;267368;2553;14190;211371;4470;4178;17717;8015;;4874;1841;589
MV;Summe;Summe;AfD;165342;731;5446;4075;147627;2719;1506;295;;2942;844;1165
MV;Summe;Summe;FDP;75555;206;11812;6041;3123;48420;1907;1302;;2744;1033;430
MV;Summe;Summe;DIE LINKE;101735;454;2222;11581;1518;1176;79316;3021;;2446;547;328
MV;Summe;Summe;GRÜNE;71956;182;2286;13870;180;967;6536;45850;;2086;244;203
MV;Summe;Summe;CSU;;;;;;;;;;;;
MV;Summe;Summe;Sonstige;76800;1297;3910;5827;8813;3879;6124;3266;;43682;13139;12510
MV;Summe;Summe;dar. FREIE WÄHLER;13344;92;455;915;845;712;438;87;;9800;8691;339
MV;Summe;Summe;dar. dieBasis;16336;149;456;470;1918;423;665;117;;12137;810;10841
MV;Summe;1997 - 2003;Summe;52054;876;5333;9670;7381;8386;6713;8421;;5273;888;775
MV;Summe;1997 - 2003;Ungültig;730;625;;46;19;17;;;;23;;
MV;Summe;1997 - 2003;CDU;3964;;2868;379;190;226;67;89;;145;18;10
MV;Summe;1997 - 2003;SPD;8222;32;552;5684;170;544;477;481;;281;66;
MV;Summe;1997 - 2003;AfD;6678;;394;116;5675;314;48;37;;94;56;6
MV;Summe;1997 - 2003;FDP;9460;42;923;724;475;6410;124;305;;457;157;11
MV;Summe;1997 - 2003;DIE LINKE;5163;18;30;485;52;156;3691;434;;298;39;16
MV;Summe;1997 - 2003;GRÜNE;9504;11;202;1308;17;121;1155;6216;;475;29;
MV;Summe;1997 - 2003;CSU;;;;;;;;;;;;
MV;Summe;1997 - 2003;Sonstige;8332;149;363;928;783;599;1150;860;;3500;524;732
