© Die Bundeswahlleiterin, Wiesbaden 2025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Zweitstimmen der Urnen- und Briefwählenden seit 1957;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Land;Wahlbezirksart;Jahr der Wahl;Wählende;ungültige;ungültige;gültige;CDU, CSU;CDU, CSU;SPD;SPD;AfD;AfD;FDP;FDP;DIE LINKE;DIE LINKE;GRÜNE;GRÜNE;Sonstige;Sonstige;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Anzahl;Anzahl;%;Anzahl;Anzahl;%;Anzahl;%;Anzahl;%;Anzahl;%;Anzahl;%;Anzahl;%;Anzahl;%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HB;Brief;2021;152.366;565;0,4;151.801;28.313;18,7;47.875;31,5;6.317;4,2;13.971;9,2;11.176;7,4;35.389;23,3;8.760;5,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HB;Brief;2025;115.836;352;0,3;115.484;27.260;23,6;28.840;25,0;9.735;8,4;4.166;3,6;15.198;13,2;21.691;18,8;8.594;7,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BB;Brief;1990;35.888;246;0,7;35.642;11.592;32,5;10.325;29;X;X;3.428;9,6;5.735;16,1;3.478;9,8;1.084;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BB;Brief;1994;80.461;292;0,4;80.169;19.843;24,8;32.707;40,8;X;X;2.495;3,1;20.324;25,4;3.407;4,2;1.393;1,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BB;Brief;1998;129.734;1.248;1;128.486;27.228;21,2;50.034;38,9;X;X;4.810;3,7;30.088;23,4;7.289;5,7;9.037;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BB;Brief;2002;166.392;1.056;0,6;165.336;35.293;21,3;73.999;44,8;X;X;10.140;6,1;31.418;19;9.670;5,8;4.816;2,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BB;Brief;2005;206.079;1.950;0,9;204.129;43.269;21,2;73.357;35,9;X;X;12.521;6,1;55.693;27,3;11.562;5,7;7.727;3,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BB;Brief;2009;219.694;2.512;1,1;217.182;53.132;24,5;51.366;23,7;X;X;20.936;9,6;62.367;28,7;17.364;8;12.017;5,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BB;Brief;2013;228.326;2.494;1,1;225.832;75.611;33,5;55.168;24,4;11.101;4,9;7.551;3,3;48.906;21,7;14.991;6,6;12.504;5,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BB;Brief;2017;325.299;2.501;0,8;322.798;92.342;28,6;57.226;17,7;49.548;15,3;25.754;8;57.100;17,7;19.761;6,1;21.067;6,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BB;Brief;2021;540.209;4.054;0,8;536.155;85.311;15,9;170.842;31,9;61.951;11,6;51.630;9,6;50.376;9,4;59.747;11,1;56.298;10,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BB;Brief;2025;484.157;2.220;0,5;481.937;107.130;22,2;88.935;18,5;92.806;19,3;15.306;3,2;52.968;11,0;42.585;8,8;82.207;17,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ST;Brief;1990;49.915;381;0,8;49.534;17.180;34,7;11.456;23,1;X;X;9.476;19,1;6.481;13,1;3.767;7,6;1.174;2,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ST;Brief;1994;131.959;674;0,5;131.285;48.350;36,8;39.748;30,3;X;X;6.325;4,8;27.446;20,9;6.818;5,2;2.598;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ST;Brief;1998;160.502;961;0,6;159.541;44.230;27,7;58.418;36,6;X;X;7.742;4,9;34.462;21,6;8.012;5;6.677;4,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ST;Brief;2002;173.487;1.044;0,6;172.443;48.761;28,3;74.125;43;X;X;12.657;7,3;26.054;15,1;7.526;4,4;3.320;1,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ST;Brief;2005;183.065;1.859;1;181.206;46.963;25,9;63.239;34,9;X;X;11.978;6,6;46.268;25,5;8.501;4,7;4.257;2,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ST;Brief;2009;169.382;1.829;1,1;167.553;53.467;31,9;29.418;17,6;X;X;16.771;10;49.284;29,4;12.101;7,2;6.512;3,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ST;Brief;2013;183.244;1.656;0,9;181.588;74.400;41;34.911;19,2;5.869;3,2;6.066;3,3;40.702;22,4;10.909;6;8.731;4,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ST;Brief;2017;225.955;1.640;0,7;224.315;74.406;33,2;34.075;15,2;30.557;13,6;19.507;8,7;42.070;18,8;11.314;5;12.386;5,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ST;Brief;2021;415.068;2.413;0,6;412.655;90.375;21,9;116.489;28,2;49.394;12;41.231;10;44.330;10,7;36.660;8,9;34.176;8,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ST;Brief;2025;361.551;1.752;0,5;359.799;86.561;24,1;51.883;14,4;80.280;22,3;11.283;3,1;40.789;11,3;23.853;6,6;65.150;18,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BE;Brief;1990;190.150;2.462;1,3;187.688;82.604;44;53.466;28,5;X;X;18.213;9,7;10.101;5,4;16.849;9;6.455;3,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BE;Brief;1994;287.920;1.611;0,6;286.309;100.114;35;84.025;29,3;X;X;18.995;6,6;35.399;12,4;36.604;12,8;11.172;3,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BE;Brief;1998;385.268;2.402;0,6;382.866;104.759;27,4;130.682;34,1;X;X;23.207;6,1;46.136;12,1;50.978;13,3;27.104;7,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BE;Brief;2002;447.549;3.728;0,8;443.821;122.447;27,6;156.358;35,2;X;X;33.068;7,5;48.272;10,9;65.357;14,7;18.319;4,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BE;Brief;2005;415.827;4.478;1,1;411.349;108.171;26,3;132.099;32,1;X;X;31.559;7,7;65.092;15,8;55.537;13,5;18.891;4,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BE;Brief;2009;463.906;5.711;1,2;458.195;123.568;27;84.479;18,4;X;X;55.400;12,1;80.957;17,7;85.542;18,7;28.249;6,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BE;Brief;2013;509.121;6.027;1,2;503.094;155.769;31;117.689;23,4;19.143;3,8;23.909;4,8;81.444;16,2;72.756;14,5;32.384;6,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BE;Brief;2017;631.774;5.058;0,8;626.716;163.789;26,1;109.613;17,5;56.681;9;64.149;10,2;108.059;17,2;82.485;13,2;41.940;6,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BE;Brief;2021;804.250;7.210;0,9;797.040;150.205;18,8;180.868;22,7;51.959;6,5;65.929;8,3;89.809;11,3;189.006;23,7;69.264;8,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BE;Brief;2025;778.367;2.723;0,3;775.644;162.714;21,0;125.905;16,2;73.757;9,5;29.552;3,8;146.640;18,9;152.837;19,7;84.239;10,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Brief;1957;482.508;9.469;2;473.039;316.470;66,9;93.142;19,7;X;X;38.558;8,2;X;X;X;X;24.869;5,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Brief;1961;617.279;6.513;1,1;610.766;344.769;56,4;158.200;25,9;X;X;92.004;15,1;X;X;X;X;15.793;2,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Brief;1965;830.288;4.762;0,6;825.526;458.039;55,5;267.205;32,4;X;X;76.492;9,3;X;X;X;X;23.790;2,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Brief;1969;702.736;4.119;0,6;698.617;347.973;49,8;270.694;38,7;X;X;51.794;7,4;X;X;X;X;28.156;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Brief;1972;786.093;3.550;0,5;782.543;373.137;47,7;323.119;41,3;X;X;79.573;10,2;X;X;X;X;6.714;0,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Brief;1976;1.244.363;4.189;0,3;1.240.174;639.610;51,6;487.184;39,3;X;X;100.857;8,1;X;X;X;X;12.523;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Brief;1980;1.669.405;5.734;0,3;1.663.671;745.071;44,8;699.177;42;X;X;179.650;10,8;X;X;30.286;1,8;9.487;0,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Brief;1983;1.232.161;4.904;0,4;1.227.257;595.740;48,5;442.167;36;X;X;96.219;7,8;X;X;87.510;7,1;5.621;0,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Brief;1987;1.276.427;5.548;0,4;1.270.879;563.410;44,3;436.276;34,3;X;X;135.766;10,7;X;X;123.876;9,7;11.551;0,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Brief;1990;1.288.313;5.980;0,5;1.282.333;541.131;42,2;462.185;36;X;X;166.666;13;5.625;0,4;68.745;5,4;37.981;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Brief;1994;1.555.682;12.729;0,8;1.542.953;643.224;41,7;549.960;35,6;X;X;152.926;9,9;17.346;1,1;132.023;8,6;47.474;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Brief;1998;1.998.685;9.730;0,5;1.988.955;741.978;37,3;817.921;41,1;X;X;180.405;9,1;22.937;1,2;147.206;7,4;78.508;3,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Brief;2002;2.136.543;12.301;0,6;2.124.242;803.342;37,8;843.184;39,7;X;X;229.822;10,8;23.662;1,1;171.598;8,1;52.634;2,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Brief;2005;2.365.274;26.299;1,1;2.338.975;937.439;40,1;854.497;36,5;X;X;222.399;9,5;117.965;5;147.997;6,3;58.678;2,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Brief;2009;2.218.208;14.083;0,6;2.204.125;827.645;37,5;568.558;25,8;X;X;343.683;15,6;144.938;6,6;221.976;10,1;97.325;4,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Brief;2013;2.491.482;19.228;0,8;2.472.254;1.049.807;42,5;743.074;30,1;80.161;3,2;163.238;6,6;111.561;4,5;216.906;8,8;107.507;4,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Brief;2017;3.057.487;14.405;0,5;3.043.082;1.126.794;37;743.068;24,4;210.206;6,9;446.947;14,7;190.268;6,3;224.688;7,4;101.111;3,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Brief;2021;4.797.370;21.948;0,5;4.775.422;1.295.304;27,1;1.424.635;29,8;226.352;4,7;547.574;11,5;159.942;3,3;842.028;17,6;279.587;5,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Brief;2025;3.825.938;12.471;0,3;3.813.467;1.326.044;34,8;823.614;21,6;390.134;10,2;166.127;4,4;259.671;6,8;552.543;14,5;295.334;7,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SN;Brief;1990;96.695;677;0,7;96.018;44.119;45,9;16.399;17,1;X;X;11.687;12,2;11.225;11,7;8.247;8,6;4.341;4,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SN;Brief;1994;309.969;1.536;0,5;308.433;138.489;44,9;66.752;21,6;X;X;13.879;4,5;61.504;19,9;21.014;6,8;6.795;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SN;Brief;1998;313.151;2.134;0,7;311.017;102.915;33,1;84.904;27,3;X;X;13.569;4,4;67.534;21,7;19.566;6,3;22.529;7,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SN;Brief;2002;328.298;2.411;0,7;325.887;101.632;31,2;113.078;34,7;X;X;23.206;7,1;56.642;17,4;19.980;6,1;11.349;3,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SN;Brief;2005;402.257;3.546;0,9;398.711;122.209;30,7;107.914;27,1;X;X;34.506;8,7;90.285;22,6;23.888;6;19.909;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SN;Brief;2009;368.529;2.877;0,8;365.652;133.800;36,6;55.343;15,1;X;X;44.466;12,2;85.897;23,5;34.151;9,3;11.995;3,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SN;Brief;2013;389.558;3.510;0,9;386.048;161.667;41,9;62.053;16,1;20.176;5,2;13.920;3,6;74.940;19,4;27.934;7,2;25.358;6,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SN;Brief;2017;529.395;3.445;0,7;525.950;155.910;29,6;58.311;11,1;104.954;20;47.487;9;91.437;17,4;32.207;6,1;35.644;6,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SN;Brief;2021;844.735;5.005;0,6;839.730;152.815;18,2;185.600;22,1;126.495;15,1;96.108;11,4;92.422;11;100.642;12;85.648;10,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SN;Brief;2025;814.978;2.906;0,4;812.072;198.017;24,4;88.963;11,0;181.202;22,3;27.832;3,4;106.266;13,1;80.993;10,0;128.799;15,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;Brief;1957;148.233;2.369;1,6;145.864;76.289;52,3;39.916;27,4;X;X;15.034;10,3;X;X;X;X;14.625;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;Brief;1961;171.856;2.992;1,7;168.864;72.677;43;56.799;33,6;X;X;30.301;17,9;X;X;X;X;9.087;5,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;Brief;1965;201.735;2.442;1,2;199.293;88.831;44,6;74.537;37,4;X;X;27.158;13,6;X;X;X;X;8.767;4,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;Brief;1969;185.587;1.174;0,6;184.413;77.106;41,8;79.919;43,3;X;X;17.162;9,3;X;X;X;X;10.226;5,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;Brief;1972;225.468;943;0,4;224.525;95.055;42,3;98.285;43,8;X;X;28.878;12,9;X;X;X;X;2.307;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;Brief;1976;389.606;1.691;0,4;387.915;190.627;49,1;153.179;39,5;X;X;38.721;10;X;X;X;X;5.388;1,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;Brief;1980;422.133;2.578;0,6;419.555;180.984;43,1;176.324;42;X;X;48.010;11,4;X;X;11.762;2,8;2.475;0,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;Brief;1983;393.495;2.083;0,5;391.412;179.600;45,9;141.978;36,3;X;X;34.185;8,7;X;X;33.719;8,6;1.930;0,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;Brief;1987;371.227;2.547;0,7;368.680;161.894;43,9;117.431;31,9;X;X;40.589;11;X;X;44.497;12,1;4.269;1,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;Brief;1990;331.196;2.368;0,7;328.828;141.528;43;109.526;33,3;X;X;39.601;12;2.044;0,6;24.460;7,4;11.669;3,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;Brief;1994;541.442;4.079;0,8;537.363;225.957;42;167.266;31,1;X;X;55.367;10,3;6.851;1,3;65.831;12,3;16.091;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;Brief;1998;587.063;4.375;0,7;582.688;219.480;37,7;210.020;36;X;X;57.895;9,9;8.221;1,4;55.325;9,5;31.747;5,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;Brief;2002;638.359;5.993;0,9;632.366;245.117;38,8;233.235;36,9;X;X;60.491;9,6;8.758;1,4;67.932;10,7;16.833;2,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;Brief;2005;604.102;7.886;1,3;596.216;226.792;38;196.835;33;X;X;70.774;11,9;29.746;5;55.165;9,3;16.904;2,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;Brief;2009;628.381;8.426;1,3;619.955;224.118;36,2;141.838;22,9;X;X;110.057;17,8;42.229;6,8;77.367;12,5;24.346;3,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;Brief;2013;744.024;13.652;1,8;730.372;299.131;41;197.671;27,1;37.690;5,2;51.517;7,1;33.616;4,6;81.105;11,1;29.642;4,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;Brief;2017;906.909;7.939;0,9;898.970;306.950;34,1;199.302;22,2;85.694;9,5;117.126;13;62.488;7;89.291;9,9;38.119;4,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;Brief;2021;1.706.142;14.511;0,9;1.691.631;407.810;24,1;481.656;28,5;102.750;6,1;213.446;12,6;66.187;3,9;294.768;17,4;125.014;7,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;Brief;2025;1.305.345;7.025;0,5;1.298.320;429.187;33,1;254.457;19,6;152.571;11,8;64.797;5,0;93.058;7,2;190.643;14,7;113.607;8,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH;Brief;1990;47.310;368;0,8;46.942;19.478;41,5;9.501;20,2;X;X;6.787;14,5;5.263;11,2;4.079;8,7;1.834;3,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH;Brief;1994;108.454;1.409;1,3;107.045;43.615;40,7;28.587;26,7;X;X;5.192;4,9;20.703;19,3;6.637;6,2;2.311;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH;Brief;1998;155.505;1.216;0,8;154.289;45.775;29,7;49.378;32;X;X;6.850;4,4;33.853;21,9;8.941;5,8;9.492;6,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH;Brief;2002;186.600;1.477;0,8;185.123;52.746;28,5;74.734;40,4;X;X;10.978;5,9;31.780;17,2;10.361;5,6;4.524;2,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH;Brief;2005;207.996;2.052;1;205.944;54.984;26,7;64.895;31,5;X;X;14.763;7,2;51.535;25;12.164;5,9;7.603;3,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH;Brief;2009;193.137;1.271;0,7;191.866;62.167;32,4;35.197;18,3;X;X;17.887;9,3;51.885;27;15.732;8,2;8.998;4,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH;Brief;2013;203.264;1.995;1;201.269;78.343;38,9;35.677;17,7;9.861;4,9;6.189;3,1;43.451;21,6;14.598;7,3;13.150;6,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH;Brief;2017;262.225;2.007;0,8;260.218;81.095;31,2;35.197;13,5;43.852;16,9;21.572;8,3;47.804;18,4;14.230;5,5;16.468;6,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH;Brief;2021;414.752;2.998;0,7;411.754;73.159;17,8;111.237;27;62.588;15,2;36.583;8,9;55.453;13,5;37.195;9;35.539;8,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH;Brief;2025;341.691;1.507;0,4;340.184;78.952;23,2;39.585;11,6;78.062;22,9;9.219;2,7;64.129;18,9;22.126;6,5;48.111;14,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Brief;1957;91.174;1.885;2,1;89.289;57.172;64;18.826;21,1;X;X;8.975;10,1;X;X;X;X;4.316;4,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Brief;1961;118.188;1.761;1,5;116.427;65.678;56,4;29.866;25,7;X;X;17.325;14,9;X;X;X;X;3.558;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Brief;1965;148.684;1.135;0,8;147.549;81.523;55,3;44.700;30,3;X;X;16.253;11;X;X;X;X;5.073;3,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Brief;1969;150.595;1.042;0,7;149.553;78.149;52,3;53.907;36;X;X;11.406;7,6;X;X;X;X;6.091;4,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Brief;1972;169.741;941;0,6;168.800;83.276;49,3;67.850;40,2;X;X;16.173;9,6;X;X;X;X;1.501;0,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Brief;1976;218.524;988;0,5;217.536;116.471;53,5;81.766;37,6;X;X;17.213;7,9;X;X;X;X;2.086;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Brief;1980;271.454;1.448;0,5;270.006;127.922;47,4;107.786;39,9;X;X;26.755;9,9;X;X;6.298;2,3;1.245;0,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Brief;1983;239.819;1.782;0,7;238.037;120.776;50,7;79.071;33,2;X;X;19.423;8,2;X;X;17.863;7,5;904;0,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Brief;1987;232.889;1.449;0,6;231.440;111.156;48;68.970;29,8;X;X;24.819;10,7;X;X;24.069;10,4;2.426;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Brief;1990;241.806;1.660;0,7;240.146;115.109;47,9;77.547;32,3;X;X;25.882;10,8;696;0,3;12.349;5,1;8.563;3,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Brief;1994;418.750;2.510;0,6;416.240;193.816;46,6;137.686;33,1;X;X;35.536;8,5;3.117;0,7;33.851;8,1;12.234;2,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
