# (c) Der Bundeswahlleiter, Statistisches Bundesamt (Destatis), 2018;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
# Wahl zum 19. Deutschen Bundestag (24. September 2017);;;;;;;;;;;;;;;
# Ergebnisse der repräsentativen Wahlstatistik;;;;;;;;;;;;;;;
# Stimmabgabe in der Kombination der Erst- und Zweitstimmen nach Geschlecht und Geburtsjahresgruppen in den Ländern;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
# Erläuterungen zur Methodik siehe Dokument 'Allgemeine und methodische Hinweise zur repräsentativen Wahlstatistik der Bundestagswahl 2017'.;;;;;;;;;;;;;;;
# Durch Auf- bzw. Abrundungen können sich in der Endsumme geringfügige Abweichungen ergeben.;;;;;;;;;;;;;;;
# Aus methodischen Gründen weichen in einigen Ländern die Summen der Parteien vom amtlichen Endergebnis geringfügig ab.;;;;;;;;;;;;;;;
# Für das Bundesgebiet wurde eine separate Hochrechnung durchgeführt. Die Kumulation einzelner Merkmalsgruppen in den Länderergebnissen weichen daher geringfügig zu den entsprechenden Bundesergebnissen ab.;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
Land;Geschlecht;Geburtsjahresgruppe;Partei Zweitstimme;Erststimme: Summe;Erststimme: Ungültig;Erststimme: CDU;Erststimme: SPD;Erststimme: DIE LINKE;Erststimme: GRÜNE;Erststimme: CSU;Erststimme: FDP;Erststimme: AfD;Erststimme: Sonstige;Erststimme: dar. NPD;Erststimme: dar. FREIE WÄHLER
Bund;w;1973 - 1982;dar. FREIE WÄHLER;42681;351;3998;3462;1834;1497;3530;2943;1653;23414;23;20757
Bund;w;1958 - 1972;Summe;6987768;74976;2004953;1668490;590273;784395;445364;486547;705417;227352;4888;109920
Bund;w;1958 - 1972;Ungültig;56535;39268;4730;4278;1232;1142;906;1088;2854;1036;26;387
Bund;w;1958 - 1972;CDU;1886153;6919;1533369;125133;25523;94458;;75067;14387;11297;154;6055
Bund;w;1958 - 1972;SPD;1366793;4722;72122;1098356;42475;83770;15158;19520;17121;13549;171;7459
Bund;w;1958 - 1972;DIE LINKE;636091;2261;30224;93689;419475;48881;3980;10239;13604;13738;110;4413
Bund;w;1958 - 1972;GRÜNE;840244;2195;91749;195153;29105;469780;20230;15166;2946;13920;40;5466
Bund;w;1958 - 1972;CSU;409843;1565;;17624;2141;17942;341816;11416;2888;14452;0;8956
Bund;w;1958 - 1972;FDP;674193;2998;203328;59643;10746;25366;36729;308511;14979;11893;115;7123
Bund;w;1958 - 1972;AfD;766374;5018;38617;35200;23834;5865;11421;23291;600990;22138;1591;8398
Bund;w;1958 - 1972;Sonstige;351544;10028;30815;39415;35742;37192;15125;22249;35649;125329;2681;61664
Bund;w;1958 - 1972;dar. NPD;16117;378;1003;901;1067;175;210;743;8110;3531;2150;591
Bund;w;1958 - 1972;dar. FREIE WÄHLER;86059;1027;6482;7351;3101;3634;7891;4818;3888;47866;100;43358
Bund;w;1948 - 1957;Summe;3951857;53743;1289781;1013392;347939;265747;281471;269311;353060;77413;1746;39542
Bund;w;1948 - 1957;Ungültig;45878;29936;4996;4267;1228;568;957;908;2262;756;69;246
Bund;w;1948 - 1957;CDU;1192816;5146;1029567;62838;17092;29842;;37582;6439;4309;30;2448
Bund;w;1948 - 1957;SPD;882361;4383;43665;741173;24783;35012;9627;11521;6747;5451;90;2911
Bund;w;1948 - 1957;DIE LINKE;386863;2078;21451;56709;265668;20961;2157;6261;6660;4918;0;1939
Bund;w;1948 - 1957;GRÜNE;295750;813;35366;76896;10414;156088;7114;5710;937;2411;54;777
Bund;w;1948 - 1957;CSU;256495;1177;;9080;1082;4961;227763;6636;1623;4173;0;2427
Bund;w;1948 - 1957;FDP;392194;2197;125822;33023;5711;8302;22330;183004;7678;4127;0;2889
Bund;w;1948 - 1957;AfD;385337;4583;19453;15664;11258;1815;6101;10393;308863;7208;701;2183
Bund;w;1948 - 1957;Sonstige;114163;3430;9462;13743;10702;8197;5423;7296;11849;44062;803;23723
Bund;w;1948 - 1957;dar. NPD;4532;128;230;435;154;126;99;232;2165;963;699;76
Bund;w;1948 - 1957;dar. FREIE WÄHLER;35673;680;2205;3614;1338;1224;2966;1973;1682;19993;0;18112
Bund;w;1947 und früher;Summe;5427886;106226;2288420;1388082;300596;184421;485703;334226;286166;54045;1139;29326
Bund;w;1947 und früher;Ungültig;104446;59105;20611;11746;1796;1446;3954;2090;2711;988;51;611
Bund;w;1947 und früher;CDU;2120104;16592;1942965;62638;13521;24483;;49195;7149;3561;100;1879
Bund;w;1947 und früher;SPD;1300575;11700;57212;1140892;26249;27169;12276;13571;7147;4358;78;2497
Bund;w;1947 und früher;DIE LINKE;322319;2284;20096;44423;233379;9601;1609;3867;5011;2050;32;860
Bund;w;1947 und früher;GRÜNE;222047;1878;36137;60678;5624;103955;6353;4733;928;1760;18;650
Bund;w;1947 und früher;CSU;457722;3126;;9844;895;4409;423473;9377;1930;4666;0;2703
Bund;w;1947 und früher;FDP;508202;3097;183578;33850;5029;7732;27528;237126;6705;3556;25;2244
Bund;w;1947 und früher;AfD;311609;4941;19314;14715;7867;912;4135;8482;246953;4289;289;1589
Bund;w;1947 und früher;Sonstige;80864;3503;8507;9296;6235;4715;6374;5786;7631;28816;547;16293
Bund;w;1947 und früher;dar. NPD;3149;230;360;311;161;30;59;201;1152;644;496;74
Bund;w;1947 und früher;dar. FREIE WÄHLER;26758;595;1935;2049;1107;891;3233;1466;1208;14275;24;13479
SH;Summe;Summe;Summe;1729194;13176;682287;493279;90574;163580;;131703;128641;25954;;18802
SH;Summe;Summe;Ungültig;13553;7577;3514;1306;93;223;;225;509;105;;94
SH;Summe;Summe;CDU;583135;1614;513148;22824;2538;18980;;19686;2349;1996;;1726
SH;Summe;Summe;SPD;399505;972;18722;344081;6729;18331;;5610;3110;1949;;1420
SH;Summe;Summe;DIE LINKE;124678;861;6236;29559;66017;12904;;2954;2763;3384;;1893
SH;Summe;Summe;GRÜNE;205471;429;29419;62421;5511;100758;;4345;905;1682;;847
SH;Summe;Summe;FDP;216844;728;95547;17514;1457;6347;;90552;3200;1500;;1118
SH;Summe;Summe;AfD;140362;385;10452;8389;2348;1038;;5204;110877;1670;;1490
SH;Summe;Summe;Sonstige;45646;610;5250;7185;5881;4998;;3128;4928;13667;;10214
SH;Summe;Summe;dar. NPD;4407;8;352;347;186;17;;109;3059;330;;292
SH;Summe;Summe;dar. FREIE WÄHLER;10911;68;1217;1010;536;428;;785;407;6459;;6329
SH;Summe;1993 - 1999;Summe;122296;769;40148;34074;8822;18009;;11425;5452;3598;;2068
SH;Summe;1993 - 1999;Ungültig;644;385;215;23;0;0;;0;21;0;;0
SH;Summe;1993 - 1999;CDU;32227;52;24874;2537;314;2634;;1512;29;275;;157
SH;Summe;1993 - 1999;SPD;24499;91;2306;18492;849;1764;;506;326;164;;133
SH;Summe;1993 - 1999;DIE LINKE;10830;84;588;2806;5178;1519;;244;9;402;;166
SH;Summe;1993 - 1999;GRÜNE;21066;37;3233;5795;987;10106;;498;72;336;;64
SH;Summe;1993 - 1999;FDP;18288;80;7316;2090;314;777;;7460;133;118;;16
SH;Summe;1993 - 1999;AfD;6197;0;596;597;282;69;;414;4163;77;;68
SH;Summe;1993 - 1999;Sonstige;8546;40;1021;1734;897;1139;;791;698;2225;;1464
SH;Summe;1993 - 1999;dar. NPD;468;0;44;52;0;0;;0;372;0;;0
SH;Summe;1993 - 1999;dar. FREIE WÄHLER;1049;0;171;21;0;182;;45;51;577;;577
SH;Summe;1983 - 1992;Summe;188150;965;62869;50902;14264;22189;;14124;16752;6085;;3262
SH;Summe;1983 - 1992;Ungültig;1095;674;239;83;0;0;;0;99;0;;0
SH;Summe;1983 - 1992;CDU;53419;37;43759;3763;400;2441;;2250;421;348;;348
SH;Summe;1983 - 1992;SPD;38434;47;2746;30266;845;2647;;771;533;579;;250
SH;Summe;1983 - 1992;DIE LINKE;18733;46;848;4190;9648;2282;;390;430;900;;270
SH;Summe;1983 - 1992;GRÜNE;25674;50;3144;7385;1109;12751;;574;138;523;;242
SH;Summe;1983 - 1992;FDP;21660;49;9378;1994;215;487;;8972;322;245;;147
SH;Summe;1983 - 1992;AfD;17530;0;1443;1517;166;209;;395;13393;407;;336
SH;Summe;1983 - 1992;Sonstige;11604;62;1312;1705;1881;1373;;772;1416;3083;;1670
SH;Summe;1983 - 1992;dar. NPD;1098;0;12;26;33;0;;31;895;101;;101
SH;Summe;1983 - 1992;dar. FREIE WÄHLER;2027;0;293;131;53;86;;172;176;1114;;991
SH;Summe;1973 - 1982;Summe;223535;1099;86975;56059;13652;21910;;17780;20743;5317;;4305
SH;Summe;1973 - 1982;Ungültig;1333;842;289;42;0;0;;118;42;0;;0
SH;Summe;1973 - 1982;CDU;74116;76;62457;4007;501;2822;;3294;449;511;;409
SH;Summe;1973 - 1982;SPD;41604;29;2848;33803;623;2635;;545;736;386;;363
SH;Summe;1973 - 1982;DIE LINKE;19300;16;845;4751;10027;1904;;732;382;644;;513
SH;Summe;1973 - 1982;GRÜNE;27150;0;4623;8091;666;12853;;522;120;275;;122
SH;Summe;1973 - 1982;FDP;27552;0;12553;2501;201;676;;10727;625;268;;236
SH;Summe;1973 - 1982;AfD;23003;0;2075;1456;427;106;;1122;17486;332;;332
SH;Summe;1973 - 1982;Sonstige;9477;136;1285;1407;1208;915;;720;904;2902;;2331
SH;Summe;1973 - 1982;dar. NPD;1167;0;73;227;56;0;;17;689;105;;105
SH;Summe;1973 - 1982;dar. FREIE WÄHLER;2729;37;489;230;199;89;;344;21;1319;;1319
SH;Summe;1958 - 1972;Summe;523245;3186;190832;147158;27356;59073;;39480;48127;8033;;6753
SH;Summe;1958 - 1972;Ungültig;2911;1793;738;200;0;83;;4;56;37;;37
SH;Summe;1958 - 1972;CDU;163887;413;141972;6715;586;6717;;5938;858;689;;651
SH;Summe;1958 - 1972;SPD;116969;168;5221;99903;1984;6552;;1382;1078;681;;612
SH;Summe;1958 - 1972;DIE LINKE;37647;199;2148;8427;20692;3738;;670;854;920;;522
SH;Summe;1958 - 1972;GRÜNE;75739;175;11151;22440;1555;37855;;1726;373;465;;394
SH;Summe;1958 - 1972;FDP;63927;152;25625;5166;347;2632;;27812;1441;751;;614
SH;Summe;1958 - 1972;AfD;50487;79;2753;2587;708;294;;1394;42004;669;;594
SH;Summe;1958 - 1972;Sonstige;11679;207;1224;1721;1484;1203;;555;1464;3821;;3330
SH;Summe;1958 - 1972;dar. NPD;1274;0;101;42;98;0;;17;893;122;;85
SH;Summe;1958 - 1972;dar. FREIE WÄHLER;3307;0;225;332;180;66;;142;110;2251;;2244
SH;Summe;1948 - 1957;Summe;293349;2884;109866;93468;17001;26540;;21245;20463;1882;;1642
SH;Summe;1948 - 1957;Ungültig;2433;1437;584;223;89;29;;0;70;0;;0
SH;Summe;1948 - 1957;CDU;93732;430;84310;2906;435;2530;;2677;326;119;;108
SH;Summe;1948 - 1957;SPD;78796;139;2736;70009;1598;2872;;1127;221;94;;63
SH;Summe;1948 - 1957;DIE LINKE;24245;248;1070;6023;13207;2447;;411;513;326;;288
SH;Summe;1948 - 1957;GRÜNE;33250;99;4117;10479;836;17078;;499;59;83;;25
SH;Summe;1948 - 1957;FDP;35206;198;15535;2377;91;994;;15575;318;117;;106
SH;Summe;1948 - 1957;AfD;22842;206;1311;1080;463;286;;788;18594;115;;88
SH;Summe;1948 - 1957;Sonstige;2845;127;204;371;284;303;;167;363;1027;;964
SH;Summe;1948 - 1957;dar. NPD;237;0;23;0;0;0;;25;187;2;;2
SH;Summe;1948 - 1957;dar. FREIE WÄHLER;1152;2;16;177;53;5;;41;37;822;;822
SH;Summe;1947 und früher;Summe;378619;4273;191597;111618;9479;15859;;27650;17103;1039;;772
SH;Summe;1947 und früher;Ungültig;5138;2446;1449;735;4;111;;103;221;68;;56
SH;Summe;1947 und früher;CDU;165754;607;155777;2896;302;1836;;4015;266;54;;54
SH;Summe;1947 und früher;SPD;99203;498;2865;91609;829;1862;;1279;217;45;;0
SH;Summe;1947 und früher;DIE LINKE;13922;269;737;3362;7266;1014;;507;575;192;;134
SH;Summe;1947 und früher;GRÜNE;22592;68;3152;8232;357;10114;;526;143;0;;0
SH;Summe;1947 und früher;FDP;50211;249;25139;3386;289;782;;20006;360;0;;0
SH;Summe;1947 und früher;AfD;20304;100;2275;1152;302;74;;1091;15237;73;;73
SH;Summe;1947 und früher;Sonstige;1495;37;204;248;128;65;;123;83;608;;455
SH;Summe;1947 und früher;dar. NPD;164;8;98;0;0;17;;19;22;0;;0
SH;Summe;1947 und früher;dar. FREIE WÄHLER;648;29;22;118;51;0;;40;12;375;;375
SH;m;Summe;Summe;835196;6667;313943;244836;46957;60985;;65994;82327;13486;;8885
SH;m;Summe;Ungültig;5570;3598;1001;524;65;67;;96;208;12;;0
SH;m;Summe;CDU;255199;935;229578;8517;982;5237;;7556;1370;1023;;791
SH;m;Summe;SPD;195743;361;8329;172794;3240;6451;;2255;1369;944;;615
SH;m;Summe;DIE LINKE;65258;437;2440;16682;35170;5338;;1453;1819;1918;;1090
SH;m;Summe;GRÜNE;82810;204;10055;29131;2345;38209;;1798;372;696;;298
SH;m;Summe;FDP;115805;458;52619;9044;648;2846;;47662;1713;816;;571
SH;m;Summe;AfD;90699;177;7476;4507;1205;441;;3450;72439;1005;;914
SH;m;Summe;Sonstige;24112;497;2445;3637;3303;2397;;1724;3038;7072;;4607
SH;m;Summe;dar. NPD;2774;0;202;191;134;17;;84;1952;194;;157
SH;m;Summe;dar. FREIE WÄHLER;4725;68;472;306;105;204;;462;221;2888;;2798
SH;m;1993 - 1999;Summe;61452;451;19654;17133;5090;6308;;7280;3338;2199;;1235
SH;m;1993 - 1999;Ungültig;218;197;21;0;0;0;;0;0;0;;0
SH;m;1993 - 1999;CDU;14772;51;11834;1061;89;682;;832;6;217;;107
SH;m;1993 - 1999;SPD;12158;49;1046;9601;589;371;;260;127;115;;90
SH;m;1993 - 1999;DIE LINKE;5824;42;271;1500;3037;492;;193;9;281;;107
SH;m;1993 - 1999;GRÜNE;8011;18;1149;2313;470;3626;;206;72;157;;59
SH;m;1993 - 1999;FDP;11296;53;4274;1234;138;416;;5011;108;61;;0
SH;m;1993 - 1999;AfD;3938;0;477;328;123;34;;269;2638;69;;61
SH;m;1993 - 1999;Sonstige;5234;40;581;1096;645;687;;508;378;1298;;811
SH;m;1993 - 1999;dar. NPD;222;0;44;11;0;0;;0;167;0;;0
SH;m;1993 - 1999;dar. FREIE WÄHLER;495;0;60;21;0;102;;45;0;265;;265
SH;m;1983 - 1992;Summe;93339;525;29712;24912;7036;9113;;7603;10972;3465;;1469
SH;m;1983 - 1992;Ungültig;500;377;65;58;0;0;;0;0;0;;0
SH;m;1983 - 1992;CDU;23516;0;19684;1472;217;744;;1001;242;155;;155
SH;m;1983 - 1992;SPD;17857;0;1168;14730;323;863;;280;255;239;;25
SH;m;1983 - 1992;DIE LINKE;9502;16;311;2459;4673;1187;;166;256;434;;122
SH;m;1983 - 1992;GRÜNE;10695;20;979;3439;453;5294;;228;63;219;;25
SH;m;1983 - 1992;FDP;12693;49;5766;1038;93;312;;5110;177;149;;80
SH;m;1983 - 1992;AfD;11392;0;1002;728;127;51;;334;8926;224;;203
SH;m;1983 - 1992;Sonstige;7184;62;737;988;1150;662;;485;1054;2045;;859
SH;m;1983 - 1992;dar. NPD;712;0;12;5;0;0;;29;606;59;;59
SH;m;1983 - 1992;dar. FREIE WÄHLER;1059;0;133;56;6;20;;92;141;611;;529
SH;m;1973 - 1982;Summe;106276;617;38843;26118;6593;7999;;9041;14287;2778;;2145
SH;m;1973 - 1982;Ungültig;604;418;80;0;0;0;;65;42;0;;0
SH;m;1973 - 1982;CDU;30915;47;27065;1191;129;553;;1319;302;309;;230
SH;m;1973 - 1982;SPD;19039;21;1029;15814;266;1223;;165;324;195;;195
SH;m;1973 - 1982;DIE LINKE;9598;16;193;2533;5156;715;;408;252;325;;249
SH;m;1973 - 1982;GRÜNE;10707;0;1534;3910;203;4659;;236;49;116;;67
SH;m;1973 - 1982;FDP;15017;0;6913;1382;54;316;;5751;433;169;;137
SH;m;1973 - 1982;AfD;15710;0;1426;669;230;71;;726;12361;226;;226
SH;m;1973 - 1982;Sonstige;4685;114;603;619;555;462;;370;523;1438;;1041
SH;m;1973 - 1982;dar. NPD;752;0;73;160;56;0;;17;403;43;;43
SH;m;1973 - 1982;dar. FREIE WÄHLER;1289;37;214;52;22;40;;237;21;666;;666
SH;m;1958 - 1972;Summe;254488;1608;90228;73825;13328;21669;;19558;30497;3775;;3064
SH;m;1958 - 1972;Ungültig;1191;854;233;100;0;0;;4;0;0;;0
SH;m;1958 - 1972;CDU;74056;328;66021;2467;164;1964;;2365;496;252;;220
SH;m;1958 - 1972;SPD;58646;63;2323;51421;874;2508;;590;532;335;;265
SH;m;1958 - 1972;DIE LINKE;18492;120;850;4677;10309;1199;;231;602;504;;321
SH;m;1958 - 1972;GRÜNE;30554;90;4048;10398;692;14223;;795;123;186;;147
SH;m;1958 - 1972;FDP;33660;27;14399;2502;143;1200;;14300;687;402;;319
SH;m;1958 - 1972;AfD;32568;0;1940;1557;383;129;;997;27125;437;;375
SH;m;1958 - 1972;Sonstige;5320;125;414;703;763;447;;277;933;1659;;1417
SH;m;1958 - 1972;dar. NPD;959;0;43;14;78;0;;17;716;90;;53
SH;m;1958 - 1972;dar. FREIE WÄHLER;1270;0;29;103;62;39;;46;46;945;;938
SH;m;1948 - 1957;Summe;141500;1512;49144;48580;9665;9890;;9552;12436;721;;621
SH;m;1948 - 1957;Ungültig;866;568;100;101;65;0;;0;32;0;;0
SH;m;1948 - 1957;CDU;39885;267;36655;1041;206;671;;780;207;58;;46
SH;m;1948 - 1957;SPD;40177;91;1393;36472;812;833;;483;52;40;;40
SH;m;1948 - 1957;DIE LINKE;14150;96;456;3717;7842;1306;;193;344;196;;158
SH;m;1948 - 1957;GRÜNE;13711;69;1271;5251;370;6539;;148;45;18;;0
SH;m;1948 - 1957;FDP;17729;198;8289;1237;76;314;;7495;86;35;;35
SH;m;1948 - 1957;AfD;13932;98;916;652;130;128;;429;11571;7;;7
SH;m;1948 - 1957;Sonstige;1049;125;63;109;164;98;;24;98;366;;334
SH;m;1948 - 1957;dar. NPD;65;0;23;0;0;0;;2;38;2;;2
SH;m;1948 - 1957;dar. FREIE WÄHLER;389;2;16;32;15;3;;2;12;307;;307
SH;m;1947 und früher;Summe;178142;1954;86363;54267;5245;6006;;12960;10798;548;;352
SH;m;1947 und früher;Ungültig;2190;1184;502;264;0;67;;27;135;12;;0
SH;m;1947 und früher;CDU;72054;242;68318;1285;177;623;;1259;116;32;;32
SH;m;1947 und früher;SPD;47867;135;1371;44756;376;653;;476;80;20;;0
SH;m;1947 und früher;DIE LINKE;7691;146;360;1797;4152;439;;263;357;178;;134
SH;m;1947 und früher;GRÜNE;9132;7;1074;3820;157;3868;;185;20;0;;0
SH;m;1947 und früher;FDP;25409;131;12977;1651;144;288;;9996;222;0;;0
SH;m;1947 und früher;AfD;13159;79;1714;573;212;28;;694;9818;41;;41
SH;m;1947 und früher;Sonstige;640;29;46;121;27;40;;59;52;266;;145
SH;m;1947 und früher;dar. NPD;64;0;6;0;0;17;;19;22;0;;0
SH;m;1947 und früher;dar. FREIE WÄHLER;224;29;21;40;0;0;;40;0;93;;93
SH;w;Summe;Summe;893998;6509;368344;248443;43617;102595;;65709;46314;12469;;9917
SH;w;Summe;Ungültig;7983;3978;2513;782;29;157;;129;301;94;;94
SH;w;Summe;CDU;327936;679;283571;14307;1556;13743;;12130;979;973;;935
SH;w;Summe;SPD;203762;611;10393;171288;3489;11880;;3355;1742;1005;;805
SH;w;Summe;DIE LINKE;59420;425;3795;12877;30847;7566;;1500;944;1466;;803
SH;w;Summe;GRÜNE;122661;225;19364;33289;3166;62549;;2547;533;986;;550
SH;w;Summe;FDP;101039;271;42928;8470;809;3501;;42890;1486;684;;547
SH;w;Summe;AfD;49663;207;2976;3882;1143;597;;1754;38438;665;;576
SH;w;Summe;Sonstige;21534;113;2805;3547;2578;2601;;1404;1890;6595;;5607
SH;w;Summe;dar. NPD;1633;8;150;156;52;0;;25;1107;135;;135
SH;w;Summe;dar. FREIE WÄHLER;6186;0;745;705;431;224;;323;187;3571;;3531
SH;w;1993 - 1999;Summe;60845;318;20495;16940;3732;11701;;4145;2114;1399;;833
SH;w;1993 - 1999;Ungültig;426;188;194;23;0;0;;0;21;0;;0
SH;w;1993 - 1999;CDU;17455;1;13040;1475;225;1953;;680;23;58;;50
SH;w;1993 - 1999;SPD;12341;42;1259;8891;260;1393;;246;200;49;;43
SH;w;1993 - 1999;DIE LINKE;5006;42;317;1307;2141;1027;;51;0;121;;60
SH;w;1993 - 1999;GRÜNE;13054;19;2084;3482;517;6481;;292;0;179;;5
SH;w;1993 - 1999;FDP;6992;27;3042;856;177;360;;2449;25;57;;16
SH;w;1993 - 1999;AfD;2259;0;119;269;160;35;;145;1525;7;;7
SH;w;1993 - 1999;Sonstige;3312;0;440;638;252;452;;283;321;928;;653
SH;w;1993 - 1999;dar. NPD;246;0;0;40;0;0;;0;205;0;;0
SH;w;1993 - 1999;dar. FREIE WÄHLER;554;0;111;0;0;79;;0;51;312;;312
SH;w;1983 - 1992;Summe;94810;440;33156;25990;7228;13076;;6521;5780;2620;;1794
SH;w;1983 - 1992;Ungültig;595;297;175;24;0;0;;0;99;0;;0
SH;w;1983 - 1992;CDU;29903;37;24074;2291;183;1697;;1249;179;194;;194
SH;w;1983 - 1992;SPD;20578;47;1578;15536;523;1784;;491;279;340;;225
SH;w;1983 - 1992;DIE LINKE;9231;30;538;1731;4975;1094;;224;174;466;;147
SH;w;1983 - 1992;GRÜNE;14978;30;2164;3946;656;7456;;346;75;304;;217
SH;w;1983 - 1992;FDP;8967;0;3612;956;122;175;;3863;145;96;;67
SH;w;1983 - 1992;AfD;6138;0;440;789;39;159;;61;4467;182;;133
SH;w;1983 - 1992;Sonstige;4420;0;575;716;731;711;;287;362;1038;;811
SH;w;1983 - 1992;dar. NPD;386;0;0;20;33;0;;2;289;42;;42
SH;w;1983 - 1992;dar. FREIE WÄHLER;968;0;161;76;47;66;;80;35;503;;463
SH;w;1973 - 1982;Summe;117259;482;48132;29940;7059;13910;;8739;6457;2540;;2160
SH;w;1973 - 1982;Ungültig;729;424;209;42;0;0;;53;0;0;;0
SH;w;1973 - 1982;CDU;43201;28;35392;2816;372;2268;;1975;146;203;;179
SH;w;1973 - 1982;SPD;22566;8;1818;17989;357;1411;;380;411;191;;168
SH;w;1973 - 1982;DIE LINKE;9702;0;652;2218;4870;1189;;323;131;318;;264
SH;w;1973 - 1982;GRÜNE;16443;0;3089;4181;463;8194;;286;71;160;;56
SH;w;1973 - 1982;FDP;12534;0;5640;1120;147;360;;4975;192;99;;99
SH;w;1973 - 1982;AfD;7293;0;649;787;197;35;;396;5125;105;;105
SH;w;1973 - 1982;Sonstige;4792;22;682;788;653;453;;350;380;1464;;1289
SH;w;1973 - 1982;dar. NPD;415;0;0;67;0;0;;0;287;61;;61
SH;w;1973 - 1982;dar. FREIE WÄHLER;1440;0;275;178;178;49;;107;0;653;;653
SH;w;1958 - 1972;Summe;268757;1577;100604;73333;14028;37404;;19922;17630;4259;;3688
SH;w;1958 - 1972;Ungültig;1720;939;505;99;0;83;;0;56;37;;37
SH;w;1958 - 1972;CDU;89830;84;75951;4248;422;4753;;3573;362;437;;431
SH;w;1958 - 1972;SPD;58323;104;2899;48482;1110;4044;;791;546;346;;346
SH;w;1958 - 1972;DIE LINKE;19155;78;1297;3750;10383;2540;;439;252;416;;201
SH;w;1958 - 1972;GRÜNE;45185;85;7103;12042;864;23633;;931;250;279;;247
SH;w;1958 - 1972;FDP;30267;125;11227;2664;203;1432;;13512;754;349;;294
SH;w;1958 - 1972;AfD;17919;79;813;1031;325;164;;397;14879;232;;218
SH;w;1958 - 1972;Sonstige;6359;82;809;1018;721;756;;278;531;2163;;1913
SH;w;1958 - 1972;dar. NPD;315;0;58;28;20;0;;0;177;32;;32
SH;w;1958 - 1972;dar. FREIE WÄHLER;2037;0;196;229;117;27;;97;64;1306;;1306
SH;w;1948 - 1957;Summe;151849;1372;60723;44888;7336;16650;;11692;8027;1161;;1021
SH;w;1948 - 1957;Ungültig;1566;869;484;122;24;29;;0;37;0;;0
SH;w;1948 - 1957;CDU;53847;164;47654;1865;229;1859;;1897;118;61;;61
SH;w;1948 - 1957;SPD;38619;48;1343;33536;786;2039;;644;169;54;;23
SH;w;1948 - 1957;DIE LINKE;10095;152;614;2306;5364;1141;;218;169;130;;130
SH;w;1948 - 1957;GRÜNE;19539;30;2845;5227;466;10539;;351;14;65;;25
SH;w;1948 - 1957;FDP;17477;0;7246;1141;14;680;;8081;232;83;;71
SH;w;1948 - 1957;AfD;8910;107;395;428;333;158;;359;7023;107;;81
SH;w;1948 - 1957;Sonstige;1796;1;141;262;120;205;;142;265;661;;630
SH;w;1948 - 1957;dar. NPD;172;0;0;0;0;0;;23;149;0;;0
SH;w;1948 - 1957;dar. FREIE WÄHLER;764;0;0;145;38;2;;39;25;515;;515
SH;w;1947 und früher;Summe;200477;2319;105234;57351;4234;9854;;14690;6305;491;;419
SH;w;1947 und früher;Ungültig;2947;1262;947;471;4;45;;76;87;56;;56
SH;w;1947 und früher;CDU;93700;365;87459;1611;125;1213;;2756;150;21;;21
SH;w;1947 und früher;SPD;51336;362;1495;46853;453;1208;;802;137;25;;0
SH;w;1947 und früher;DIE LINKE;6231;123;377;1565;3114;575;;244;219;15;;0
SH;w;1947 und früher;GRÜNE;13460;61;2078;4411;200;6246;;341;124;0;;0
SH;w;1947 und früher;FDP;24803;118;12161;1734;145;495;;10010;139;0;;0
SH;w;1947 und früher;AfD;7144;21;560;579;90;47;;397;5419;31;;31
SH;w;1947 und früher;Sonstige;855;8;158;126;101;25;;63;31;343;;310
SH;w;1947 und früher;dar. NPD;100;8;92;0;0;0;;0;0;0;;0
SH;w;1947 und früher;dar. FREIE WÄHLER;424;0;2;78;51;0;;0;12;282;;282
HH;Summe;Summe;Summe;984926;9254;277677;311889;105242;114485;;69178;71527;25674;1245;5426
HH;Summe;Summe;Ungültig;6808;5295;444;668;146;28;;0;226;0;0;0
HH;Summe;Summe;CDU;266312;741;208152;25371;2953;14626;;11787;1341;1341;39;493
HH;Summe;Summe;SPD;229862;628;7493;196414;6904;13414;;2716;1392;901;0;175
HH;Summe;Summe;DIE LINKE;119076;566;2531;24081;76601;9799;;894;1013;3592;78;355
HH;Summe;Summe;GRÜNE;136371;260;11887;45287;6302;68795;;1714;195;1930;39;241
HH;Summe;Summe;FDP;105610;358;40294;10683;1102;2237;;48476;1646;814;59;411
HH;Summe;Summe;AfD;76511;125;3946;3237;1885;384;;2068;63918;947;188;311
HH;Summe;Summe;Sonstige;44376;1282;2928;6149;9349;5201;;1523;1797;16148;842;3440
HH;Summe;Summe;dar. NPD;1799;0;133;66;41;0;;23;743;793;658;3
HH;Summe;Summe;dar. FREIE WÄHLER;3458;176;330;377;156;129;;23;93;2174;57;2020
HH;Summe;1993 - 1999;Summe;67101;484;14202;22938;8878;10188;;4952;2670;2789;133;270
HH;Summe;1993 - 1999;Ungültig;255;214;0;41;0;0;;0;0;0;0;0
HH;Summe;1993 - 1999;CDU;13970;82;9016;2485;401;999;;892;11;85;0;59
HH;Summe;1993 - 1999;SPD;14383;0;956;10933;774;1197;;315;147;61;0;52
HH;Summe;1993 - 1999;DIE LINKE;10137;0;100;2502;5620;1586;;72;0;258;0;0
HH;Summe;1993 - 1999;GRÜNE;11924;0;1139;3950;944;5436;;161;40;255;0;0
