# (c) Der Bundeswahlleiter, Statistisches Bundesamt (Destatis), 2018;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
# Wahl zum 19. Deutschen Bundestag (24. September 2017);;;;;;;;;;;;;;;
# Ergebnisse der repräsentativen Wahlstatistik;;;;;;;;;;;;;;;
# Stimmabgabe in der Kombination der Erst- und Zweitstimmen nach Geschlecht und Geburtsjahresgruppen in den Ländern;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
# Erläuterungen zur Methodik siehe Dokument 'Allgemeine und methodische Hinweise zur repräsentativen Wahlstatistik der Bundestagswahl 2017'.;;;;;;;;;;;;;;;
# Durch Auf- bzw. Abrundungen können sich in der Endsumme geringfügige Abweichungen ergeben.;;;;;;;;;;;;;;;
# Aus methodischen Gründen weichen in einigen Ländern die Summen der Parteien vom amtlichen Endergebnis geringfügig ab.;;;;;;;;;;;;;;;
# Für das Bundesgebiet wurde eine separate Hochrechnung durchgeführt. Die Kumulation einzelner Merkmalsgruppen in den Länderergebnissen weichen daher geringfügig zu den entsprechenden Bundesergebnissen ab.;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
Land;Geschlecht;Geburtsjahresgruppe;Partei Zweitstimme;Erststimme: Summe;Erststimme: Ungültig;Erststimme: CDU;Erststimme: SPD;Erststimme: DIE LINKE;Erststimme: GRÜNE;Erststimme: CSU;Erststimme: FDP;Erststimme: AfD;Erststimme: Sonstige;Erststimme: dar. NPD;Erststimme: dar. FREIE WÄHLER
MV;m;1947 und früher;FDP;3909;14;1397;348;216;16;;1726;164;29;29;0
MV;m;1947 und früher;AfD;15160;82;402;618;977;0;;110;12960;10;10;0
MV;m;1947 und früher;Sonstige;769;0;16;100;9;3;;0;49;592;223;223
MV;m;1947 und früher;dar. NPD;267;0;0;0;0;0;;0;49;219;219;0
MV;m;1947 und früher;dar. FREIE WÄHLER;252;0;20;36;0;0;;0;0;196;0;196
MV;w;Summe;Summe;485850;6908;182883;86654;87371;21175;;23339;61549;15972;2867;7951
MV;w;Summe;Ungültig;6337;4528;938;374;164;58;;92;159;24;4;20
MV;w;Summe;CDU;181369;1124;145409;12656;7714;4649;;5748;2373;1696;153;1139
MV;w;Summe;SPD;73339;278;6990;55048;6114;1667;;810;1645;787;180;422
MV;w;Summe;DIE LINKE;85448;208;8532;7788;63360;1821;;1034;1392;1313;20;693
MV;w;Summe;GRÜNE;23164;5;4530;4329;3012;10437;;436;86;329;0;163
MV;w;Summe;FDP;28763;134;9993;2167;1300;544;;13142;863;622;77;418
MV;w;Summe;AfD;64263;241;3705;2704;2291;218;;1324;52558;1223;484;555
MV;w;Summe;Sonstige;23168;390;2786;1589;3416;1782;;752;2475;9978;1950;4540
MV;w;Summe;dar. NPD;3598;76;235;88;83;27;;20;1143;1926;1905;21
MV;w;Summe;dar. FREIE WÄHLER;4449;61;378;145;312;100;;144;75;3234;0;3197
MV;w;1993 - 1999;Summe;22680;187;6775;4295;3629;3062;;1278;2247;1207;137;354
MV;w;1993 - 1999;Ungültig;205;162;0;0;0;0;;0;43;0;0;0
MV;w;1993 - 1999;CDU;6227;1;4127;708;262;603;;281;126;120;0;56
MV;w;1993 - 1999;SPD;3093;15;562;1720;452;170;;39;94;42;27;3
MV;w;1993 - 1999;DIE LINKE;3262;0;324;516;1860;356;;33;0;173;0;66
MV;w;1993 - 1999;GRÜNE;3234;0;643;715;483;1210;;63;0;120;0;51
MV;w;1993 - 1999;FDP;1625;0;602;175;66;69;;640;29;44;0;6
MV;w;1993 - 1999;AfD;2181;0;68;168;34;107;;65;1701;37;23;14
MV;w;1993 - 1999;Sonstige;2852;9;449;294;472;546;;156;254;671;86;158
MV;w;1993 - 1999;dar. NPD;279;0;0;0;0;27;;0;166;86;86;0
MV;w;1993 - 1999;dar. FREIE WÄHLER;134;0;15;10;0;45;;47;0;16;0;16
MV;w;1983 - 1992;Summe;53177;492;15975;10054;8198;3911;;2660;8006;3880;784;1534
MV;w;1983 - 1992;Ungültig;464;372;14;0;0;44;;0;34;0;0;0
MV;w;1983 - 1992;CDU;16090;41;11385;1750;964;808;;686;203;254;32;144
MV;w;1983 - 1992;SPD;7230;0;681;5288;543;232;;71;249;165;38;93
MV;w;1983 - 1992;DIE LINKE;7161;0;643;772;4659;383;;104;196;406;0;180
MV;w;1983 - 1992;GRÜNE;4372;0;751;1003;551;1776;;116;34;142;0;46
MV;w;1983 - 1992;FDP;3284;0;1183;408;198;81;;1141;84;189;39;68
MV;w;1983 - 1992;AfD;8327;0;583;409;165;0;;246;6469;454;172;181
MV;w;1983 - 1992;Sonstige;6248;80;736;425;1118;588;;295;737;2270;503;822
MV;w;1983 - 1992;dar. NPD;1006;37;75;20;0;0;;0;400;474;474;0
MV;w;1983 - 1992;dar. FREIE WÄHLER;642;0;91;0;53;20;;42;1;434;0;434
MV;w;1973 - 1982;Summe;57081;599;21531;8589;7790;3516;;3179;9229;2648;561;1180
MV;w;1973 - 1982;Ungültig;453;417;37;0;0;0;;0;0;0;0;0
MV;w;1973 - 1982;CDU;20872;61;16116;1635;637;798;;953;352;320;46;226
MV;w;1973 - 1982;SPD;6805;26;809;4889;300;224;;132;345;79;0;74
MV;w;1973 - 1982;DIE LINKE;7222;0;548;749;5416;141;;71;174;123;0;62
MV;w;1973 - 1982;GRÜNE;3717;0;693;561;515;1939;;9;0;0;0;0
MV;w;1973 - 1982;FDP;4467;0;1922;256;156;130;;1833;107;62;0;62
MV;w;1973 - 1982;AfD;9631;32;1029;330;308;39;;120;7674;99;82;17
MV;w;1973 - 1982;Sonstige;3914;64;378;170;457;245;;60;576;1965;433;739
MV;w;1973 - 1982;dar. NPD;777;27;63;39;0;0;;0;214;433;433;0
MV;w;1973 - 1982;dar. FREIE WÄHLER;641;0;20;0;0;0;;0;63;558;0;558
MV;w;1958 - 1972;Summe;138429;1548;50326;22201;24645;6121;;7826;20809;4952;765;2956
MV;w;1958 - 1972;Ungültig;1208;987;56;113;52;0;;0;0;0;0;0
MV;w;1958 - 1972;CDU;49466;187;39741;3409;1898;1312;;1706;759;455;27;318
MV;w;1958 - 1972;SPD;18259;0;1587;13554;1586;431;;216;612;273;27;125
MV;w;1958 - 1972;DIE LINKE;25066;87;2761;2194;18201;554;;320;482;467;20;267
MV;w;1958 - 1972;GRÜNE;6896;5;1449;1027;993;3281;;37;52;52;0;52
MV;w;1958 - 1972;FDP;9272;31;2970;484;329;175;;4811;312;159;0;152
MV;w;1958 - 1972;AfD;21833;81;1049;891;777;61;;529;18102;343;81;235
MV;w;1958 - 1972;Sonstige;6427;169;711;529;810;306;;208;491;3203;610;1806
MV;w;1958 - 1972;dar. NPD;796;0;0;29;48;0;;20;84;616;594;21
MV;w;1958 - 1972;dar. FREIE WÄHLER;1871;61;202;85;83;31;;49;10;1351;0;1316
MV;w;1948 - 1957;Summe;96332;1209;36906;17230;19770;2778;;4720;11704;2016;295;1277
MV;w;1948 - 1957;Ungültig;1126;875;93;106;0;0;;0;32;20;0;20
MV;w;1948 - 1957;CDU;37600;97;30020;2683;2063;708;;1301;461;267;0;262
MV;w;1948 - 1957;SPD;15337;44;1545;11660;1229;378;;201;127;153;39;100
MV;w;1948 - 1957;DIE LINKE;19771;49;2200;1675;15026;162;;300;238;121;0;95
MV;w;1948 - 1957;GRÜNE;2647;0;394;436;273;1443;;96;0;6;0;6
MV;w;1948 - 1957;FDP;5099;38;1603;323;332;42;;2560;175;25;0;25
MV;w;1948 - 1957;AfD;12416;77;698;204;538;11;;229;10433;226;73;97
MV;w;1948 - 1957;Sonstige;2335;28;353;143;308;33;;34;238;1198;184;671
MV;w;1948 - 1957;dar. NPD;422;12;34;0;17;0;;0;175;184;184;0
MV;w;1948 - 1957;dar. FREIE WÄHLER;799;0;29;29;176;4;;0;0;560;0;558
MV;w;1947 und früher;Summe;118152;2872;51371;24284;23340;1786;;3677;9554;1268;325;648
MV;w;1947 und früher;Ungültig;2881;1716;738;155;112;14;;92;50;4;4;0
MV;w;1947 und früher;CDU;51114;738;44021;2470;1890;420;;821;472;281;49;133
MV;w;1947 und früher;SPD;22615;192;1806;17938;2003;232;;151;218;75;48;26
MV;w;1947 und früher;DIE LINKE;22964;72;2056;1882;18199;224;;206;301;24;0;23
MV;w;1947 und früher;GRÜNE;2298;0;600;588;199;788;;115;0;8;0;8
MV;w;1947 und früher;FDP;5015;65;1713;520;218;46;;2156;155;142;38;104
MV;w;1947 und früher;AfD;9874;51;277;702;468;0;;134;8179;63;53;10
MV;w;1947 und früher;Sonstige;1391;39;159;29;251;62;;1;179;671;134;343
MV;w;1947 und früher;dar. NPD;319;0;63;0;18;0;;0;104;134;134;0
MV;w;1947 und früher;dar. FREIE WÄHLER;362;0;20;22;0;0;;5;0;315;0;315
SN;Summe;Summe;Summe;2509684;39951;756206;289109;432722;112300;;165449;628048;85899;3217;13761
SN;Summe;Summe;Ungültig;30280;23098;3158;1522;954;207;;259;785;296;31;13
SN;Summe;Summe;CDU;665751;3583;562983;22437;20402;12712;;23745;14643;5245;126;1085
SN;Summe;Summe;SPD;261105;1154;23618;183583;26207;9301;;4673;9777;2792;91;375
SN;Summe;Summe;DIE LINKE;398627;1251;23787;25487;310198;11806;;4741;12227;9130;41;577
SN;Summe;Summe;GRÜNE;113608;285;16905;16536;15268;58318;;2320;1296;2680;0;296
SN;Summe;Summe;FDP;203662;871;66948;11022;8068;3682;;97427;11852;3791;56;959
SN;Summe;Summe;AfD;669940;5897;39317;16951;24654;3109;;20023;541567;18422;689;1413
SN;Summe;Summe;Sonstige;166711;3811;19489;11570;26969;13166;;12262;35901;43543;2183;9041
SN;Summe;Summe;dar. NPD;29322;644;1228;798;896;227;;1094;21330;3104;1928;303
SN;Summe;Summe;dar. FREIE WÄHLER;27471;583;4882;1669;2711;1084;;3619;3662;9260;69;5864
SN;Summe;1993 - 1999;Summe;120185;1545;26563;15703;23201;11757;;10482;23273;7662;42;810
SN;Summe;1993 - 1999;Ungültig;1098;983;47;0;0;0;;39;29;0;0;0
SN;Summe;1993 - 1999;CDU;20168;172;14645;1280;1052;779;;1167;588;485;0;51
SN;Summe;1993 - 1999;SPD;12306;34;1777;7542;1397;520;;492;422;122;0;0
SN;Summe;1993 - 1999;DIE LINKE;19769;0;1059;1714;13530;1538;;313;170;1443;0;78
SN;Summe;1993 - 1999;GRÜNE;12101;0;1625;1576;1931;5888;;308;144;629;0;8
SN;Summe;1993 - 1999;FDP;11900;0;3455;851;714;332;;5445;790;311;0;0
SN;Summe;1993 - 1999;AfD;23546;147;1503;1075;694;299;;981;18209;638;21;44
SN;Summe;1993 - 1999;Sonstige;19298;210;2452;1665;3882;2400;;1736;2921;4033;21;629
SN;Summe;1993 - 1999;dar. NPD;2340;29;134;28;68;0;;85;1902;94;21;35
SN;Summe;1993 - 1999;dar. FREIE WÄHLER;1680;0;425;123;101;130;;171;223;506;0;379
SN;Summe;1983 - 1992;Summe;336676;4610;79626;39528;57521;21467;;26319;85222;22382;750;2556
SN;Summe;1983 - 1992;Ungültig;3324;3079;90;95;31;0;;0;30;0;0;0
SN;Summe;1983 - 1992;CDU;65541;133;50837;3920;2763;2379;;2675;1728;1107;59;135
SN;Summe;1983 - 1992;SPD;30715;107;3051;19417;3534;1378;;1093;1487;648;57;86
SN;Summe;1983 - 1992;DIE LINKE;49085;0;2828;2571;36483;2897;;555;721;3031;0;111
SN;Summe;1983 - 1992;GRÜNE;20442;0;2393;3124;3551;9874;;500;140;859;0;108
SN;Summe;1983 - 1992;FDP;31416;109;9867;2655;782;628;;15210;1336;830;18;170
SN;Summe;1983 - 1992;AfD;89497;482;5901;3608;1606;560;;3262;70453;3624;101;323
SN;Summe;1983 - 1992;Sonstige;46656;700;4660;4138;8770;3751;;3025;9328;12283;515;1623
SN;Summe;1983 - 1992;dar. NPD;7926;213;290;364;180;148;;353;5748;630;428;25
SN;Summe;1983 - 1992;dar. FREIE WÄHLER;4575;30;896;450;425;130;;686;622;1336;34;846
SN;Summe;1973 - 1982;Summe;370771;4493;103743;35687;53384;23444;;28437;103199;18384;699;2787
SN;Summe;1973 - 1982;Ungültig;3197;2865;134;104;37;0;;33;24;0;0;0
SN;Summe;1973 - 1982;CDU;87522;166;70725;3849;3272;2688;;3876;1867;1080;67;247
SN;Summe;1973 - 1982;SPD;29449;231;2636;19173;2728;1768;;785;1588;540;0;68
SN;Summe;1973 - 1982;DIE LINKE;48010;32;3421;3065;35461;2071;;584;1365;2011;0;98
SN;Summe;1973 - 1982;GRÜNE;26840;49;4351;4128;3553;13096;;692;221;750;0;130
SN;Summe;1973 - 1982;FDP;34431;33;11816;1312;1310;825;;16515;1604;1014;0;230
SN;Summe;1973 - 1982;AfD;110166;681;7247;2224;2769;514;;3637;89034;4062;167;421
SN;Summe;1973 - 1982;Sonstige;31157;436;3414;1833;4255;2483;;2314;7495;8927;465;1593
SN;Summe;1973 - 1982;dar. NPD;6437;0;247;97;308;33;;188;4817;748;449;124
SN;Summe;1973 - 1982;dar. FREIE WÄHLER;4637;74;701;241;133;144;;817;676;1851;17;1044
SN;Summe;1958 - 1972;Summe;696397;8697;192087;67441;109917;33501;;50584;212036;22135;1080;4109
SN;Summe;1958 - 1972;Ungültig;5638;4416;321;261;179;53;;85;282;41;0;0
SN;Summe;1958 - 1972;CDU;168734;728;139416;6026;5121;4130;;7994;4171;1149;0;293
SN;Summe;1958 - 1972;SPD;59620;167;5518;41318;5914;2768;;955;2200;780;34;118
SN;Summe;1958 - 1972;DIE LINKE;98632;340;5517;5832;77603;2611;;1145;3926;1658;41;182
SN;Summe;1958 - 1972;GRÜNE;33231;24;4725;4412;3993;18873;;467;408;330;0;0
SN;Summe;1958 - 1972;FDP;61094;278;18734;3371;2177;1318;;29577;4587;1052;38;367
SN;Summe;1958 - 1972;AfD;226475;1786;12349;3896;8599;941;;7120;185697;6087;198;334
SN;Summe;1958 - 1972;Sonstige;42974;958;5507;2325;6331;2807;;3242;10765;11039;768;2815
SN;Summe;1958 - 1972;dar. NPD;8343;59;371;150;180;0;;305;6120;1158;683;84
SN;Summe;1958 - 1972;dar. FREIE WÄHLER;8350;86;1629;353;1109;167;;1159;926;2921;18;1799
SN;Summe;1948 - 1957;Summe;433233;7178;136232;47639;82962;11232;;24995;112886;10109;436;2256
SN;Summe;1948 - 1957;Ungültig;4926;3974;287;186;249;0;;0;91;139;0;13
SN;Summe;1948 - 1957;CDU;123637;622;106759;2887;4158;1364;;3772;3173;902;0;240
SN;Summe;1948 - 1957;SPD;45635;107;3622;32992;5039;1098;;435;2047;295;0;21
SN;Summe;1948 - 1957;DIE LINKE;78369;413;4867;4835;62550;1204;;1209;2707;583;0;31
SN;Summe;1948 - 1957;GRÜNE;10985;0;1885;1775;1236;5608;;248;163;71;0;50
SN;Summe;1948 - 1957;FDP;31706;166;10618;1417;1588;319;;15256;1941;401;0;139
SN;Summe;1948 - 1957;AfD;121000;1216;6141;2757;5809;401;;2841;99050;2787;121;263
SN;Summe;1948 - 1957;Sonstige;16975;679;2053;790;2334;1239;;1233;3714;4933;315;1500
SN;Summe;1948 - 1957;dar. NPD;2853;104;50;0;127;46;;112;2065;348;250;35
SN;Summe;1948 - 1957;dar. FREIE WÄHLER;5033;185;865;296;553;309;;462;584;1778;0;1073
SN;Summe;1947 und früher;Summe;552421;13428;217955;83112;105737;10899;;24634;91431;5226;210;1242
SN;Summe;1947 und früher;Ungültig;12097;7782;2280;876;458;154;;102;330;116;31;0
SN;Summe;1947 und früher;CDU;200149;1763;180602;4475;4036;1372;;4260;3117;522;0;120
SN;Summe;1947 und früher;SPD;83380;508;7014;63141;7596;1768;;914;2033;406;0;81
SN;Summe;1947 und früher;DIE LINKE;104762;465;6094;7470;84572;1485;;934;3337;404;0;77
SN;Summe;1947 und früher;GRÜNE;10010;212;1926;1522;1004;4978;;106;219;42;0;0
SN;Summe;1947 und früher;FDP;33116;285;12458;1416;1497;261;;15423;1593;183;0;53
SN;Summe;1947 und früher;AfD;99256;1584;6176;3393;5178;394;;2183;79124;1225;80;29
SN;Summe;1947 und früher;Sonstige;9651;829;1403;819;1397;486;;712;1678;2329;98;882
SN;Summe;1947 und früher;dar. NPD;1422;239;135;160;33;0;;51;678;126;98;0
SN;Summe;1947 und früher;dar. FREIE WÄHLER;3196;209;366;206;391;204;;323;631;867;0;724
SN;m;Summe;Summe;1228316;18350;320844;137539;209847;44205;;78770;374587;44173;1685;5551
SN;m;Summe;Ungültig;13542;10918;940;622;548;71;;33;306;104;0;13
SN;m;Summe;CDU;270427;819;230225;8712;7408;3824;;9695;7283;2461;81;479
SN;m;Summe;SPD;127983;555;10882;90900;12791;4301;;2194;4952;1408;18;115
SN;m;Summe;DIE LINKE;190650;544;8115;11044;152921;4711;;1849;6230;5236;41;152
SN;m;Summe;GRÜNE;46658;106;5907;7457;6426;23947;;1013;388;1414;0;50
SN;m;Summe;FDP;101057;371;35014;5295;3538;1590;;47091;6164;1994;35;253
SN;m;Summe;AfD;402435;3298;21979;8541;13753;1363;;11689;330792;11019;362;814
SN;m;Summe;Sonstige;75565;1740;7781;4968;12462;4398;;5206;18472;20538;1149;3676
SN;m;Summe;dar. NPD;17915;454;693;396;474;96;;607;13308;1887;1092;189
SN;m;Summe;dar. FREIE WÄHLER;10978;210;2060;833;1220;277;;1354;1319;3705;17;2395
SN;m;1993 - 1999;Summe;60323;867;12432;7860;11921;4053;;6047;13146;3998;21;348
SN;m;1993 - 1999;Ungültig;570;523;47;0;0;0;;0;0;0;0;0
SN;m;1993 - 1999;CDU;9741;121;7289;586;404;218;;679;208;236;0;0
SN;m;1993 - 1999;SPD;6103;0;684;4090;565;164;;316;284;0;0;0
SN;m;1993 - 1999;DIE LINKE;10185;0;267;960;7199;654;;201;30;874;0;39
SN;m;1993 - 1999;GRÜNE;4231;0;257;645;800;1967;;149;111;302;0;0
SN;m;1993 - 1999;FDP;6848;0;1913;295;534;133;;3319;378;276;0;0
SN;m;1993 - 1999;AfD;13256;100;756;426;323;69;;587;10685;311;0;8
SN;m;1993 - 1999;Sonstige;9390;123;1220;858;2096;848;;797;1449;1999;21;301
SN;m;1993 - 1999;dar. NPD;1398;29;106;28;37;0;;46;1114;37;21;0
SN;m;1993 - 1999;dar. FREIE WÄHLER;822;0;206;98;70;50;;108;28;263;0;263
SN;m;1983 - 1992;Summe;168720;2254;36678;17990;28097;8161;;13343;50068;12129;282;1097
SN;m;1983 - 1992;Ungültig;1719;1572;90;28;0;0;;0;30;0;0;0
SN;m;1983 - 1992;CDU;28359;60;22356;1281;1102;934;;1046;875;705;42;106
SN;m;1983 - 1992;SPD;13855;40;1340;9039;1753;307;;521;599;255;0;0
SN;m;1983 - 1992;DIE LINKE;23818;0;998;682;18524;1386;;142;326;1760;0;27
SN;m;1983 - 1992;GRÜNE;8097;0;997;1479;1257;3695;;242;43;383;0;50
SN;m;1983 - 1992;FDP;17058;35;5715;1752;239;224;;8032;533;529;18;8
SN;m;1983 - 1992;AfD;53352;200;3165;1638;947;402;;2060;42735;2205;50;159
SN;m;1983 - 1992;Sonstige;22462;346;2016;2091;4274;1214;;1300;4928;6292;172;748
SN;m;1983 - 1992;dar. NPD;4454;137;108;211;78;83;;146;3390;300;172;25
SN;m;1983 - 1992;dar. FREIE WÄHLER;1952;30;471;204;120;0;;274;336;517;0;402
SN;m;1973 - 1982;Summe;195130;2102;47824;17224;28101;9799;;14593;64904;10583;422;1092
SN;m;1973 - 1982;Ungültig;1532;1369;39;30;37;0;;33;24;0;0;0
SN;m;1973 - 1982;CDU;37670;55;30559;1686;1354;675;;1863;1013;466;39;88
SN;m;1973 - 1982;SPD;15224;46;1403;9699;1688;931;;136;989;331;0;28
SN;m;1973 - 1982;DIE LINKE;24813;32;1368;1358;18890;852;;214;633;1466;0;0
SN;m;1973 - 1982;GRÜNE;12009;49;1790;1996;1663;5686;;344;46;436;0;0
SN;m;1973 - 1982;FDP;18504;33;6666;548;604;484;;8722;983;464;0;44
SN;m;1973 - 1982;AfD;69641;304;4531;1109;1730;237;;2101;57000;2629;77;306
SN;m;1973 - 1982;Sonstige;15737;213;1469;797;2134;934;;1181;4216;4792;306;626
SN;m;1973 - 1982;dar. NPD;4133;0;116;77;196;0;;132;3096;516;289;102
SN;m;1973 - 1982;dar. FREIE WÄHLER;2215;74;382;150;34;31;;298;317;929;17;476
SN;m;1958 - 1972;Summe;351075;4765;86434;33096;52197;13762;;23058;126766;10998;582;1665
SN;m;1958 - 1972;Ungültig;2823;2358;97;168;126;0;;0;74;0;0;0
SN;m;1958 - 1972;CDU;72987;301;61295;2865;1951;1218;;2917;1825;615;0;198
SN;m;1958 - 1972;SPD;29382;60;2257;20937;2726;1501;;542;869;489;18;44
SN;m;1958 - 1972;DIE LINKE;46451;160;2213;2477;37901;863;;385;1850;602;41;24
SN;m;1958 - 1972;GRÜNE;15002;24;1917;2286;1878;8396;;155;74;272;0;0
SN;m;1958 - 1972;FDP;29524;137;10271;1482;906;463;;13411;2438;415;17;151
SN;m;1958 - 1972;AfD;136691;1268;6478;2138;4287;399;;4240;114251;3630;108;156
SN;m;1958 - 1972;Sonstige;18216;457;1905;741;2421;922;;1407;5386;4976;397;1091
SN;m;1958 - 1972;dar. NPD;5235;32;248;39;80;0;;219;3887;730;386;27
SN;m;1958 - 1972;dar. FREIE WÄHLER;3135;33;564;173;549;104;;379;263;1071;0;650
SN;m;1948 - 1957;Summe;208950;2816;57328;22037;38589;4496;;11068;68178;4438;235;937
SN;m;1948 - 1957;Ungültig;1989;1561;71;99;150;0;;0;55;52;0;13
SN;m;1948 - 1957;CDU;50628;61;44002;809;1359;497;;1531;2059;312;0;35
SN;m;1948 - 1957;SPD;22572;58;1986;16018;2586;473;;204;1090;156;0;0
SN;m;1948 - 1957;DIE LINKE;35628;142;1488;2050;29213;414;;441;1633;248;0;31
SN;m;1948 - 1957;GRÜNE;4162;0;530;611;460;2387;;90;63;21;0;0
SN;m;1948 - 1957;FDP;14847;166;4924;531;752;160;;6987;1043;285;0;50
SN;m;1948 - 1957;AfD;72575;597;3642;1529;3126;196;;1413;60424;1648;64;183
SN;m;1948 - 1957;Sonstige;6550;232;685;390;943;369;;402;1811;1717;172;624
SN;m;1948 - 1957;dar. NPD;1772;56;12;0;49;13;;64;1383;195;144;35
SN;m;1948 - 1957;dar. FREIE WÄHLER;1873;40;308;208;270;37;;177;193;640;0;357
SN;m;1947 und früher;Summe;244117;5547;80148;39333;50943;3934;;10661;51525;2025;142;412
SN;m;1947 und früher;Ungültig;4909;3534;597;298;234;71;;0;123;53;0;0
SN;m;1947 und früher;CDU;71042;222;64725;1485;1238;282;;1659;1303;128;0;52
SN;m;1947 und früher;SPD;40848;351;3212;31117;3472;925;;475;1121;176;0;43
SN;m;1947 und früher;DIE LINKE;49755;210;1782;3517;41194;543;;467;1757;286;0;31
SN;m;1947 und früher;GRÜNE;3156;33;417;438;368;1817;;33;51;0;0;0
SN;m;1947 und früher;FDP;14277;0;5524;688;504;126;;6620;789;25;0;0
SN;m;1947 und früher;AfD;56920;829;3407;1700;3340;60;;1289;45698;596;62;0
SN;m;1947 und früher;Sonstige;3211;369;485;90;594;110;;118;683;762;80;286
SN;m;1947 und früher;dar. NPD;923;200;103;41;33;0;;0;438;108;80;0
SN;m;1947 und früher;dar. FREIE WÄHLER;981;34;128;0;177;54;;118;183;285;0;247
SN;w;Summe;Summe;1281368;21601;435362;151570;222875;68095;;86679;253461;41726;1533;8210
SN;w;Summe;Ungültig;16738;12181;2218;900;406;137;;226;479;191;31;0
SN;w;Summe;CDU;395324;2764;332758;13725;12994;8887;;14050;7361;2784;45;606
SN;w;Summe;SPD;133122;599;12736;92683;13417;5000;;2479;4825;1384;73;260
SN;w;Summe;DIE LINKE;207977;707;15672;14443;157277;7095;;2892;5997;3894;0;425
SN;w;Summe;GRÜNE;66950;179;10998;9079;8842;34371;;1307;908;1266;0;247
SN;w;Summe;FDP;102605;500;31935;5728;4530;2091;;50336;5688;1798;21;707
SN;w;Summe;AfD;267505;2599;17338;8410;10901;1746;;8334;210775;7403;327;600
SN;w;Summe;Sonstige;91146;2072;11708;6602;14507;8768;;7055;17429;23005;1034;5365
SN;w;Summe;dar. NPD;11406;189;535;402;422;131;;487;8022;1217;836;114
SN;w;Summe;dar. FREIE WÄHLER;16493;373;2823;836;1491;807;;2265;2343;5555;52;3469
SN;w;1993 - 1999;Summe;59862;678;14131;7843;11280;7704;;4434;10128;3664;21;462
SN;w;1993 - 1999;Ungültig;527;460;0;0;0;0;;39;29;0;0;0
SN;w;1993 - 1999;CDU;10427;52;7357;694;648;561;;488;380;249;0;51
SN;w;1993 - 1999;SPD;6204;34;1093;3452;831;356;;177;139;122;0;0
SN;w;1993 - 1999;DIE LINKE;9584;0;792;754;6331;884;;112;140;570;0;40
SN;w;1993 - 1999;GRÜNE;7870;0;1368;931;1132;3921;;159;32;327;0;8
SN;w;1993 - 1999;FDP;5052;0;1542;557;181;199;;2126;412;36;0;0
SN;w;1993 - 1999;AfD;10289;47;747;649;371;230;;394;7525;327;21;35
SN;w;1993 - 1999;Sonstige;9908;87;1232;807;1786;1552;;939;1471;2034;0;328
SN;w;1993 - 1999;dar. NPD;942;0;28;0;31;0;;39;788;57;0;35
SN;w;1993 - 1999;dar. FREIE WÄHLER;857;0;219;25;31;81;;64;195;243;0;115
SN;w;1983 - 1992;Summe;167956;2357;42948;21538;29424;13306;;12976;35154;10253;468;1459
SN;w;1983 - 1992;Ungültig;1605;1507;0;67;31;0;;0;0;0;0;0
SN;w;1983 - 1992;CDU;37182;73;28481;2639;1660;1445;;1629;853;402;18;29
SN;w;1983 - 1992;SPD;16860;67;1711;10378;1781;1071;;572;888;393;57;86
SN;w;1983 - 1992;DIE LINKE;25267;0;1830;1888;17959;1511;;413;394;1271;0;84
SN;w;1983 - 1992;GRÜNE;12345;0;1396;1645;2294;6179;;257;97;476;0;59
SN;w;1983 - 1992;FDP;14358;74;4152;903;544;404;;7178;803;301;0;162
SN;w;1983 - 1992;AfD;36145;282;2736;1971;659;159;;1202;27718;1419;51;164
SN;w;1983 - 1992;Sonstige;24194;354;2644;2047;4496;2537;;1725;4401;5990;343;875
SN;w;1983 - 1992;dar. NPD;3473;76;182;153;102;65;;207;2357;331;256;0
SN;w;1983 - 1992;dar. FREIE WÄHLER;2623;0;425;246;305;130;;412;286;820;34;444
SN;w;1973 - 1982;Summe;175641;2391;55919;18463;25283;13645;;13843;38295;7801;277;1695
SN;w;1973 - 1982;Ungültig;1665;1496;95;74;0;0;;0;0;0;0;0
SN;w;1973 - 1982;CDU;49852;111;40166;2162;1919;2013;;2012;854;615;28;159
SN;w;1973 - 1982;SPD;14225;184;1233;9474;1040;836;;650;599;209;0;40
SN;w;1973 - 1982;DIE LINKE;23197;0;2053;1707;16571;1218;;370;732;545;0;98
SN;w;1973 - 1982;GRÜNE;14830;0;2561;2131;1889;7411;;349;175;314;0;130
SN;w;1973 - 1982;FDP;15926;0;5150;764;705;342;;7793;621;550;0;186
SN;w;1973 - 1982;AfD;40525;377;2717;1114;1038;276;;1536;32034;1433;90;115
SN;w;1973 - 1982;Sonstige;15421;223;1944;1036;2121;1549;;1133;3279;4135;160;967
SN;w;1973 - 1982;dar. NPD;2304;0;131;19;112;33;;56;1721;232;160;21
SN;w;1973 - 1982;dar. FREIE WÄHLER;2422;0;319;92;99;113;;519;359;922;0;568
SN;w;1958 - 1972;Summe;345322;3932;105652;34345;57720;19739;;27526;85270;11137;498;2444
SN;w;1958 - 1972;Ungültig;2815;2057;224;93;53;53;;85;208;41;0;0
SN;w;1958 - 1972;CDU;95747;427;78120;3161;3170;2912;;5077;2346;534;0;95
