Wahlkreis-Nr.;Wahlkreisname;Land;Wahlbezirksart;Wahlberechtigte;Wähler;Ungültige;Gültige;CDU;SPD;DIE LINKE;GRÜNE;CSU;FDP;AfD;PIRATEN;NPD;FREIE WÄHLER;Tierschutzpartei;ÖDP;Die PARTEI;BP;Volksabstimmung;PDV;MLPD;BüSo;SGP;DIE RECHTE;Tierschutzallianz;B*;DKP;Die Grauen;du;MG;MENSCHLICHE WELT;Gesundheitsforschung;V-Partei³;Bündnis C;DIE EINHEIT;DIE VIOLETTEN;FAMILIE;DIE FRAUEN;MIETERPARTEI;Neue Liberale;UNABHÄNGIGE;WGr/EB;Ungültige;Gültige;CDU;SPD;DIE LINKE;GRÜNE;CSU;FDP;AfD;PIRATEN;NPD;FREIE WÄHLER;Tierschutzpartei;ÖDP;Die PARTEI;BP;Volksabstimmung;PDV;MLPD;BüSo;SGP;DIE RECHTE;AD-DEMOKRATEN;Tierschutzallianz;B*;BGE;DiB;DKP;DM;Die Grauen;du;MG;MENSCHLICHE WELT;Die Humanisten;Gesundheitsforschung;V-Partei³
;;;;;;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen
178;Rheingau-Taunus – Limburg;HE;Urne;220342;120473;1712;118761;47391;30918;7057;8515;0;8915;13215;0;0;2750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1549;118924;38763;25311;8380;10907;0;15362;15114;410;322;1187;1235;161;1099;0;0;0;29;23;0;0;0;0;0;189;0;25;210;0;0;0;0;0;0;197
179;Wiesbaden;HE;Urne;189372;97093;1413;95680;30413;28670;7968;8256;0;6453;10959;624;0;976;0;0;1361;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1263;95830;26108;21085;10006;11264;0;11690;11780;430;165;624;805;222;944;0;0;0;54;41;0;0;0;0;0;213;0;21;228;0;0;0;0;0;0;150
180;Hanau;HE;Urne;177469;101576;1739;99837;34102;30583;6162;6117;0;6261;13516;0;433;1197;0;0;1466;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1532;100044;28416;23637;7940;8660;0;11178;14886;443;526;731;1546;165;983;0;0;0;49;26;0;0;0;0;0;158;0;47;460;0;0;0;0;0;0;193
181;Main-Taunus;HE;Urne;197291;110955;1557;109398;43891;24770;5937;10277;0;11454;11298;0;0;1771;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1357;109598;36011;20475;7195;12084;0;17502;12120;425;247;868;1037;239;874;0;0;0;25;18;0;0;0;0;0;139;0;17;166;0;0;0;0;0;0;156
182;Frankfurt am Main I;HE;Urne;199775;102737;1456;101281;28851;29172;10634;10526;0;8557;9980;717;0;878;0;0;1736;0;0;0;164;0;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1354;101383;24628;22536;13098;13533;0;12720;10360;526;248;491;1026;173;1250;0;0;0;109;23;0;0;0;0;0;213;0;33;262;0;0;0;0;0;0;154
183;Frankfurt am Main II;HE;Urne;223942;119302;1408;117894;35968;32139;11748;15545;0;8896;9666;895;0;681;0;0;2222;0;0;0;134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1334;117968;29741;24354;15064;18172;0;15520;10242;562;208;490;1095;201;1429;0;0;0;97;20;0;0;0;0;0;278;0;65;206;0;0;0;0;0;0;224
184;Groß-Gerau;HE;Urne;174727;100797;1934;98863;33337;32582;6974;6651;0;5478;11781;0;0;1838;0;0;0;0;0;0;222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1728;99069;28992;25299;8660;9058;0;9260;12634;788;326;1000;1096;156;913;0;0;0;114;38;0;0;0;0;0;183;0;48;341;0;0;0;0;0;0;163
185;Offenbach;HE;Urne;220194;120137;2078;118059;41024;30628;9697;10333;0;8734;13967;1253;0;2107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;316;0;0;0;0;0;0;1867;118270;34281;26098;11182;12185;0;14295;14739;761;331;952;1188;201;1187;0;0;0;62;30;0;0;0;0;0;260;0;43;263;0;0;0;0;0;0;212
186;Darmstadt;HE;Urne;242622;138455;2070;136385;40005;41360;12231;18936;0;8247;13447;0;0;1783;0;0;0;0;0;0;376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1694;136761;35874;31098;14789;19665;0;14274;14449;1043;350;804;1299;377;1648;0;0;0;153;33;0;0;0;0;0;301;0;47;341;0;0;0;0;0;0;216
187;Odenwald;HE;Urne;234422;134712;2410;132302;45830;39116;8629;10298;0;9565;16447;0;0;1904;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;513;2178;132534;41463;31400;10265;11864;0;14183;17189;658;493;1094;1450;284;1210;0;0;0;99;24;0;0;0;0;0;191;0;101;325;0;0;0;0;0;0;241
188;Bergstraße;HE;Urne;198418;112477;1858;110619;41147;30398;6534;8535;0;8374;14782;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;849;1634;110843;34861;25315;7793;9900;0;12845;15282;556;416;870;1266;188;941;0;0;0;49;32;0;0;0;0;0;152;0;21;220;0;0;0;0;0;0;136
189;Eichsfeld – Nordhausen – Kyffhäuserkreis;TH;Urne;216673;128167;1967;126200;47075;17974;18867;3042;0;6306;28595;0;0;2361;0;1386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;594;2131;126036;41642;17406;17888;3652;0;9730;28127;408;2150;1752;0;838;1222;0;0;0;116;0;0;0;0;0;0;639;0;0;281;0;0;0;0;0;0;185
190;Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis;TH;Urne;222558;132914;2007;130907;44293;19782;19809;3845;0;6523;29318;0;2855;3972;0;0;0;0;0;0;510;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2019;130895;38313;18720;20132;4341;0;9324;30833;576;2732;2516;0;429;1544;0;0;0;272;0;0;0;0;0;0;436;0;0;494;0;0;0;0;0;0;233
191;Jena – Sömmerda – Weimarer Land I;TH;Urne;203210;122618;2005;120613;34965;16963;25034;5340;0;7072;25066;0;0;4465;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1708;1637;120981;32685;15089;21879;6721;0;10337;25823;630;1496;2194;0;493;2278;0;0;0;131;0;0;0;0;0;0;466;0;0;419;0;0;0;0;0;0;340
192;Gotha – Ilm-Kreis;TH;Urne;198341;119918;2169;117749;33487;21584;18030;3632;0;6970;29907;0;0;4139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1990;117928;32069;16285;18158;4055;0;8901;30071;629;1614;2121;0;429;2217;0;0;0;160;0;0;0;0;0;0;308;0;0;658;0;0;0;0;0;0;253
193;Erfurt – Weimar – Weimarer Land II;TH;Urne;221922;125811;1925;123886;32963;22528;22652;7759;0;7487;23982;1274;0;1392;0;1100;2749;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1744;124067;30560;17473;23644;8587;0;10491;24954;878;999;1188;0;759;2861;0;0;0;177;0;0;0;0;0;0;597;0;0;509;0;0;0;0;0;0;390
194;Gera – Greiz – Altenburger Land;TH;Urne;240738;143524;2517;141007;41754;16808;25700;2827;0;7776;40494;0;0;2969;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;893;0;0;0;0;0;0;0;0;1786;2274;141250;37503;16002;24101;3666;0;11377;40267;639;1805;2003;0;490;1738;0;0;0;150;0;0;0;0;0;0;350;0;0;594;0;0;0;0;0;0;565
195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;TH;Urne;229126;138911;2225;136686;41427;15963;22975;4257;0;8202;37897;0;0;4650;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1315;1904;137007;37654;16389;22236;3904;0;10463;37057;611;1831;2608;0;587;2105;0;0;0;189;0;0;0;0;0;0;456;0;0;589;0;0;0;0;0;0;328
196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;TH;Urne;234446;137964;2057;135907;45135;18390;24052;3233;0;6393;32872;973;0;3049;0;1340;0;0;0;0;470;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1898;136066;40737;18471;22370;4184;0;8934;33085;619;1619;2265;0;755;1711;0;0;0;287;0;0;0;0;0;0;409;0;0;387;0;0;0;0;0;0;233
197;Neuwied;RP;Urne;239284;117563;2545;115018;46413;34319;6887;5973;0;6705;12582;0;0;2011;0;0;0;0;0;0;128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1992;115571;40944;30169;8290;7000;0;11216;14109;528;343;1164;0;225;1099;0;0;0;62;0;0;0;0;0;0;171;0;0;0;0;0;0;0;0;0;251
198;Ahrweiler;RP;Urne;195618;96711;1463;95248;38569;26980;4874;5530;0;8012;9362;879;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1042;1275;95436;36479;22365;6100;6580;0;10754;10253;434;293;675;0;231;882;0;0;0;28;0;0;0;0;0;0;137;0;0;0;0;0;0;0;0;0;225
199;Koblenz;RP;Urne;196999;90789;1450;89339;34039;26643;5389;5725;0;5683;8337;758;0;1479;0;0;1103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;183;1081;89708;30766;22110;7143;7547;0;9543;9333;526;173;870;0;180;1161;0;0;0;22;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;214
200;Mosel/Rhein-Hunsrück;RP;Urne;172876;94862;2090;92772;39896;23996;5135;4401;0;7841;8220;0;0;2590;0;693;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1483;93379;37554;22092;5954;5215;0;10194;9088;351;240;1154;0;333;857;0;0;0;20;0;0;0;0;0;0;126;0;0;0;0;0;0;0;0;0;201
201;Kreuznach;RP;Urne;185172;96094;1610;94484;33438;30569;5622;4510;0;6120;11126;0;0;2331;0;768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1410;94684;30763;26459;6968;5927;0;9066;12025;368;272;1233;0;306;957;0;0;0;22;0;0;0;0;0;0;110;0;0;0;0;0;0;0;0;0;208
202;Bitburg;RP;Urne;164480;88943;1948;86995;44035;22798;4872;0;0;5953;6580;0;0;1925;0;832;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1521;87422;38199;19572;5366;5373;0;8738;7465;286;175;1025;0;282;679;0;0;0;19;0;0;0;0;0;0;102;0;0;0;0;0;0;0;0;0;141
203;Trier;RP;Urne;192846;99445;1677;97768;35496;33770;7019;6101;0;4855;7587;0;157;999;0;0;1252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;532;1282;98163;34920;24900;9171;8793;0;8627;8669;396;180;878;0;200;1077;0;0;0;26;0;0;0;0;0;0;132;0;0;0;0;0;0;0;0;0;194
204;Montabaur;RP;Urne;210114;107703;3423;104280;42613;32666;8055;5476;0;9830;0;0;0;5640;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1407;106296;36982;27239;6795;6830;0;11624;12899;510;277;1463;0;166;1081;0;0;0;28;0;0;0;0;0;0;168;0;0;0;0;0;0;0;0;0;234
205;Mainz;RP;Urne;248996;125462;1538;123924;41506;36460;8615;13032;0;8111;10177;1017;0;1245;0;1498;1864;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;135;0;264;1220;124242;37527;28090;11600;16824;0;13592;11418;852;175;913;0;1106;1589;0;0;0;40;0;0;0;0;0;0;254;0;0;0;0;0;0;0;0;0;262
206;Worms;RP;Urne;213627;111596;1846;109750;42634;30108;6153;7394;0;6446;13781;0;371;1649;0;646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;0;0;0;0;0;0;493;1600;109996;33557;28173;7788;9010;0;11228;15805;568;473;1244;0;451;1161;0;0;0;52;0;0;0;0;0;0;207;0;0;0;0;0;0;0;0;0;279
207;Ludwigshafen/Frankenthal;RP;Urne;215595;106175;1995;104180;31380;33085;6438;5886;0;7602;16930;0;0;2578;0;0;0;0;0;0;281;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1832;104343;29831;25785;7577;7944;0;10438;17982;737;478;1434;0;198;1259;0;0;0;131;0;0;0;0;0;0;255;0;0;0;0;0;0;0;0;0;294
208;Neustadt – Speyer;RP;Urne;220550;107894;1897;105997;39630;27762;5616;8126;0;6913;14400;0;0;3206;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;176;0;0;0;0;168;0;0;1563;106331;34392;23601;7202;9806;0;11370;15398;525;360;1967;0;216;1025;0;0;0;45;0;0;0;0;0;0;155;0;0;0;0;0;0;0;0;0;269
209;Kaiserslautern;RP;Urne;229114;117388;2243;115145;34476;39747;8742;5552;0;5957;16035;0;0;2961;0;0;1675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2017;115371;31672;33024;9838;7705;0;10089;17410;607;603;2170;0;236;1489;0;0;0;22;0;0;0;0;0;0;183;0;0;0;0;0;0;0;0;0;323
210;Pirmasens;RP;Urne;177687;89810;2064;87746;30221;25745;5775;3764;0;5630;12663;0;558;2135;0;0;1255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1839;87971;29188;22184;6853;4197;0;7558;13822;436;616;1479;0;156;1079;0;0;0;35;0;0;0;0;0;0;108;0;0;0;0;0;0;0;0;0;260
211;Südpfalz;RP;Urne;217633;110113;1710;108403;41251;29171;5637;8498;0;6350;14720;0;0;2776;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1478;108635;35180;24269;7643;9667;0;11109;16191;574;379;1652;0;278;1111;0;0;0;40;0;0;0;0;0;0;227;0;0;0;0;0;0;0;0;0;315
212;Altötting;BY;Urne;168221;82644;914;81730;0;10273;4249;4750;43856;4397;11517;0;0;0;0;2181;0;0;0;0;0;507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;721;81923;0;10222;4641;5487;35419;7047;12848;308;200;1776;673;1021;559;1103;0;0;8;91;0;0;0;0;0;78;87;6;135;0;0;0;0;0;107;107
213;Erding – Ebersberg;BY;Urne;198198;102948;792;102156;0;15449;4406;10599;48849;7140;10917;0;0;0;0;2550;0;2246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;576;102372;0;13046;5630;11474;39056;12119;12757;407;169;2574;923;1196;762;1512;0;0;8;11;0;0;0;0;0;95;167;13;171;0;0;0;0;0;118;164
214;Freising;BY;Urne;235746;113792;997;112795;0;16045;5960;10649;47905;7777;14755;0;0;6489;0;1889;0;1326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;781;113011;0;14707;6164;11175;43376;11710;16192;511;291;3717;992;1069;979;1207;0;0;22;12;0;0;0;0;0;124;199;14;232;0;0;0;0;0;137;181
215;Fürstenfeldbruck;BY;Urne;232125;121022;1073;119949;0;23432;5149;11033;51125;8353;13032;0;0;3502;0;1842;0;1786;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;695;737;120285;0;17139;6600;13566;46207;13795;14840;419;187;2491;1038;1095;886;1097;0;0;27;15;0;0;0;0;0;161;202;15;196;0;0;0;0;0;130;179
216;Ingolstadt;BY;Urne;238605;116215;1228;114987;0;15650;6088;6970;56194;5645;16376;0;0;4027;0;1587;1199;1166;0;0;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;971;115244;0;15591;6807;8185;46735;10520;19097;438;313;2981;707;1098;846;1104;0;0;40;14;0;0;0;0;0;85;125;7;183;0;0;0;0;0;150;218
217;München-Nord;BY;Urne;226436;99608;752;98856;0;27687;6645;12374;29819;8625;8756;0;0;1402;0;1497;1223;643;0;0;102;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;490;99118;0;17780;9156;16722;26428;13673;9874;443;91;946;755;738;944;519;0;0;52;29;0;0;0;0;0;200;301;28;170;0;0;0;0;0;96;173
218;München-Ost;BY;Urne;239169;107557;782;106775;0;24286;7461;16208;37067;8653;8919;0;0;1761;0;1468;0;773;0;0;0;179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;489;107068;0;18362;9098;17526;31401;14556;10311;519;97;1090;833;796;902;521;0;0;57;29;0;0;0;0;0;202;293;26;186;0;0;0;0;0;86;177
219;München-Süd;BY;Urne;216725;98073;728;97345;0;24475;7880;13001;30314;8244;8214;0;0;1523;0;1435;1400;641;0;0;117;101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;484;97589;0;16873;9256;17067;27052;12315;9302;472;89;969;833;793;995;501;0;0;55;32;0;0;0;0;0;215;342;22;145;0;0;0;0;0;91;170
220;München-West/Mitte;BY;Urne;241282;110975;835;110140;0;26610;8454;18019;35039;9153;8179;0;0;1774;0;1681;0;983;0;0;0;139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109;530;110445;0;18660;10423;20777;30724;14146;9543;487;105;943;840;901;1087;612;0;0;34;45;0;0;0;0;0;219;400;37;171;0;0;0;0;0;103;188
221;München-Land;BY;Urne;235172;118271;776;117495;0;20463;5036;16046;49685;10422;10562;0;0;3414;0;1867;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;679;117592;0;17245;6561;15391;41957;17349;11946;502;114;1937;1124;949;847;763;0;0;13;19;0;0;0;0;0;139;234;20;172;0;0;0;0;0;148;162
222;Rosenheim;BY;Urne;235170;117441;1103;116338;0;14213;4831;10605;52890;7904;16156;728;0;3583;0;2514;0;2785;0;0;0;129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;797;116644;0;13728;6312;11522;46583;11927;17492;410;185;2445;957;1308;695;2105;0;0;15;60;0;0;0;0;0;143;194;27;243;0;0;0;0;0;128;165
223;Bad Tölz-Wolfratshausen – Miesbach;BY;Urne;165527;77355;897;76458;0;8952;4361;10294;35914;5890;8221;0;0;0;0;0;0;2826;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;582;76773;0;8789;4061;8169;31081;9086;9783;257;141;1804;600;592;401;1403;0;0;12;17;0;0;0;0;0;98;139;5;160;0;0;0;0;0;78;97
224;Starnberg – Landsberg am Lech;BY;Urne;213628;109633;914;108719;0;18606;4698;13097;45361;9508;10240;1326;0;2464;0;1938;0;1336;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;145;556;109077;0;14370;6426;14711;40597;14627;11577;418;159;1588;881;993;718;1143;0;0;20;13;0;0;0;0;0;150;184;13;214;0;0;0;0;0;97;178
225;Traunstein;BY;Urne;208466;99446;999;98447;0;15823;4749;7808;49096;5312;10840;0;0;0;0;2062;0;2757;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;824;98622;0;12127;5678;8898;42901;8835;12843;301;235;2140;685;1011;509;1762;0;0;9;13;0;0;0;0;0;74;111;10;234;0;0;0;0;0;108;138
226;Weilheim;BY;Urne;167159;78557;844;77713;0;11770;4083;7047;36562;5054;8364;0;0;0;0;2620;0;2213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;554;78003;0;9493;4632;7684;32360;7689;10025;226;144;1463;655;1217;482;1289;0;0;14;11;0;0;0;0;0;98;116;10;171;0;0;0;0;0;85;139
227;Deggendorf;BY;Urne;166659;69190;729;68461;0;11660;3145;3106;30536;2678;12191;0;0;3437;0;0;0;1708;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;540;68650;0;9935;3760;3242;27738;5148;13592;140;269;2363;454;439;214;1050;0;0;11;7;0;0;0;0;0;42;51;6;69;0;0;0;0;0;51;69
228;Landshut;BY;Urne;249836;119826;1289;118537;0;16897;4651;7729;46711;9854;16165;0;0;12425;0;2281;0;1824;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1066;118760;0;16313;6197;8581;45708;11843;18650;415;324;5722;960;1237;647;1383;0;0;18;12;0;0;0;0;0;135;127;16;141;0;0;0;0;0;145;186
229;Passau;BY;Urne;177387;73030;769;72261;0;13986;3791;4029;33667;4007;10722;0;0;0;0;2059;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;585;72445;0;11345;4490;4734;28592;6330;12364;196;221;1471;490;832;345;635;0;0;9;8;0;0;0;0;0;74;52;7;80;0;0;0;0;0;73;97
230;Rottal-Inn;BY;Urne;168642;78211;896;77315;0;11391;3202;3625;35183;4932;12189;0;0;3376;0;1890;0;1527;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;643;77568;0;10187;3628;4022;32895;6840;13564;184;233;2547;589;1145;291;1047;0;0;8;13;0;0;0;0;0;54;49;9;102;0;0;0;0;0;86;75
231;Straubing;BY;Urne;173953;78480;1053;77427;0;13297;3140;2797;36319;3272;12545;0;0;3138;0;1552;0;1367;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1008;77472;0;11067;3666;3599;31406;6289;15323;180;332;2588;479;947;271;967;0;0;10;5;0;0;0;0;0;43;56;5;101;0;0;0;0;0;68;70
232;Amberg;BY;Urne;215876;110488;1203;109285;0;17374;5366;7511;51044;5433;13173;0;0;5934;0;1816;0;1143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;491;0;1052;109436;0;17701;6343;7864;45367;8255;15067;323;429;3919;930;1092;607;914;0;0;34;12;0;0;0;0;0;75;109;14;149;0;0;0;0;0;113;119
233;Regensburg;BY;Urne;252916;123329;1252;122077;0;20862;7936;11097;47938;7128;15776;1056;0;7401;0;2717;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;166;0;0;0;0;0;0;891;122438;0;18411;8954;12513;44629;10592;17518;508;244;4451;1000;1146;866;805;0;0;21;23;0;0;0;0;0;131;131;21;160;0;0;0;0;0;127;187
234;Schwandorf;BY;Urne;216418;94601;2190;92411;0;22567;5081;3683;44811;4253;0;0;0;8687;0;2040;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1289;956;93645;0;15515;4559;4438;38468;6201;16786;275;343;4080;601;796;375;779;0;0;19;11;0;0;0;0;0;45;73;10;82;0;0;0;0;0;93;96
235;Weiden;BY;Urne;168415;79457;1658;77799;0;17482;3877;2841;36173;3248;0;0;0;4225;0;948;0;1934;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7071;930;78527;0;15085;4083;4046;33433;5070;11220;195;268;2620;483;553;359;710;0;0;14;9;0;0;0;0;0;48;48;15;79;0;0;0;0;0;102;87
236;Bamberg;BY;Urne;182513;89525;778;88747;0;18854;5033;8208;36057;5490;10900;0;0;2395;0;1098;0;476;0;0;236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;598;88927;0;14491;6271;9069;32882;8271;12183;313;344;1873;735;563;861;336;0;0;77;11;0;0;0;0;0;103;119;11;176;0;0;0;0;0;100;138
237;Bayreuth;BY;Urne;163934;82434;781;81653;0;17832;3850;5624;37477;5103;8142;0;0;2629;0;0;996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;546;81888;0;15617;4894;6429;33577;6897;9417;239;253;1984;612;317;799;215;0;0;16;10;0;0;0;0;0;82;94;11;136;0;0;0;0;0;115;174
238;Coburg;BY;Urne;159654;87253;1144;86109;0;23087;4710;4835;38126;3967;9768;0;435;0;0;1072;0;0;0;0;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;857;86396;0;20015;5173;5577;33193;6713;10933;274;412;1622;750;421;632;160;0;0;60;9;0;0;0;0;0;58;89;8;108;0;0;0;0;0;95;94
239;Hof;BY;Urne;167552;86361;833;85528;0;20817;4141;3903;38750;3148;10671;715;0;2291;0;0;885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;207;0;0;0;0;0;0;0;0;943;85418;0;19410;5293;4700;31701;6586;11992;371;396;2074;856;240;975;228;0;0;29;15;0;0;0;0;0;101;92;14;122;0;0;0;0;0;108;115
240;Kulmbach;BY;Urne;170897;85760;1044;84716;0;13999;3567;3734;46107;3220;10433;0;0;2467;0;1189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;967;84793;0;15452;4486;5223;35539;6382;12164;276;455;1970;712;552;717;308;0;0;36;9;0;0;0;0;0;65;83;8;159;0;0;0;0;0;100;97
241;Ansbach;BY;Urne;243760;122682;1617;121065;0;22166;7861;8919;53222;4723;13552;0;0;7739;0;2749;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;134;0;0;0;0;0;0;1319;121363;0;20946;8648;10656;47992;8717;15262;562;521;3803;958;1427;823;303;0;0;30;17;0;0;0;0;0;83;110;18;199;0;0;0;0;0;170;118
242;Erlangen;BY;Urne;180730;93475;652;92823;0;19902;5904;10034;38716;5208;8022;904;0;2526;0;1607;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;528;92947;0;16573;7584;12691;31803;9084;9509;474;243;1836;700;763;808;156;0;0;43;11;0;0;0;0;0;115;161;12;146;0;0;0;0;0;79;156
